	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d3_0	0	0.0643001	0.0351589	0.0214617	0.0137808	0.0079777	0.00465906	0.00241867	0.00210711	0.000757873	0.00131584	9.90335e-06	0	0	0	0	0	0	0	0
d3_1	0.0223394	0.0131506	0.0115702	0.0129121	0.00814639	0.00431459	0.00422496	0.0012745	0.00114402	0.00155335	0.000202294	0.000459456	3.38438e-05	0.000270751	0	0	0	0	0	0
d3_2	0.010041	0.00867321	0.013498	0.00810189	0.0070558	0.00767435	0.00379414	0.00374246	0.00234897	0.000666243	0.00133155	0.000400507	0.000347478	3.38438e-05	0	4.35135e-05	0	0	0	0
d3_3	0.00604277	0.00628668	0.00876983	0.0098798	0.0055596	0.00734671	0.00417483	0.00355484	0.00224503	0.00156579	0.00220962	0.000496798	0.000348108	0.000189526	0.00062615	0.000106378	0.000169219	0	0	0
d3_4	0.00311756	0.00470553	0.00779283	0.00709314	0.00758019	0.00617166	0.00486949	0.0038593	0.00205299	0.00229166	0.00122946	0.00215315	0.00117122	0.000135375	0.000406126	6.76877e-05	0	0	0	0
d3_5	0.00249404	0.00415457	0.0063174	0.00884577	0.00788034	0.00480098	0.00486353	0.00423524	0.00367255	0.00267751	0.00162287	0.00131881	0.000529129	0.000254182	0.000676877	0.000338438	5.41501e-05	0	0	0
d3_6	0.00195712	0.00253738	0.00619731	0.0063129	0.00311816	0.006858	0.00484266	0.00408481	0.00278383	0.00353312	0.00251371	0.00155399	0.00039286	0.0011325	0.000220293	0.000406126	8.46096e-05	0	0	0
d3_7	0.00105601	0.00110404	0.00291518	0.00325877	0.00565463	0.00376516	0.00439117	0.00640376	0.00344766	0.00317334	0.00354457	0.00226215	0.000618901	0.000798539	0.000824183	0.00103562	0.000435808	0	0	0
d3_8	0.000365905	0.00191302	0.00225044	0.00462902	0.00404174	0.00331196	0.00458253	0.00305349	0.00410034	0.00187606	0.004236	0.00249167	0.00132076	0.00185423	0.000785661	0.000473814	0.000561808	0.000643033	3.38438e-05	0
d3_9	0.000918132	0.00160853	0.00130357	0.00143502	0.00289161	0.0022103	0.00428688	0.00468662	0.00340321	0.00408333	0.00445373	0.00164094	0.000665642	0.00295376	0.000761003	0.000171826	0.000406126	0.000406126	0.000203063	0
d3_10	6.21149e-05	0.000502171	0.00101011	0.00281255	0.00131576	0.00374662	0.00341572	0.0026902	0.00476892	0.00304797	0.00287397	0.00478949	0.00234634	0.00159023	0.00163804	0.000756637	0.00115069	0.000270751	6.76877e-05	0
d3_11	6.23892e-05	0.000623834	0.00121185	0.000794075	0.0010529	0.00177139	0.00379175	0.00206434	0.00212222	0.00487389	0.00404801	0.00278711	0.0027413	0.00175929	0.00121366	0.00137588	0.000608706	0.000270751	0.000778408	0.000203063
d3_12	5.02168e-05	0.00039962	0.000972218	0.000977442	0.00104032	0.00146797	0.00285506	0.00198957	0.00330293	0.00376479	0.00167525	0.00265541	0.00174143	0.00207817	0.00233844	0.00159469	0.00173732	0.000846096	0.000406126	0
d3_13	0.000142248	3.97804e-05	0.000284017	0.000709191	0.00163284	0.00136246	0.00110822	0.00151659	0.00202926	0.00350591	0.00238895	0.00231137	0.00503325	0.00201021	0.00134961	0.00276843	0.000406126	0.00043997	0.00043997	0
d3_14	7.0405e-08	0	0.000118944	0.000404983	0.000304321	0.000275486	0.00152264	0.000665231	0.00223031	0.00262016	0.00265115	0.00162269	0.00233831	0.00297488	0.00367509	0.000702711	0.00226349	0.00156649	0.00053022	0.000913784
d3_15	1.22837e-08	7.26662e-05	0.000351796	0.000216775	0.000612738	0.000767987	0.000106735	0.000445494	0.00150619	0.00166617	0.0023284	0.00212053	0.00241307	0.00241968	0.00214646	0.00340018	0.00415295	0.00189864	0.00127253	0.000203063
d3_16	0	1.20395e-08	6.44683e-05	0.00023312	0.000115927	0.00089009	0.000395754	0.0011219	0.00225925	0.000476724	0.00139845	0.00133345	0.00156748	0.00254006	0.0026255	0.00331847	0.00179211	0.00212201	0.000278003	0.00088961
d3_17	0	1.90973e-08	0	0	0.000135375	0.000555176	0.000317717	0.000565192	0.000477967	0.00197818	0.00152397	0.000779698	0.0016245	0.00168352	0.0025175	0.00242582	0.00207366	0.00242322	0.00100742	0.00118115
d3_18	0	0	2.90823e-05	0	7.76618e-05	0	0.0001429	0.00044964	0.000561808	0.00118076	0.000478247	0.000888965	0.00173329	0.00129065	0.0024345	0.00263887	0.00199679	0.00408816	0.00157712	0.00167865
d3_19	0	0	0	0	0.000204865	0	0.000215956	7.93117e-05	0.000438842	9.08949e-05	0.000699439	0.000240599	0.000837716	0.00244014	0.00139727	0.00255859	0.00417971	0.00251121	0.00242322	0.00457569
d3_20	0	0	0	0	0	0	0	0	6.76877e-05	0.000846096	0.000635781	0.000846096	0.00157374	0.00244245	0.00249524	0.00331218	0.00402742	0.00895508	0.00921229	0.0403515
