	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d2_0	0	0.0548807	0.0107017	0.00229227	0.000430997	0.000215326	1.33281e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_1	0.11986	0.0471162	0.0154776	0.00501925	0.00186162	0.000413019	6.31088e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_2	0.049692	0.0345907	0.0163893	0.00654614	0.0029888	0.00119255	0.000325263	0.000120256	7.99973e-06	1.88565e-05	0	0	0	0	0	0	0	0	0	0
d2_3	0.0234617	0.0219596	0.0153098	0.0078999	0.00360842	0.00139349	0.000409194	0.000223456	9.69763e-06	3.7713e-05	0	0	0	0	0	0	0	0	0	0
d2_4	0.0113169	0.0158412	0.0125855	0.00765194	0.0039626	0.00261178	0.000663744	0.000102116	0.000106917	4.52418e-05	0	0	0	0	0	0	0	0	0	0
d2_5	0.00621615	0.0101014	0.00988717	0.00642764	0.00476762	0.00262617	0.00139165	0.000525762	0.000228335	3.72779e-05	6.55626e-05	0	0	0	0	0	0	0	0	0
d2_6	0.00266112	0.0081144	0.00906944	0.00594336	0.00527375	0.00334204	0.00222202	0.000459309	0.000369484	0.000170966	7.18343e-06	0	0	0	0	0	0	0	0	0
d2_7	0.0019098	0.00444067	0.00798776	0.00631152	0.00399645	0.00421918	0.0018067	0.00104718	0.00100974	0.00064597	0.000107371	0	0	0	0	0	0	0	0	0
d2_8	0.00132259	0.00324793	0.00646967	0.00551282	0.00455157	0.00374488	0.00253603	0.0012463	0.000472071	0.000771007	1.00568e-05	0	0	0	0	0	0	0	0	0
d2_9	0.000340285	0.00209991	0.00389898	0.00410289	0.00546111	0.00268554	0.0018575	0.000774438	0.000689539	0.000277147	0.000333491	3.14275e-05	1.13139e-05	0	0	0	0	0	0	0
d2_10	0.000552776	0.00115123	0.00254659	0.00375865	0.004055	0.00419471	0.00254458	0.00263999	0.000503834	0.000529779	0.000599637	3.7713e-05	8.7997e-05	0	0	0	0	0	0	0
d2_11	0.000266776	0.000766347	0.00124549	0.00369102	0.00368109	0.00255358	0.00422209	0.00159233	0.00142715	0.000692256	0.000371743	0.000142521	0.000170952	0	0	0	0	0	0	0
d2_12	4.97303e-05	0.000834528	0.00155691	0.00176353	0.00330053	0.00315796	0.00380037	0.00214704	0.0012766	0.00109484	0.000424742	0.000256718	0.000210923	0.000162166	0.000113139	0	0	0	0	0
d2_13	1.42852e-05	0.00016183	0.000823303	0.00159188	0.00201276	0.00292995	0.00362295	0.00206001	0.00103389	0.00127151	0.000852679	0.000231141	0.000386289	0	0.000106854	0	0	0	0	0
d2_14	5.48553e-05	0.00027134	0.000571848	0.00108958	0.0012371	0.00230346	0.0018666	0.00232915	0.00180043	0.00146109	0.00139188	0.000570648	0.000369857	0.000169709	5.38757e-06	0	0	0	0	0
d2_15	0	1.29302e-05	0.000176367	0.000724455	0.00202585	0.00148605	0.00312051	0.00270995	0.00226776	0.00121978	0.00102003	0.000633309	0.000113139	0	4.4649e-05	0	0	0	0	0
d2_16	0	0.000166745	0.000375813	0.000290638	0.001393	0.00178259	0.00237013	0.0024936	0.00215949	0.00166618	0.000981795	0.000590209	0.000418614	0.000544684	1.17547e-05	3.7713e-05	0.000188565	0	0	0
d2_17	0	6.78834e-05	0.000277447	0.00058958	0.000969841	0.000832407	0.00157182	0.00203533	0.00218244	0.00197539	0.00104483	0.00100899	0.00092783	0.000325132	3.7713e-05	3.7713e-05	2.42441e-05	0	0	0
d2_18	0	0	0.000258146	0.000276921	0.000338944	0.00106856	0.00184166	0.00117468	0.00129643	0.00207368	0.00183573	0.000913643	0.00110068	0.000437471	4.31006e-05	0	0	0	0	0
d2_19	0	3.7713e-05	0	7.93687e-05	0.000417896	0.00108542	0.00168754	0.0017367	0.00200192	0.00127084	0.000733967	0.00113175	0.00123483	0.000150852	9.96701e-05	0	0.000150852	0	0	0
d2_20	0	1.88565e-05	3.7713e-05	0	0.000119604	0.000416106	0.00097542	0.00106673	0.00185557	0.00184317	0.00169556	0.00148365	0.000859318	0.000747975	0.000445014	0	0.00037713	0.000169709	0	0
d2_21	0	0	0.000113139	0.000503267	4.63469e-05	0.00037541	0.00110932	0.00102048	0.00154498	0.00169709	0.00164554	0.00179622	0.00117988	0.000621726	0.000362045	2.28972e-05	0	0	0	0
d2_22	0	0	2.05707e-06	0.000113139	0	0.000100111	0.000166118	0.00149866	0.00114145	0.000719421	0.00120718	0.00135515	0.00154569	0.00120466	0.000676949	0.00037713	6.78834e-05	0	0	0
d2_23	0	0	1.50852e-05	5.38757e-06	4.14843e-05	9.42825e-05	0.000461984	0.00120295	0.000586437	0.00176066	0.00112762	0.00101071	0.00124237	0.00103361	0.000539296	0.000207422	7.5426e-05	0.000113139	0	0
d2_24	0	0	0	7.5426e-05	1.88565e-05	0	0.000445014	0.000612836	0.000946597	0.000908443	0.00129356	0.00153465	0.00122163	0.000644893	0.000367432	0.000663749	0.000414843	0.000188565	0	0
d2_25	0	0	0	0.000113139	0	0.000105596	0.000419872	0.00051577	0.000803728	0.000769076	0.000665365	0.0013803	0.00132534	0.00160469	0.000980538	0.000773117	0.000113139	3.7713e-05	0	0
d2_26	0	0	0	0	0	4.90269e-05	2.42441e-05	0.000267762	0.000610246	0.000901072	0.000770962	0.00151983	0.00178023	0.00153869	0.000716547	0.000859857	0.000169709	0	0	0
d2_27	0	0	0	0	0	0	0.000113139	0.00037713	0.000374975	0.000948482	0.000677308	0.00107859	0.00126841	0.000912655	0.00116156	0.0004337	0.000475184	0.000169709	0.000150852	0
d2_28	0	0	0	0	3.7713e-05	1.88565e-05	3.7713e-05	0.00018641	9.42825e-05	0.000651896	0.000665006	0.000835074	0.000999664	0.00159526	0.00152522	0.000829686	0.000690148	0.000395987	0	0
d2_29	0	0	0	0	0	0.000150852	1.88565e-05	0.000120682	0.000113139	0.000163782	0.000588764	0.000603408	0.000822144	0.00162139	0.000827531	0.00106728	0.000399758	0.000414843	0.000113139	0
d2_30	0	0	0	0	0	0	0	0.000113139	8.08136e-05	0.000162166	0.000320561	0.000955396	0.000584552	0.00177036	0.00098431	0.00138784	0.0013442	0.000388444	0.000320561	0
d2_31	0	0	0	0	0	0	0	0	5.65695e-05	0.000226278	0.000263991	5.65695e-05	0.00113893	0.000791973	0.00139915	0.00105596	0.00123699	0.00037713	0.000113139	0.000226278
d2_32	0	0	0	0	0	0	0	0	0	0.000113139	0.000226278	0.000389701	4.90269e-05	0.000193953	0.000695177	0.00145195	0.000765574	0.00100478	0.000414843	0
d2_33	0	0	0	0	0	0	0	0	3.7713e-05	3.7713e-05	0.000339417	0.000313018	0.000320561	0.000829686	0.00118042	0.000622265	0.00137652	0.00186679	0.000509126	0
d2_34	0	0	0	0	0	0	0	0	0	0	0.000339417	0.000490269	0.000350731	0.000471413	0.0012747	0.000452556	0.00075426	0.00169709	0.000527982	0.000226278
d2_35	0	0	0	0	0	0	0	0	0	0	0.000113139	0.000113139	0.000150852	0.000527982	0.000546839	0.000867399	0.000829686	0.00158395	0.00105596	0.000150852
d2_36	0	0	0	0	0	0	0	0	0	0	0	0.000150852	0	0.000282848	0.000369588	0.000697691	0.0011691	0.00141424	0.000999395	0.000226278
d2_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000697691	0.000414843	0.00075426	0.00110122	0.00139538	0.000905112
d2_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000169709	0.000339417	0.000452556	0.00120682	0.0011691	0.00159526	0.000716547
d2_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113139	0.000226278	0.000659978	0.000339417	0.00147081	0.00279076	0.00214964
d2_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113139	0.000113139	0.000339417	0.000829686	0.00196108	0.00286619
d2_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113139	0.000282848	0.000942825	0.000678834
