	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d2_0	0	0.0515144	0.00968806	0.0021771	0.000703504	2.13047e-05	0	3.61686e-05	0	0	0	0	0	0	0	0	0	0	0
d2_1	0.119972	0.048362	0.0160927	0.00497129	0.000936608	0.000276767	1.75542e-05	5.30473e-05	2.43584e-05	0	0	0	0	0	0	0	0	0	0
d2_2	0.0529705	0.0333459	0.0161055	0.00662701	0.00243552	0.000635627	0.000235652	2.37859e-05	1.0826e-06	0	1.89455e-05	0	0	0	0	0	0	0	0
d2_3	0.0236212	0.0252272	0.0137695	0.00711929	0.00313726	0.001312	0.000250437	0.00016654	5.68364e-05	3.15758e-06	0	0	0	0	0	0	0	0	0
d2_4	0.011983	0.0171269	0.0118135	0.00755217	0.00400249	0.00131685	0.000893751	0.00043948	1.88414e-05	0	0	0	0	0	0	0	0	0	0
d2_5	0.00738204	0.0115339	0.00966494	0.00661387	0.00455294	0.00171807	0.000799966	0.000188919	1.74651e-05	2.06678e-06	0	0	0	0	0	0	0	0	0
d2_6	0.00334215	0.00692261	0.00827512	0.00806162	0.00476411	0.00407747	0.00154592	0.000600138	0.00015491	6.65485e-05	0	0	0	0	0	0	0	0	0
d2_7	0.00268585	0.00612332	0.00613277	0.00610784	0.00593734	0.00297281	0.00256847	0.000763692	0.000225623	7.90986e-05	0	4.34631e-05	0	0	0	0	0	0	0
d2_8	0.000734321	0.00409526	0.00545294	0.00611316	0.00550915	0.00391787	0.00267091	0.000873582	0.000227082	0.000219436	6.06254e-05	0.000151564	0	0	0	0	0	0	0
d2_9	0.000804883	0.00240124	0.00328664	0.00469344	0.00355149	0.00328919	0.00257056	0.00128685	0.000458449	0.000210655	0.00011662	0	0	0	0	0	0	0	0
d2_10	0.000595066	0.0012217	0.00292098	0.00307459	0.00378262	0.0034506	0.00399036	0.00184363	0.00148792	0.00047084	0.000189455	0.000246291	3.78909e-05	0	0	0	0	0	0
d2_11	7.58389e-05	0.00072098	0.00202237	0.00344669	0.00495506	0.00414296	0.00213661	0.00194385	0.000935815	0.000272544	9.66218e-05	1.72231e-06	0	0.000170509	0	0	0	0	0
d2_12	2.17442e-05	0.000433167	0.00143087	0.00232461	0.00356966	0.00333404	0.00296105	0.0024926	0.00105008	0.0016464	0.000750871	0.000151564	4.97011e-05	2.84182e-05	0	0	0	0	0
d2_13	7.57818e-05	0.00057071	0.000777469	0.00149476	0.00278279	0.00317338	0.00298997	0.0020458	0.00163822	0.000845139	0.000587038	8.52545e-05	0.000113673	0	0	0	0	0	0
d2_14	0.000172231	8.24439e-05	0.000464493	0.00151338	0.00164786	0.00215559	0.00215081	0.00250113	0.00218982	0.00070277	0.00106527	0.000422213	0.000194868	0.000151564	0	0.000151564	0	0	0
d2_15	0	0	0.000551462	0.000711034	0.00201086	0.00302078	0.00216745	0.00224966	0.00190222	0.00109857	0.00119807	0.00068772	0	3.03127e-05	0	0	0	0	0
d2_16	4.33039e-05	6.06254e-05	0.000419055	0.000684852	0.00125961	0.00150225	0.0026522	0.00267707	0.00297875	0.00105552	0.00132284	0.000646483	0.000119086	0.000122875	0	0	0	0	0
d2_17	0	1.13673e-05	0.00011674	0.000377736	0.00115037	0.00207721	0.00220292	0.00250142	0.00155023	0.00113257	0.00114367	0.00072101	0.000515316	0.000265236	3.78909e-05	0	0.000170509	0	0
d2_18	0	4.59284e-06	0.000151564	0.000113596	0.00063873	0.00177671	0.00142355	0.00147946	0.00158914	0.00216222	0.00156472	0.000696922	0.00051694	0.000222293	0.0002084	0.000170509	0	0	0
