	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d3_0	0	0.0827212	0.02434	0.0078981	0.00250367	0.00055741	0.000348437	0.000151063	0	0	0	0	0	0	0	0	0	0	0
d3_1	0.0903689	0.0588591	0.0291072	0.0153103	0.00471536	0.00286884	0.00100305	0.000389959	3.9543e-05	0	3.64299e-06	3.64299e-06	0	0	0	0	0	0	0
d3_2	0.0312665	0.0348161	0.0247177	0.0150326	0.00887323	0.00529802	0.00248259	0.0010195	0.000393026	0.000193392	0	1.0929e-05	0	0	0	0	0	0	0
d3_3	0.0114335	0.0175087	0.0187179	0.0138099	0.00978576	0.00607313	0.00387187	0.00175282	0.00138132	0.000544371	0.000134937	0.00026854	0.000131148	0	0	0	0	0	0
d3_4	0.00506332	0.00867803	0.0119198	0.0125683	0.0104114	0.00758227	0.00470846	0.00300239	0.00309453	0.0013881	0.000278861	0.000481682	3.27869e-05	0	0	0	0	0	0
d3_5	0.00173497	0.0042972	0.00728225	0.0100174	0.00832225	0.00737121	0.00533715	0.00472828	0.00205196	0.00116033	0.000815014	0.000186105	0.000174863	0.000174863	6.55738e-06	0	0	0	0
d3_6	0.000338702	0.00202212	0.00340492	0.0069654	0.00716061	0.00766703	0.00586147	0.00394563	0.00329303	0.0028923	0.00208549	0.000779199	0.000131148	0.000279469	0	0	1.31148e-05	0	0
d3_7	5.15359e-05	0.00116838	0.00154063	0.00275974	0.00483937	0.00483332	0.0044593	0.00446555	0.00505021	0.00360158	0.00166546	0.00116222	0.000557065	6.55738e-05	0.000153005	0	0	0	0
d3_8	6.85047e-05	0.000188427	0.00100046	0.00227773	0.00369438	0.00479314	0.00551315	0.00642617	0.0031794	0.00341789	0.00224189	0.0017097	0.000955191	0.000426116	0.000528649	0	0	0	0
d3_9	1.37148e-05	0.000209107	0.00032053	0.00135578	0.00182428	0.00343884	0.00366672	0.0054756	0.00431031	0.00306261	0.00356651	0.00206599	0.00133864	0.000893797	0.000364299	6.55738e-05	0	0.000196721	0
d3_10	0	0	0.000370544	0.000504149	0.000679583	0.00134009	0.00197195	0.00371205	0.00288976	0.00259641	0.00318751	0.00250107	0.00192641	0.000917408	0.000625136	0.000189852	0.000196721	0	0
d3_11	0	0.000154463	2.8103e-05	8.98162e-05	0.000533844	0.00140431	0.00152806	0.00170831	0.00359761	0.00259796	0.0038906	0.00410606	0.0026548	0.00258361	0.00117158	0.000459016	0	0	0
d3_12	0	0	7.86885e-05	8.94188e-06	0.000654697	0.000517304	0.000827166	0.00205801	0.00210264	0.00273682	0.00210886	0.00324809	0.0033657	0.00236659	0.00129336	0.000869945	0.000174863	0	0
d3_13	0	0	0	0	0.000174863	0.000131148	0.000607338	0.00122186	0.00174352	0.00250492	0.00268415	0.00256331	0.00198907	0.00226885	0.00202404	0.00119344	0.000174863	0.000284153	0
d3_14	0	0	0	0	9.83606e-05	0.000284153	0.000253552	0.000594535	0.00127213	0.00206526	0.00204965	0.00246089	0.00231184	0.0031057	0.0029377	0.00206776	0.000699453	0.000131148	4.37158e-05
d3_15	0	0	0	0	0	0.000174863	0.000131148	7.86885e-05	0.000472131	0.000546448	0.00113661	0.00205464	0.00208816	0.00255738	0.00265064	0.00214645	0.00171803	0.000459016	0.000393443
d3_16	0	0	0	0	0	0	0	0.000262295	0.000231694	0.000786885	0.0008	0.00115847	0.00183825	0.00176175	0.00271913	0.00289836	0.0024918	0.00139891	0.000655738
d3_17	0	0	0	0	0	0	0.000174863	0.000131148	0	0.000131148	0.000459016	0.000306011	0.00122404	0.00129586	0.00211585	0.00137705	0.00271038	0.00174863	0.000896175
d3_18	0	0	0	0	0	0	0	0	0	0	4.37158e-05	0.000174863	0.000655738	0.0012459	0.00157377	0.00268415	0.00233005	0.00306011	0.00198907
d3_19	0	0	0	0	0	0	0	0	0	0	0	0	0.000131148	0.000813115	0.000721311	0.00170492	0.0023388	0.00321311	0.00310382
d3_20	0	0	0	0	0	0	0	0	0	0	0	0	0.000131148	0.000131148	0.000131148	0.000677595	0.00142076	0.00450273	0.00319126
