	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.0931232	0.0404394	0.0199573	0.0115963	0.00558823	0.00342239	0.00253895	0.00080278	0.000442392	0.000394903	0.000123851	0	0.000181606	0	3.3945e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_1	0.0453718	0.0436471	0.0313431	0.0230059	0.0152264	0.0109991	0.00657269	0.00470281	0.00315518	0.00204015	0.000950034	0.000824439	0.000551925	7.24087e-05	7.84237e-05	2.61861e-05	0.000114831	0	0	0	0.000162936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_2	0.0115287	0.016255	0.017521	0.0160656	0.0129593	0.0107377	0.0082502	0.0076577	0.00387269	0.00283685	0.00309547	0.00113785	0.00119625	0.00102947	0.000446198	0.000416642	0.000320538	0.00027059	0	0	0	4.0734e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_3	0.00201321	0.0052638	0.00635895	0.0101819	0.00999255	0.0105231	0.00762828	0.00628938	0.00556316	0.00442584	0.00395878	0.00312494	0.00158954	0.000954208	0.000613192	0.000210472	0.000315786	0.000220828	4.48074e-05	0.000196396	3.83094e-05	8.04981e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_4	0.000982403	0.00177642	0.00249731	0.00303233	0.00631747	0.00590402	0.00613636	0.00622521	0.00619034	0.0050918	0.00449277	0.00350511	0.00203247	0.00320492	0.00143692	0.00167965	0.00138977	0.00114049	0.000425862	0.000223358	8.55414e-05	0.000352058	0.000285138	0	0	8.1468e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_5	1.34015e-05	0.000605858	0.000651388	0.00168606	0.00209709	0.00373687	0.00368782	0.00425665	0.00512966	0.003182	0.0038161	0.00475744	0.00343879	0.0034817	0.00158118	0.00214083	0.00152952	0.00110029	0.000767327	0.000982959	0.000512667	0.000311615	0.000180975	0.000256624	6.1101e-05	1.39659e-05	2.0367e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_6	3.76006e-07	0.00021665	0.000181127	0.000991803	0.00122579	0.00182844	0.00226402	0.00245643	0.00283714	0.00377793	0.00432862	0.003479	0.00261917	0.00366512	0.00188811	0.00213242	0.00188024	0.00172019	0.00164261	0.00183825	0.000339838	0.00110389	0.00036263	0.000302789	0	0.000366606	0	0	0	0.000195523	0	0	0	0	0	0	0	0	0	0	0	0
d3_7	0	5.13248e-05	1.35483e-05	0.000285806	0.000562157	0.000283623	0.000877701	0.00112419	0.00125815	0.00108833	0.00192445	0.00247216	0.00209951	0.00228616	0.00230213	0.00289063	0.00276712	0.00292817	0.00152875	0.00102834	0.00182488	0.00159938	0.00112193	0.000428871	0.000297358	0.000256624	0.000264771	0.000325872	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_8	0	2.0367e-06	1.45809e-05	0.000116255	9.16515e-05	0.000228013	0.0010034	0.00102626	0.00108923	0.00145446	0.00177861	0.00175291	0.00215427	0.00257514	0.00164863	0.00253453	0.00208655	0.00304688	0.00207878	0.00211808	0.00157767	0.00123183	0.00080663	0.00114361	0.000649416	0.000873744	0.000283101	4.0734e-05	0	0.000183303	0	0.000183303	4.0734e-05	0.000122202	0	0	0	0	0	0	0	0
d3_9	0	0	0	0	9.56926e-05	2.8864e-05	0.000389219	0.00041442	0.000755234	0.000820299	0.00112129	0.00082645	0.000706225	0.00153617	0.00154975	0.00217607	0.00244015	0.00351337	0.00163527	0.00189481	0.0014832	0.00159949	0.00110934	0.00101252	0.00142832	0.00129836	0.000847267	0.000439927	0.000242076	0	0.000488808	0.000122202	0	0	0	0	0	0	0	0	0	0
