	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d3_0	0	0.217128	0.0836447	0.0442228	0.0260093	0.0159897	0.0104916	0.00564438	0.00424583	0.00365731	0.00218967	0.0012466	0.000626551	0.000433115	0.000401201	0.000136773	0.000182364	0	0
d3_1	0.0202002	0.0141553	0.0117229	0.00942325	0.00693366	0.00501525	0.00370975	0.00332167	0.00277965	0.00141492	0.00158637	0.00141951	0.00107627	0.000895538	0.00032565	0.000478706	0	0.000136773	0
d3_2	0.00888225	0.00785417	0.00738674	0.0058249	0.00495827	0.00455733	0.00274286	0.00294792	0.00213304	0.00197259	0.00210948	0.00163867	0.000487824	0.000362449	0.000232514	0.00020516	0	0	0
d3_3	0.00584001	0.00500545	0.00542729	0.00352161	0.00338426	0.00327425	0.00352079	0.00134269	0.00233183	0.0010817	0.00113922	0.000483265	0.00122119	0.000341933	0.000501501	0.000273546	0	0.000136773	0
d3_4	0.00449085	0.00467049	0.00387196	0.00499448	0.0035095	0.00164225	0.00175032	0.00210768	0.00162419	0.000965326	0.00213399	0.00134666	0.000612873	0.000592683	6.83865e-05	0.000125375	0.000113978	0.000182364	0
d3_5	0.00258081	0.00203309	0.00227986	0.0033604	0.0026122	0.00180021	0.00236298	0.000758397	0.00129812	0.00151547	0.000758439	0.000537974	0.00102124	0.000467634	0.000302855	0.000378405	0.00045591	0.000136773	0
d3_6	0.00240296	0.00267871	0.00299019	0.00271725	0.00234716	0.00196579	0.00237736	0.00183401	0.00135301	0.00111094	0.00169002	0.00104224	0.00114889	0.000387524	0.000401201	0.000501501	0	0	0
d3_7	0.00178203	0.00200984	0.00203988	0.00250584	0.0020001	0.00179895	0.00205957	0.0012974	0.00113685	0.00132681	0.000866229	0.000727384	0.000547092	0.000239353	0.000857111	0	0.000136773	0.000136773	0
d3_8	0.00158525	0.00165535	0.00238248	0.00135733	0.00156176	0.0018459	0.0017892	0.00123294	0.00148445	0.00110298	0.000938948	0.00140116	0.00106683	0.00061092	0.000478706	0.00045591	0.000319137	0.000136773	0.000273546
d3_9	0.00170427	0.00173609	0.0017176	0.00223048	0.00137229	0.00188524	0.00122015	0.00131703	0.00127626	0.000931468	0.000786336	0.000633715	0.000474147	0.000387524	0.000136773	0.000136773	0.000227955	0	0.000136773
d3_10	0.000957734	0.00208229	0.00159954	0.00103183	0.00185453	0.00119058	0.00119061	0.00125511	0.00107576	0.000515613	0.00105673	0.000724779	0.000512899	0.000576401	0.000775047	0.000378405	0.000410319	0.000136773	0
d3_11	0.000834508	0.000929768	0.00117447	0.00108703	0.000886078	0.000773763	0.00109401	0.00102167	0.000871765	0.0012278	0.00109114	0.000547092	0.00079654	0.000971089	2.27955e-05	0.000866229	0.000364728	0.000319137	0.000136773
d3_12	0.00135398	0.0013212	0.00123278	0.00194411	0.00171405	0.00193549	0.00186755	0.00137317	0.00125268	0.00103426	0.00113337	0.000825957	0.000767883	0.000683865	0.000364728	0.000227955	0.000775047	0.000136773	0
d3_13	0.000344519	0.00105199	0.00102772	0.000791448	0.00165697	0.00104331	0.000937488	0.000797583	0.00115075	0.00111698	0.0012036	0.000844628	0.00112458	0.00118993	0.000448312	0.000524297	0.00020516	0	0
d3_14	0.000555064	0.000948444	0.000904621	0.00132403	0.0014976	0.00153965	0.00192973	0.00120252	0.00210564	0.00116083	0.00142787	0.00118309	0.00107747	0.000861996	0.000574447	0.000797843	0.000615479	0.000273546	0.000136773
d3_15	0.000712162	0.000858127	0.00146322	0.00131054	0.000956768	0.00101175	0.00200093	0.000852769	0.00106547	0.00110254	0.00130097	0.00055621	0.00115345	0.000797843	0.000690378	0.000410319	0.000433115	0	0
d3_16	0.000532634	0.000496453	0.000663591	0.000761718	0.000559014	0.00193016	0.00083009	0.00198618	0.0024186	0.000579415	0.00135232	0.00121716	0.0013039	0.000948293	0.00122184	0.00170054	0.000638274	0.000729456	0.000410319
d3_17	0.000138652	0.000842065	0.000383807	0.000972327	0.00101091	0.000942892	0.00129193	0.000838119	0.00112782	0.00116062	0.00167927	0.000916379	0.00191938	0.000948293	0.00102124	0.000629156	0.00101668	0.000410319	0.000273546
d3_18	8.68615e-05	0.000540366	0.000176063	0.000686983	0.000714143	0.00102475	0.00125223	0.00223804	0.00176785	0.0018854	0.00257068	0.0020402	0.00127655	0.00168687	0.00125375	0.00161848	0.00111698	0.000615479	0.000592683
d3_19	0.0003648	0.000534986	0.000608589	0.00117934	0.000551875	0.00121772	0.00181396	0.000902357	0.00162901	0.000983674	0.00214181	0.0025938	0.00133777	0.00183243	0.0015273	0.0021037	0.00158657	0.00143612	0.00118537
d3_20	3.73425e-05	0.000192268	0.000458393	0.000671936	0.00105512	0.000574713	0.00120544	0.00170444	0.00193838	0.00336114	0.00287582	0.00242512	0.00385895	0.00468415	0.00689792	0.00776415	0.00856199	0.00943734	0.00943734
