	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d2_0	0	0.0752986	0.0105408	0.00164954	0.00023981	3.52598e-05	2.75153e-05	1.04596e-05	0	0	0	0	0	0	0	0	0	0	0
d2_1	0.156415	0.0449635	0.0147812	0.00464162	0.00162168	0.000131448	0.000224021	3.40527e-05	4.59596e-06	0	0	0	0	0	0	0	0	0	0
d2_2	0.0455472	0.029463	0.014783	0.00700123	0.00236565	0.000476803	0.000333275	1.55312e-05	1.32318e-05	0	0	0	0	0	0	0	0	0	0
d2_3	0.0211407	0.0206565	0.0130006	0.00781495	0.00337416	0.000842888	0.000479235	0.000248164	5.17998e-06	0	0	0	0	0	0	0	0	0	0
d2_4	0.0112726	0.0136563	0.0102949	0.00597046	0.00340006	0.0023767	0.000586981	0.000445883	0.000242666	0.000163169	0	0	0	0	0	0	0	0	0
d2_5	0.00608188	0.00907994	0.0112369	0.0075727	0.00364517	0.00288436	0.000925945	0.000263716	4.54929e-05	8.02662e-05	0	0	0	0	0	0	0	0	0
d2_6	0.00286887	0.00593381	0.00754081	0.00651538	0.00485931	0.0022745	0.00163916	0.000437867	0.000305124	1.51083e-05	1.20866e-05	4.70907e-07	0	0	0	0	0	0	0
d2_7	0.00208021	0.00499184	0.0067171	0.00452641	0.00522397	0.0028062	0.00148023	0.000625783	0.00062471	6.07455e-05	0.00021484	1.74393e-05	0	0	0	0	0	0	0
d2_8	0.00132444	0.00282339	0.00551259	0.00570476	0.00454799	0.0027837	0.00198202	0.000965481	0.000636088	0.000157578	9.06497e-05	0	0	0	0	0	0	0	0
d2_9	0.000643179	0.00282916	0.00354036	0.00394054	0.00422383	0.00265981	0.00213355	0.00141914	0.000901068	0.000185237	0.000192406	0.000229646	0	0	0	0	0	0	0
d2_10	0.000561002	0.00167124	0.00224674	0.00412059	0.00344644	0.0026942	0.00212204	0.00122422	0.000878099	0.000521106	0.000116636	0	3.26339e-05	0	0	0	0	0	0
d2_11	0.000348763	0.000640536	0.00250422	0.00328571	0.00382321	0.00312783	0.00221729	0.0013747	0.00147171	0.00114831	0.000288452	0.000221185	0.000116032	0	0	0	0	0	0
d2_12	0.00020367	0.000697899	0.00127848	0.00311258	0.00266185	0.00338133	0.00327295	0.00212823	0.00153035	0.000727764	0.000925058	0.000267114	3.62599e-05	0	0	0	0	0	0
d2_13	0.00015159	0.000258739	0.000551877	0.00279645	0.00160696	0.00209132	0.00271745	0.00286332	0.00112164	0.000833639	0.000792443	0.000141586	0.000114996	3.26339e-05	0	0	0	0	0
d2_14	2.59154e-06	0.000240988	0.000535531	0.00108579	0.00187089	0.0022013	0.00239939	0.00165064	0.00103536	0.00171862	0.000983433	0.000205308	0.000253819	2.90079e-05	0	0	0	0	0
d2_15	4.13557e-05	8.36924e-05	0.000225472	0.00129243	0.00135669	0.00194749	0.0018839	0.00205647	0.00124689	0.00173664	0.00116161	0.000848222	0.000572906	0.000166795	7.25197e-05	0	0	0	0
d2_16	3.08209e-05	0.000202657	0.000211681	0.000401758	0.000935584	0.00287622	0.00262742	0.00173544	0.00168123	0.00114129	0.000926785	0.000914777	0.000342656	0.000253819	0.000157471	0	0	0	0
d2_17	0	0.000102432	0.000136652	0.000432189	0.00100343	0.00162535	0.00159014	0.0012271	0.00110548	0.00118413	0.00107959	0.000780796	0.000438226	0.000181299	0.000210307	0	0	0	0
d2_18	0	4.00507e-05	0.000182488	0.000608837	0.000858964	0.000999995	0.00165375	0.00173838	0.00218655	0.000946641	0.00172163	0.00121807	0.000683239	0.000154363	0	0.000145039	0	0	0
d2_19	7.25197e-06	1.96486e-05	2.37337e-05	3.07267e-05	0.000896309	0.000872859	0.00148246	0.0014295	0.0025769	0.00123102	0.00108736	0.00105507	0.000494688	0.000418542	3.62599e-05	0.00010878	0	0	0
d2_20	0	7.07067e-05	1.0878e-05	7.57502e-05	0.00068734	0.000668123	0.00168437	0.00117732	0.00142286	0.00132583	0.00208349	0.000703182	0.000761457	0.000304842	0	0	3.62599e-05	0	0
d2_21	0	0	4.71378e-05	1.62509e-05	0.000149975	0.000627555	0.00106623	0.000933543	0.00209788	0.00108003	0.00155399	0.000593453	0.00161719	0.000407923	0.000344469	1.63169e-05	0	0	0
d2_22	0	0	0	0.000282827	6.70808e-05	0.000471378	0.000395837	0.0012813	0.00105932	0.00112405	0.00255874	0.00139549	0.000696189	0.000380729	0.000246567	1.0878e-05	0	0	0
d2_23	0	0	0	0.000185184	0.000204703	0.000395138	0.000898727	0.00117603	0.00142052	0.00115306	0.00158041	0.00149588	0.000940685	0.000543898	0.000235689	0.000275575	0	0	0
d2_24	0	0	0	4.16988e-05	0.000208494	0.000283617	0.000596475	0.00045273	0.0011914	0.000911936	0.000555726	0.000915303	0.000614605	0.000997146	0.000536646	0.000217559	0	0	0
d2_25	0	0	0	0	0.000123284	0.000432701	0.000471378	0.000674434	0.000647498	0.00133359	0.00164568	0.00124569	0.00157187	0.00168608	0.000142967	0.000175601	0	0.000145039	0
d2_26	0	0	0	0	0	0.000152291	0.000482256	0.000487695	0.00118328	0.00123983	0.000853402	0.0011598	0.000692563	0.000942757	0.000681685	0.000435118	0	0	0
d2_27	0	0	0	0	0	0	0.000319087	0.000203746	0.000592331	0.000971764	0.000754205	0.000489508	0.00124371	0.00105102	0.000815847	0.000217559	0	0	0
d2_28	0	0	0	0	0	0	0	4.83465e-05	0.000678059	0.000645426	0.000703182	0.0017586	0.00124734	0.000300957	0.000548733	0.00117845	9.06497e-05	0	0
d2_29	0	0	0	0	0	0	0	0.000138557	0.000525768	0.000464126	0.000855733	0.000987822	0.00141413	0.00153172	0.000895619	0.00122558	0.000391607	0.000253819	0.00010878
d2_30	0	0	0	0	0	0	0	3.62599e-05	0.00010878	0.000717945	0.00106915	0.000609166	0.00113493	0.00110593	0.0011945	0.000917375	0.000826725	0	0.00010878
d2_31	0	0	0	0	0	0	3.62599e-05	0	0	0.000271949	0.000540272	0.000536646	0.000400672	0.000982642	0.000881115	0.00125097	0.000543898	0.000543898	0
d2_32	0	0	0	0	0	0	0	0.00010878	3.62599e-05	6.90664e-06	0.000453248	0.000714319	0.000790465	0.000928253	0.00136337	0.00117845	0.000833977	0.000634548	3.62599e-05
d2_33	0	0	0	0	0	0	0	0	0	5.17998e-06	0.00010878	0.000344469	0.000821027	0.000833977	0.00118932	0.00102615	0.00135249	0.000380729	3.62599e-05
d2_34	0	0	0	0	0	0	0	0	0.00010878	1.81299e-05	0.000253819	0.000326339	0.000409736	0.000906497	0.00112406	0.00118932	0.00117845	0.000833977	0.00010878
d2_35	0	0	0	0	0	0	0	0	0	0	0.000145039	2.90079e-05	0.000598288	0.000471378	0.00135249	0.000997146	0.001396	0.000344469	0.000217559
d2_36	0	0	0	0	0	0	0	0	0	0	0	0	0.000217559	0.000833977	0.000598288	0.00179486	0.00163169	0.00123284	0.000471378
d2_37	0	0	0	0	0	0	0	0	0	0.00010878	0.000168349	0.000163169	0.000253819	0.000344469	0.000638174	0.000743327	0.00125097	0.000652678	0.000942757
d2_38	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62599e-05	0.000797717	0.0012691	0.00119658	0.0015773	0.00170421
d2_39	0	0	0	0	0	0	0	0	0	0	0	0	0.00010878	0	0.000326339	0.000761457	0.00179486	0.00177673	0.00170421
d2_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000326339	0.000543898	0.000688937	0.00195803	0.00348095
d2_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000435118	0.0010878	0.0010878
