	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d3_0	0	0.0580247	0.0189556	0.00775572	0.00234975	0.000369394	0.000238354	0.000310156	5.8344e-05	0	0	0	0	0	0	0	0	0	0
d3_1	0.0684693	0.0459843	0.0274047	0.0137758	0.00671247	0.00384973	0.00137628	0.000389125	1.56585e-05	0.000289411	0	0	0	0	0	0	0	0	0
d3_2	0.0249751	0.0300004	0.0257328	0.0178732	0.0118946	0.00599686	0.00184791	0.00109767	0.000375902	4.354e-05	5.94703e-05	0	0	0	0	0	0	0	0
d3_3	0.00815318	0.0142262	0.0183304	0.0163705	0.00888697	0.00729351	0.00345296	0.00252295	0.00135788	0.000336622	7.11165e-05	0.000249775	0	0	0	0	0	0	0
d3_4	0.00327881	0.0087908	0.0132953	0.0147643	0.012194	0.0077011	0.00508664	0.0039278	0.0023089	0.00169965	0.00115519	5.20365e-05	0	0	0	0	0	0	0
d3_5	0.00265545	0.00333076	0.00903325	0.0121545	0.0115002	0.00911718	0.00617006	0.00515227	0.00199347	0.00199431	0.00165701	0.000528933	7.80547e-05	0.000197739	0	0	0	0	0
d3_6	0.000564516	0.00193269	0.00496823	0.0060497	0.00834765	0.00661381	0.00631521	0.00544811	0.00385859	0.00190911	0.000804976	0.000499055	0.000472127	0.000218553	0	0	0	0	0
d3_7	0.000483061	0.00114658	0.00207003	0.00497999	0.00520193	0.00598054	0.00624758	0.00591757	0.00378754	0.00287468	0.00215468	0.00140796	0.00021558	9.08944e-06	0	0	0	0	0
d3_8	5.957e-06	0.000345543	0.00087053	0.00207863	0.00432423	0.00385711	0.00518444	0.00498827	0.00617777	0.00355208	0.00254434	0.00194022	0.000854514	0.000471798	5.20365e-05	0	0	0	0
d3_9	0.000187196	8.42692e-05	0.000228554	0.0014496	0.00175661	0.00416309	0.00412894	0.00633274	0.00543135	0.00557584	0.00238314	0.00188818	0.00152144	0.00139111	0.000736553	0.000535976	0	0.000234164	0
d3_10	3.84337e-05	2.70386e-05	0.000104743	0.000641591	0.00122273	0.00149321	0.00275886	0.00365232	0.00374128	0.00464115	0.00396877	0.00287017	0.00225021	0.00106154	0.000673501	0.000208146	0	0	0
d3_11	0	0.000156109	0.000107053	0.000472645	0.000867037	0.00188327	0.00172144	0.00282359	0.0031693	0.00407306	0.00406763	0.00512869	0.00265907	0.00232603	0.000889824	0.0007129	5.20365e-05	0	0
d3_12	0	0	7.43379e-06	0.000122286	9.58958e-05	0.000951637	0.00141156	0.00159764	0.00235414	0.00268224	0.00439337	0.00365344	0.00193278	0.00167818	0.00227399	0.00088462	1.56109e-05	0.000234164	0
d3_13	0	0	1.04073e-05	4.16292e-05	9.36657e-05	2.60182e-05	0.000283227	0.0013786	0.00170369	0.00216051	0.00260516	0.00387213	0.00337197	0.0028568	0.00183912	0.00196698	0.000561994	0.000260182	0
d3_14	0	0	0	0	0	0.000195137	0.000603252	0.000369459	0.000446771	0.00118927	0.00224984	0.00314338	0.00307759	0.00259798	0.00311612	0.00272151	0.00150906	0.000520365	0
d3_15	0	0	0	0	0	0.000104073	0.000104073	0.000509958	0.00117082	0.000978286	0.00114703	0.00216212	0.00246009	0.00294229	0.00326826	0.00386631	0.00275496	0.000561994	0.000624438
d3_16	0	0	0	0	0	0	0	2.60182e-05	0.000692085	0.00086901	0.00111581	0.00173802	0.0025136	0.00304674	0.00345745	0.00323147	0.00305975	0.00123327	0.000156109
d3_17	0	0	0	0	0	0	0	0.000156109	1.04073e-05	0	0.000468328	0.000832584	0.000874213	0.00197739	0.00173282	0.0045584	0.0027059	0.00179526	0.000900231
d3_18	0	0	0	0	0	0	0	0	0	4.16292e-05	0	0.000234164	0.000390274	0.00163915	0.00337197	0.00257581	0.0032783	0.00418894	0.00257581
d3_19	0	0	0	0	0	0	0	0	0	0.000156109	0	0.000156109	0.00044231	0.00122286	0.00135295	0.00119684	0.00301812	0.00426699	0.00619234
d3_20	0	0	0	0	0	0	0	0	0	0	0	0.000182128	0	5.20365e-05	0.000156109	0.00104073	0.00156109	0.00447514	0.0038507
