	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d1_0	0	0.0582393	0.0226701	0.00887464	0.00236032	0.000964043	0.000377562	0.000354012	2.43347e-05	3.32617e-06	0	0	0	0	0	0	0	0	0
d1_1	0.0649409	0.0467016	0.0281194	0.0158287	0.0075257	0.00358377	0.00159715	0.00045835	0.000154843	2.35733e-05	0.00010477	0	0	0	0	0	0	0	0
d1_2	0.0229749	0.0310058	0.0249597	0.017779	0.0105296	0.00589996	0.00317133	0.00143013	0.0004813	0.000580751	9.97812e-06	0	0	0	0	0	0	0	0
d1_3	0.00919096	0.0147642	0.0206895	0.016537	0.011618	0.00782221	0.00465244	0.00251313	0.000672121	0.000498386	0.000359462	0.000196818	0	0	0	0	0	0	0
d1_4	0.00391669	0.00839184	0.0137502	0.0125604	0.0123372	0.00923612	0.00576532	0.00392736	0.00255115	0.00124107	0.000924917	0.000512501	0.000249941	0	0	0	0	0	0
d1_5	0.00110888	0.00333008	0.00534332	0.0107382	0.0105292	0.00975774	0.00577904	0.00583912	0.00398543	0.0022687	0.00122713	0.000300111	0.000509258	0.000298595	0	0	0	0	0
d1_6	0.000594632	0.00154355	0.00298533	0.00778143	0.00724995	0.00600939	0.00681503	0.00705346	0.00410598	0.00325771	0.00303548	0.0009574	0.000196308	0.000399658	0	0	0	0	0
d1_7	2.31082e-05	0.000913576	0.00185977	0.00439461	0.005451	0.00586236	0.00557956	0.00722609	0.00457816	0.00414119	0.0027214	0.00172572	0.00064335	0.000371934	0.000120486	0.000157155	0	0	0
d1_8	8.03239e-05	0.000149873	0.000875641	0.00219753	0.0041177	0.00423488	0.00460383	0.00403873	0.0044048	0.00332933	0.00264695	0.00332344	0.00109506	0.000644337	0.000340503	0.000419081	0	0	0
d1_9	0	8.05925e-05	0.00035629	0.00088301	0.00209626	0.00278841	0.0030796	0.00492167	0.00532083	0.00486744	0.00292595	0.00234336	0.00175141	0.0011889	0.000764823	0.000261926	0.000157155	0	0
d1_10	1.00848e-05	0	0.000261926	0.000774922	0.00146792	0.00143581	0.00287086	0.0031361	0.00284512	0.00401962	0.00459778	0.00317178	0.00257261	0.00181253	0.00127844	0.000288118	0.000258932	0	0
d1_11	0	2.79387e-05	4.34684e-05	0.000474085	0.000432415	0.00126311	0.00163212	0.00276006	0.00296274	0.00338558	0.00291311	0.00233039	0.00226814	0.00195696	0.00210064	0.000890547	0.000235733	0	0
d1_12	0	0	0	0.000288118	0.000194324	0.000385031	0.000368927	0.00182723	0.00236243	0.00290537	0.00374591	0.00508635	0.00292795	0.0032606	0.00240098	0.00171823	0.000419081	0.00024621	1.57155e-05
d1_13	0	0	1.57155e-05	0	4.36543e-05	0.000594945	0.000101172	0.00101328	0.00305781	0.00164938	0.00230195	0.00467462	0.00332296	0.00211773	0.00252421	0.00354123	0.000654814	0.000288118	0
d1_14	0	0	0	7.85777e-05	0	0.000157155	0.000445274	0.000157155	0.000822072	0.00162394	0.00189809	0.00301476	0.00255639	0.00357491	0.00332907	0.00242019	0.00112628	0.00088007	0.000183348
d1_15	0	0	0	0	0	0	0.000405985	0.000157155	0.000520858	0.000887928	0.00145631	0.00171823	0.00189597	0.00310906	0.00402842	0.00314835	0.00309596	0.00167632	0.000471466
d1_16	0	0	0	0	0	0	0	9.95317e-05	5.23851e-05	0.00020954	2.61926e-05	0.000628621	0.00157679	0.0021216	0.00266116	0.00424843	0.00400746	0.00201683	0.000733392
d1_17	0	0	0	0	0	0	0	0	0	0.000366696	0.000157155	0.000602429	0.000969125	0.00156108	0.00192777	0.00348361	0.00402318	0.00445274	0.00167632
d1_18	0	0	0	0	0	0	0	0	1.0477e-05	0	0	0	0.000681007	0.00143011	0.00123105	0.00198016	0.00298595	0.00392888	0.0052909
d1_19	0	0	0	0	0	0	0	0	0	4.19081e-05	0	0.000157155	5.23851e-05	0	0.000366696	0.00110009	0.00167632	0.00440035	0.00602429
