	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d2_0	0	0.0130962	0.0103712	0.00737181	0.00566438	0.00381104	0.0044388	0.00262317	0.00221953	0.00151869	0.00104821	0.000301663	0.000522105	7.59792e-05	2.64705e-05	2.9215e-05	3.95635e-06	1.9267e-05	0	0
d2_1	0.065124	0.00543851	0.00483947	0.00393151	0.00244254	0.00264516	0.00233582	0.001125	0.00126975	0.000694427	0.000425403	0.000286228	0.000208842	0.00034237	4.48621e-05	8.00277e-05	6.26659e-05	3.65399e-06	0	0
d2_2	0.0486417	0.00616757	0.00510867	0.00331768	0.00303299	0.00174483	0.00192572	0.00134061	0.00154761	0.000828759	0.000558074	0.00029434	0.000480024	0.000352263	0.000438296	9.59249e-05	8.52597e-06	0	0	0
d2_3	0.0407188	0.00484723	0.00325132	0.00321415	0.00286023	0.00151993	0.00184534	0.00206245	0.00153613	0.000772816	0.000667175	0.00119027	0.000361295	0.000319604	2.38727e-05	0.000190298	1.02312e-05	8.18493e-05	1.02312e-05	0
d2_4	0.0310628	0.00421164	0.00514479	0.00366641	0.00361935	0.00277903	0.00173408	0.0014149	0.00180972	0.000594248	0.000520481	0.000597283	0.000466575	0.000468044	0.000153256	0.000156128	7.87013e-05	1.30143e-05	0	0
d2_5	0.0246263	0.00575257	0.00395265	0.00418036	0.00355729	0.00262769	0.00217342	0.00192971	0.000944376	0.00137718	0.000652935	0.000317155	0.000723673	0.000520773	4.53205e-05	0.000130336	0.000508635	0	4.09247e-05	3.28859e-05
d2_6	0.0200106	0.00377911	0.00495357	0.00357946	0.00210228	0.0015197	0.00127374	0.00153097	0.00126832	0.00130117	0.000506937	0.000744261	0.000638239	0.000482327	0.000228739	8.69649e-05	5.11558e-05	7.65142e-05	0	3.41039e-06
d2_7	0.017702	0.00259015	0.00325605	0.00312852	0.00251573	0.00200161	0.00146594	0.00163759	0.00156261	0.00077944	0.00122758	0.000348818	0.000521694	0.000119684	2.55779e-05	0.000337008	0.000111587	5.11558e-06	1.02312e-05	4.26298e-06
d2_8	0.0119345	0.00372439	0.00302041	0.00290884	0.00283588	0.00194395	0.00193183	0.00208947	0.00128684	0.00153133	0.000474271	0.000888484	0.000791324	0.000235849	0.000222893	0.000194392	0.000153467	6.8695e-05	0	0.00028087
d2_9	0.00896553	0.00373795	0.00223972	0.00373774	0.0019945	0.00192228	0.00230893	0.00103673	0.0016734	0.00074261	0.00139412	0.000713496	0.000477916	0.000453188	3.08873e-05	0.000109132	0.000221938	0.000493288	7.38105e-05	0.000204623
