	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d1_0	0	0.0412855	0.0339291	0.0270898	0.0202352	0.0166831	0.0112962	0.0111641	0.00845075	0.00689659	0.00634862	0.00231567	0.00251674	0.00250901	0.000748005	0.000208562	0.000638685	0.000290976	5.7262e-05
d1_1	0.0407776	0.00829203	0.00576035	0.00603276	0.00581667	0.00261768	0.00262087	0.00205208	0.0023715	0.00197524	0.00138149	0.00160287	0.000496014	0.000846404	0.00076688	0.000707868	0	0	0.000287946
d1_2	0.0326681	0.0054626	0.00596061	0.00600814	0.0035429	0.00425692	0.00296671	0.00251229	0.003137	0.00244767	0.00176604	0.000925037	0.000937232	0.00166796	0.0010327	0.000332509	0.00026695	0.00074986	8.99832e-05
d1_3	0.0275622	0.00641767	0.00745764	0.00542366	0.00347006	0.00359924	0.0031482	0.0027166	0.0018367	0.00169889	0.00139641	0.00208406	0.000873513	0.000678575	0.00100908	0.0010635	0.000149972	0.000297217	0.000395926
d1_4	0.0202813	0.00425847	0.00477624	0.00384457	0.0046787	0.00398294	0.00340154	0.00237901	0.00104568	0.0017103	0.00120755	0.00105894	0.000725293	0.00137042	0.00047664	0.00107637	0.00026995	0.000608458	0.00047991
d1_5	0.0142457	0.00434941	0.00380223	0.00400545	0.00324809	0.00280576	0.0027997	0.00316267	0.00221178	0.00162805	0.00160338	0.000864955	0.000746843	0.00174912	0.000608331	0.000915543	0.000995814	0.00026995	0.000719865
d1_6	0.0142283	0.00418183	0.00403199	0.00349178	0.0034456	0.0028029	0.0029155	0.00227524	0.00230405	0.00155293	0.00178843	0.00154436	0.00116106	0.00181222	0.00124755	0.000615158	0.000539899	0.000722436	0.000209961
d1_7	0.00956698	0.00239472	0.00350884	0.00367909	0.00395123	0.00216007	0.00169235	0.00255234	0.00219705	0.00148104	0.00226458	0.00126533	0.000921101	0.00124165	0.00167187	0.00109437	0.00101212	0.000891106	0.00126633
d1_8	0.0110971	0.00244573	0.00262799	0.0022305	0.00278441	0.00394686	0.00205479	0.00257077	0.00251304	0.00128908	0.00171591	0.00120336	0.00167026	0.00152472	0.0016513	0.00102981	0.0015807	0.00090783	0.00170968
d1_9	0.00489028	0.00274742	0.00286593	0.00313112	0.00289453	0.00152849	0.00225016	0.00251951	0.00182045	0.00349052	0.00080643	0.00280975	0.00095269	0.000693513	0.000878407	0.000834273	0.000530472	0.000227957	0.000929826
d1_10	0.00501438	0.00159461	0.00169874	0.00104216	0.00129016	0.00178403	0.00146451	0.00201478	0.00136748	0.00348992	0.00213333	0.00183466	0.00197406	0.000686835	0.00243213	0.00142031	0.00132832	0.00125976	0.000599888
d1_11	0.00403574	0.00125745	0.00275009	0.00193364	0.0019579	0.00158287	0.00180581	0.00095079	0.00151763	0.000701596	0.0013916	0.00181337	0.00133449	0.0027722	0.001455	0.00127433	0.00134632	0.000797851	0.00317941
d1_12	0.00296453	0.00156347	0.00179234	0.00106673	0.00194675	0.00132233	0.00140951	0.0010921	0.0027824	0.000920582	0.00128376	0.00147023	0.00136466	0.00156701	0.00246411	0.00187165	0.0010618	0.000779854	0.0016197
d1_13	0.00178658	0.00122194	0.00137559	0.000627252	0.00130877	0.00153186	0.00128576	0.000802523	0.00112914	0.000971818	0.000834117	0.00188465	0.00134432	0.0016137	0.00122977	0.00118778	0.00143973	0.000953393	0.00284604
d1_14	0.0014641	0.000468176	0.00090426	0.000946401	0.000396056	0.00123412	0.000398497	0.000371931	0.000613608	0.00147403	0.00159227	0.00125548	0.00146373	0.00152286	0.00103781	0.000689871	0.00121777	0.00148772	0.00137974
d1_15	0.0017062	0.000487182	0.000634881	0.00109437	0.000587319	0.000855269	0.000329938	0.00119092	0.000875408	0.00114236	0.000526473	0.00128376	0.00174396	0.00171968	0.00192821	0.00122034	0.00170968	0.000827845	0.00292745
d1_16	0.00077716	0.000615956	0.000134975	0.000878407	0.000943703	0.00064188	0.00112679	0.00129576	0.000561109	0.000887834	0.00102281	0.000908138	0.0010798	0.00146373	0.00119978	0.00205419	0.00220459	0.00149972	0.00460714
d1_17	0.000286116	0.000603996	0.000464485	0.000131718	0.000599888	0.000809849	0.000356505	0.000457914	0.000796137	0.00138231	0.00109779	0.00074986	0.000818418	0.00230957	0.000917828	0.00182366	0.00115778	0.000977817	0.00443917
d1_18	0.000179966	8.39843e-05	0.000242526	0.000395926	0.000668447	0.000347935	0.000118549	0.000929826	0.000730863	0.000950394	0.00136474	0.000818418	0.000329938	0.000569894	0.00249553	0.0021296	0.00134632	0.00197963	0.00523702
d1_19	9.25541e-05	2.99944e-05	0.000287946	0.000188536	0.000179966	0.000929826	0.000859839	0.000649879	0.00203362	0.00181766	0.00217759	0.00237556	0.00218959	0.00334737	0.0026695	0.00478411	0.00508705	0.00545898	0.0206361
