	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d2_0	0	0.016409	0.013481	0.0110675	0.006922	0.00557456	0.00483147	0.00263146	0.0024978	0.00163062	0.00147072	0.000750758	0.000409628	0.000875617	8.36124e-05	3.33486e-05	7.36469e-06	5.53706e-05	0
d2_1	0.0633302	0.00571457	0.0058545	0.00363378	0.00307983	0.00227453	0.00140768	0.00133232	0.000795258	0.000789144	0.000703714	0.000181315	0.000347275	0.000151775	0.000125871	6.79233e-05	0	7.31833e-06	0
d2_2	0.0474972	0.00594565	0.00434914	0.00360048	0.00266763	0.00240675	0.00229332	0.00190519	0.000967923	0.000765532	0.00047609	0.0004192	0.000740147	0.000189535	3.25558e-05	2.68339e-05	0.000243182	0.000107815	0
d2_3	0.0414147	0.00467017	0.0042003	0.00269714	0.0021572	0.00209299	0.00190863	0.00124027	0.000964049	0.000670842	0.000773638	0.000439768	0.000212642	0.000432628	0.000331311	7.18765e-06	0.00010482	8.57617e-05	9.8654e-07
d2_4	0.0321332	0.00491459	0.00374227	0.0030252	0.00274373	0.00234068	0.00176558	0.00160423	0.00210719	0.000594532	0.000664594	0.000646261	0.000130984	0.000551437	0.000312488	0.000152019	5.03135e-05	4.80266e-05	0
d2_5	0.0279119	0.00359959	0.00383121	0.00364915	0.0020556	0.00182399	0.00146128	0.00142909	0.00140848	0.00117379	0.00122662	0.00114614	0.000472038	0.00117706	0.00030935	2.05618e-05	2.70919e-05	7.31833e-05	0.000407409
d2_6	0.020312	0.00306317	0.00390277	0.00313143	0.00305218	0.0024964	0.0017054	0.000741049	0.00130596	0.00128307	0.000698614	0.000549013	8.49779e-05	0.000367381	0.000345414	9.05644e-05	1.72504e-05	0.000264146	0
d2_7	0.01727	0.00245612	0.00375117	0.00324667	0.00249042	0.00207535	0.00132186	0.00146827	0.000779512	0.00131385	0.000812683	0.000381542	0.00036904	0.000603093	8.25382e-05	6.66055e-05	7.47515e-05	6.70847e-05	7.28066e-05
d2_8	0.014021	0.00305097	0.0035754	0.00381654	0.00187357	0.00160971	0.00120921	0.00122121	0.00161101	0.00113119	0.000500248	0.000688225	0.000388659	0.000538292	0.000115002	0.000367289	0.000176236	2.26411e-05	0
d2_9	0.00981504	0.00314639	0.00259866	0.00200359	0.00219558	0.00228942	0.000599679	0.00247607	0.000835493	0.00152749	0.00161021	0.000845754	0.000409925	0.00029156	0.000872221	0.000231083	0.000247974	0	0
d2_10	0.00864007	0.00290509	0.00237488	0.0010693	0.00128371	0.00198433	0.00111739	0.00115841	0.000927098	0.000763706	0.00131489	0.000338915	0.000603283	0.0004654	0.000524976	0.000305235	9.05644e-05	0	0.000226411
d2_11	0.00832043	0.0024336	0.00212801	0.00315203	0.00201741	0.00157438	0.00149739	0.000667698	0.000844178	0.00134215	0.000788953	0.000330575	0.000900253	0.000568921	0.000518229	0.000339257	0.000431978	5.03135e-05	0.000493073
d2_12	0.00598453	0.00177514	0.00150795	0.00227899	0.00216228	0.00188436	0.000909043	0.00244933	0.00144414	0.00121292	0.0011391	0.000456867	0.000269435	0.00115951	0.000708833	0.000862518	0.000241505	0.000213833	0.000166035
d2_13	0.00509041	0.00309401	0.00174207	0.00174837	0.00128139	0.00147249	0.00163997	0.00144117	0.00115336	0.000439993	0.000542774	0.00125958	0.000614925	0.000782735	0.000636917	0.000357226	0.000236474	0.000213473	0.000276724
d2_14	0.00304206	0.0020844	0.00202103	0.00134285	0.00137001	0.00201254	0.00125929	0.00147283	0.000546843	0.00131036	0.00109266	0.000624505	0.000379047	0.000205476	0.000725593	0.000885039	0.000226411	7.54703e-05	0.000427665
d2_15	0.00400175	0.00205419	0.00169487	0.00150977	0.00180351	0.0012569	0.000958853	0.001608	0.00129511	0.000683426	0.00127297	0.000643294	0.000451123	0.000811264	0.000953082	0.000628919	0.000238989	0.000352195	7.54703e-05
d2_16	0.0036681	0.00101285	0.000909675	0.00148916	0.00224067	0.00138974	0.00123842	0.00139187	0.00175016	0.000960281	0.000469851	0.000602564	0.000638982	0.000806933	0.00156797	0.000515714	0.000201254	0.000226411	0.000125784
d2_17	0.00194678	0.000984857	0.000917575	0.0013513	0.00159329	0.00108096	0.00150579	0.00103218	0.00073338	0.00109562	0.000726671	0.0005816	0.000709421	0.000850168	0.000618856	0.00062856	0.000377352	0.000218504	0.000583637
d2_18	0.0020333	0.00061356	0.000840697	0.00102673	0.00111419	0.000689415	0.000923152	0.000767739	0.000601127	0.00107264	0.000640528	0.00119661	0.000501916	0.000967278	0.000476781	0.00089055	0.00114715	6.54076e-05	0.000392446
d2_19	0.00116967	0.00103096	0.000767761	0.000298295	0.000505292	0.000399513	0.000869335	0.000913899	0.00084958	0.000732062	0.000332069	0.000303816	0.000792438	0.000508167	0.00096566	0.00111193	0.000769797	0.000342132	2.51568e-05
