	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d3_0	0	0.098874	0.0285693	0.00884952	0.00269397	0.00144396	0.000131331	2.07122e-05	0	6.31746e-05	0	0	0	0	0	0	0	0	0	0
d3_1	0.101112	0.059823	0.0292979	0.0131711	0.00655689	0.00336059	0.00142058	0.000313662	0.000219935	0.00019866	9.85523e-05	0	0	0	0	0	0	0	0	0
d3_2	0.0315225	0.0337504	0.0271571	0.0136937	0.00876945	0.00640491	0.00336745	0.00113056	0.000263173	0.000178813	0.000182439	0	0	0	0	0	0	0	0	0
d3_3	0.00984764	0.0164374	0.0156806	0.0136826	0.0119257	0.00549949	0.00416969	0.00197537	0.000702472	0.000741676	0.000104027	0.000184786	0	0	0	0	0	0	0	0
d3_4	0.00365757	0.00817816	0.0113293	0.0111364	0.00869006	0.00668474	0.00577898	0.00403193	0.00159345	0.00103297	0.000432535	0	0.000124544	0	0	0	0	0	0	0
d3_5	0.00116518	0.00378505	0.00740845	0.00637508	0.00760477	0.00870844	0.00528569	0.00374116	0.0022623	0.00178485	0.00124325	0.000320115	4.88851e-05	0.000197105	0	0	0	0	0	0
d3_6	0.000737247	0.00221349	0.00423921	0.00613807	0.00479522	0.00516905	0.00618805	0.00444668	0.00265278	0.00270996	0.00132256	0.00090808	0.000637657	0.000390103	0.00011206	0	2.63979e-05	0	0	0
d3_7	5.10592e-05	0.000761853	0.00151993	0.00237884	0.0044393	0.00479518	0.00533302	0.00342708	0.00394591	0.00305499	0.0018758	0.000763389	0.00168438	0.00067784	2.46381e-05	0	0	0.000184786	0	0
d3_8	0.000127363	0.000252086	0.000503457	0.00120666	0.00377195	0.00276414	0.00467607	0.00393077	0.00358204	0.0025134	0.00294209	0.00188511	0.0011839	0.00113101	0.00103069	4.10635e-05	0.000238168	0	0	0
d3_9	0	6.2964e-05	9.87328e-05	0.000461362	0.00147116	0.00173046	0.00292512	0.0033915	0.00403277	0.00371935	0.00216747	0.00258819	0.00246733	0.00109316	0.000414154	0.000497161	0.00012319	0	0	0
d3_10	0	3.44301e-05	8.60298e-05	0.00125527	0.000320402	0.00105933	0.00205234	0.002499	0.00370414	0.00438316	0.00336965	0.00308222	0.00197603	0.0012275	0.000755568	0.000135509	0.000780206	0	0	0
d3_11	0	0	8.21269e-06	0.000247261	0.000489828	0.000574791	0.00153686	0.00269714	0.00285889	0.00221684	0.00293105	0.00349323	0.00229505	0.00197007	0.00102835	0.000587208	0.00012319	2.05317e-05	0	0
d3_12	0	0	0	0.000207557	7.80206e-05	0.000839935	0.00155572	0.00119721	0.00168057	0.00214839	0.00149178	0.00232292	0.00237112	0.00253538	0.00154985	0.00180679	0.000657015	4.10635e-05	0	0
d3_13	0	0	0.000164254	0	2.05317e-05	0.00012495	0.000520739	0.00169973	0.00101368	0.00140848	0.00218184	0.00267049	0.00185578	0.00251455	0.00206931	0.00151935	0.000636484	0.000724477	0	0
d3_14	0	0	0	0	0	0	0.000349039	0.000776099	0.000858226	0.00106267	0.00141258	0.0017144	0.00209189	0.00275536	0.00221919	0.00111282	0.00223385	0.00130582	0.000369571	0.00012319
d3_15	0	0	0	0	0	0	0.00012319	0	3.42196e-06	0.000954726	0.00119632	0.0011005	0.00173053	0.00189479	0.0029333	0.00225849	0.00098963	0.00170413	0.000492762	0.000164254
d3_16	0	0	0	0	0	0	0	0	0	3.28508e-05	0.000369571	0.000710398	0.00219279	0.00178626	0.00153167	0.0017452	0.00244738	0.00243096	0.00186839	0.000246381
d3_17	0	0	0	0	0	0	0	0	0.00012319	0.000116924	0.000307976	0.000435273	0.000813057	0.000792525	0.00121137	0.00229134	0.00224383	0.00205317	0.00240221	0.000369571
d3_18	0	0	0	0	0	0	0	0	0	0.000164254	2.05317e-05	0.000102659	0.000164254	0.00073093	0.00162201	0.00156041	0.00217636	0.00390103	0.00310029	0.00160148
d3_19	0	0	0	0	0	0	0	0	0	0	0	0.000164254	0	0.000410635	0.000677547	0.000985523	0.00102659	0.00250487	0.00276357	0.00250487
d3_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012319	0.000143722	0.000862333	0.00110871	0.0030387	0.00385997
