	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.0807373	0.0387278	0.0206435	0.0100285	0.00506996	0.00405151	0.00184943	0.000765587	0.000591773	0.000215198	0.000319365	4.71653e-05	6.28602e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_1	0.0430106	0.038405	0.0320414	0.0203206	0.0163292	0.011833	0.00817964	0.00440605	0.00354329	0.00162784	0.00106426	0.00118464	0.000389581	0.000291106	0.000113676	1.54344e-05	1.28368e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_2	0.00820823	0.0154145	0.0174228	0.0144196	0.014672	0.0108086	0.0108007	0.00624002	0.00533174	0.00394729	0.00295671	0.00145496	0.00126088	0.000640884	0.000552349	0.000300555	0.00022559	0.000138292	0.000216082	0.000235118	0	0	3.40744e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_3	0.00187615	0.00586062	0.00732045	0.00972348	0.00976739	0.00965125	0.00919237	0.00834422	0.0061955	0.00469311	0.00383965	0.00251867	0.00152151	0.00132719	0.00180596	0.000403241	0.000595691	0.000407048	0.00013325	3.00615e-05	1.62061e-05	0.000216082	1.08041e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_4	0.000546448	0.00213179	0.00259811	0.00342759	0.00505992	0.00518403	0.00511796	0.00559437	0.00492457	0.00477022	0.00459921	0.00469622	0.00300458	0.00227455	0.00220084	0.00181654	0.00157995	0.000527754	0.000541018	0.000394504	5.29401e-05	0.000227503	0.000172865	0	5.40205e-05	0	0	0	0.000194474	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_5	0.000139971	0.000319543	0.00212047	0.001548	0.00234401	0.00272915	0.00416763	0.00430956	0.00513685	0.00375069	0.00464613	0.00392207	0.00381764	0.00194269	0.00195087	0.00208077	0.00129004	0.00152226	0.00077575	0.00058198	0.000384317	0.000546884	0.000269058	2.16082e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_6	9.67657e-06	4.78297e-05	0.00023998	0.000784156	0.00145736	0.00139406	0.00187155	0.00226708	0.00244099	0.00349624	0.00490547	0.00349918	0.00363403	0.00392879	0.00269087	0.00259121	0.00170028	0.00136618	0.00155787	0.000631773	0.00106837	0.000701655	0.000537735	0.000308498	0.000119453	4.32164e-05	4.32164e-05	0	0	0	2.16082e-05	0	0	0	0	0	0	0	0	0	0	0
d3_7	2.37344e-06	0.000129787	0.000130292	0.000329968	0.000329749	0.000709021	0.00136526	0.00210484	0.00146428	0.00212361	0.00385415	0.00277328	0.00233598	0.00314167	0.00347885	0.00255917	0.00219988	0.00175006	0.0015471	0.00154354	0.0021857	0.000648246	0.000851877	0.000425373	0.000734678	0.000419919	6.55448e-05	1.72865e-05	0.000118845	0	3.45731e-05	0	0	0	0	0	0	0	0	0	0	0
d3_8	0	0	2.8786e-05	0.000274424	4.25575e-05	9.96983e-05	0.000600265	0.00120146	0.00105509	0.00108039	0.00132806	0.00154116	0.00173473	0.00170618	0.0022034	0.00178931	0.00300129	0.00276431	0.00175613	0.00198189	0.00176713	0.00168976	0.0014392	0.00129978	0.000648246	0.000692594	0.000295312	0.000192004	0.000172865	4.32164e-05	0	0	0	0	0.000194474	0	0	0	0	0	0	0
d3_9	0	0	0	7.46465e-05	0	6.80658e-05	0.000260234	0.000198683	0.000623714	0.000332252	0.00111346	0.00123472	0.000831881	0.00178586	0.00150991	0.00250811	0.00158018	0.00280324	0.00214655	0.00209669	0.00211112	0.00156249	0.00130225	0.00111436	0.000152801	0.000878013	0.000157019	0.000321242	0.000128209	0.000194474	0.000330297	0.000129649	0	0	0	0	0	0	0	0	0	0
d3_10	0	0	0	3.45731e-05	0	4.67754e-05	0.000211288	0.000206821	0.00023697	2.44893e-05	0.000843335	0.000278833	0.000951892	0.00117759	0.000884148	0.00124823	0.00146143	0.00222677	0.00173278	0.00175644	0.00242526	0.00261601	0.00183176	0.00149278	0.00178403	0.00131769	0.000480113	0.000639602	0.000621595	0.000280906	0.000345731	0.000639602	6.48246e-05	5.61813e-05	0.000129649	0	0	0	0	0	0	0
d3_11	0	0	0	0	0	0	5.76218e-05	4.89786e-05	1.96438e-05	5.97826e-05	0.000240571	0.000209548	0.00034213	0.000351381	0.000457065	0.000400257	0.00147038	0.000550201	0.00194916	0.00135597	0.00171857	0.0022133	0.00176138	0.0020502	0.00193393	0.00102361	0.00104337	0.000848893	0.00102639	0.000540205	0.000509953	0.00047538	0.000330297	0.000280906	0	0.000129649	0	6.48246e-05	0	0	0	0
d3_12	0	0	0	0	0	0	8.64327e-05	0.000129649	0	0	4.32164e-05	4.32164e-05	6.48246e-05	0.000172865	0.000292019	0.000274424	0.000463856	0.00118567	0.00127632	0.00149415	0.00157122	0.00148068	0.00174893	0.00107825	0.00169984	0.00189041	0.0010837	0.00109708	0.000812468	0.000868649	0.000481554	0.00039471	0.000674175	0.000367339	0.000453772	0.000345731	1.29649e-05	0	0.000129649	0	0	0
d3_13	0	0	0	0	0	0	0	0	0	0	2.16082e-05	0	7.77895e-05	0	7.09983e-05	0.000118845	0.000226269	0.000847041	0.000427533	0.000557491	0.000669854	0.00145207	0.000795181	0.000844571	0.0013891	0.00159036	0.00178237	0.00219724	0.00117981	0.00108905	0.00131563	0.00192313	0.00101558	0.000561813	0.00103719	0.00047538	0.000194474	4.32164e-05	0.000129649	0	0	0
d3_14	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32164e-05	0	8.53523e-05	0	8.64327e-05	0.00052724	0.00042352	0.000345731	0.000885936	0.000425681	0.000937178	0.000836433	0.000777277	0.00115388	0.0012576	0.00182373	0.00135699	0.00115388	0.0024374	0.00160333	0.000782216	0.000842719	0.000259298	0.000324123	0.000777895	0.000172865	0	0	0
d3_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.61813e-05	0	4.63033e-06	0.000179039	0.00050522	0.000265472	0.000330297	0.000496988	0.000972368	0.000726035	0.0011193	0.00095076	0.00115141	0.00138725	0.00125327	0.00120142	0.000760608	0.00146936	0.000605029	0.000993977	0.000605029	0.000345731	0.000259298	0.000561813	0	0
d3_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129649	0	0	0	0	0	0.000129649	0	0	0.000172865	0.00028955	0.000174409	0.000834076	0.000855684	0.000985333	0.000667384	0.00133106	0.00180428	0.00138725	0.00110202	0.000842719	0.0016768	0.000445129	0.000777895	0.000834076	0.00071307	0.000129649	0.000302515	0
d3_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129649	0	4.32164e-05	0	0.000324123	0.000302515	0.000108041	0.000747643	0.000855684	0.000574778	0.000682819	0.00125327	0.000907544	0.00116684	0.00150825	0.0016984	0.00218243	0.00103719	0.00108041	0.000821111	0.000388947	0
d3_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129649	0.000151257	6.48246e-05	0	0.000172865	0.000302515	0.000259298	0.000129649	0.000172865	0.000734678	0.000691462	0.00100694	0.000648246	0.00242012	0.00166383	0.00144775	0.00123167	0.00146936	0.000907544	0
d3_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000561813	0.000280906	0.000648246	0.000734678	0.000756286	0.00103719	0.00123167	0.00166383	0.000993977	0.00159901	0.00129649	0.00194474
d3_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129649	0	0.000129649	0	0.000129649	0.000648246	0.000302515	0.00047538	0.000864327	0.00181509	0.00401912	0.00142614
