	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.11864	0.0484272	0.0223805	0.0113468	0.00663067	0.00351488	0.0027268	0.000959406	0.000736415	0.00020402	0.000107563	0.000183556	0.000103008	0	7.77923e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_1	0.05898	0.0452739	0.0320493	0.023107	0.0148378	0.0110555	0.00558353	0.00424535	0.00281979	0.00182591	0.00109928	0.000841598	0.000280281	0.000231351	0.000142253	0.000360072	4.69437e-05	0.000116778	2.41425e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_2	0.011244	0.0152227	0.0165308	0.0161162	0.0130154	0.00946527	0.00883902	0.00658089	0.00435613	0.00277102	0.00217009	0.00158923	0.00113154	0.000494629	0.000403019	6.37092e-05	0.000410422	0.000174801	4.02374e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_3	0.00245535	0.00635178	0.00720596	0.00882207	0.00866745	0.00787191	0.00717872	0.00667471	0.00411524	0.00440085	0.00291346	0.00274223	0.00254041	0.00224085	0.000639507	0.00072566	0.000240999	0.000128939	0.000122224	2.87921e-05	0.00015022	0.00019153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_4	0.000490941	0.00160816	0.00232073	0.00405154	0.00503728	0.00461078	0.00597118	0.00512232	0.00411974	0.0028932	0.00343875	0.00338243	0.00340963	0.00237348	0.00130491	0.000592767	0.00101774	0.00053447	0.000382792	0.000228451	8.32467e-05	4.41717e-05	0.000207089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_5	5.16079e-05	0.000190202	0.000740471	0.00150755	0.00264736	0.00246737	0.00392799	0.00422258	0.00425718	0.0032192	0.00294631	0.00259987	0.00391242	0.00225169	0.00238969	0.00201007	0.000936593	0.0015943	0.000540067	0.00100047	0.000753429	0.000206119	0.000489198	0.000112665	0.000187775	0	0	0.00015022	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_6	1.75618e-05	0.000138412	0.00029563	0.000635411	0.00102714	0.0011842	0.00181174	0.00239376	0.00253177	0.00342705	0.00287892	0.003568	0.00366922	0.00202416	0.00255467	0.00185273	0.0019959	0.00173054	0.00116743	0.00098385	0.000495188	0.000268518	0.000438409	0.00033005	0.000187775	5.98196e-05	0	0	0	0	1.87775e-05	0	0	0	0	0	0	0	0	0	0	0
d3_7	2.7758e-05	1.073e-06	4.38895e-05	0.000111692	0.000234566	0.000560707	0.000824502	0.00111689	0.00119323	0.00164399	0.00318744	0.00234211	0.00313045	0.00279067	0.00265414	0.00190505	0.00269548	0.00243056	0.00174063	0.00114347	0.00142022	0.000991361	0.000899083	0.000637808	0.000300439	0.000103276	3.12958e-05	0.000112665	0	1.2876e-05	0	0	0	0	0	0	0	0	0	0	0	0
d3_8	0	0	6.96614e-05	5.46253e-06	0.000152115	0.000218326	0.000665737	0.00082417	0.000672323	0.00126178	0.00198163	0.00160058	0.00151285	0.00181055	0.00106331	0.0022438	0.00223436	0.00191358	0.00198076	0.00162173	0.00149155	0.000839523	0.000382703	0.00013332	0.00124307	0.000522184	0.000112665	0.000255373	0.000131442	4.88214e-05	0.000131442	0.000112665	0	3.75549e-05	0	0	0	0	0	0	0	0
d3_9	0	0	0	0	5.71191e-05	1.94034e-05	0.000197521	0.000193956	0.000294032	0.000989838	0.00035391	0.0010955	0.00106821	0.0012598	0.00111841	0.00219253	0.00200803	0.00124777	0.00250982	0.00217549	0.00223388	0.00221072	0.000983313	0.00124468	0.00066043	0.000985548	0.000238206	0.000260738	0.000262884	3.75549e-05	0.000375549	0.00015022	0	0.000112665	0	0	0	0	0	0	0	0
