	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.0807507	0.0362047	0.0187501	0.0110055	0.00668075	0.00378396	0.00151208	0.000965621	0.000615896	0.000259286	2.35293e-05	0.000267224	3.70471e-06	5.88637e-05	2.40806e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_1	0.0388359	0.0361559	0.0291206	0.0211229	0.0162168	0.0118303	0.00866672	0.00479255	0.0037502	0.0022011	0.000948342	0.00144013	0.000485466	4.53427e-05	8.81338e-06	1.7465e-05	2.94318e-06	1.09071e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_2	0.00961966	0.0137954	0.0180035	0.0172075	0.0152198	0.0119172	0.0088137	0.00727037	0.00439221	0.00374957	0.00267538	0.00229637	0.00161605	0.000965163	0.00110889	0.000324015	3.67898e-05	0.000221386	0.000191727	0	0.000264887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_3	0.00229349	0.00521946	0.00809024	0.00911894	0.00969855	0.0089535	0.00836323	0.00656858	0.00686043	0.00390522	0.00475464	0.00290693	0.00184246	0.00259755	0.00111496	0.000991622	0.000793584	0.000410485	0.000160824	0.000311294	0	0	0	1.51364e-05	0.000132443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_4	0.000149898	0.00106387	0.00294553	0.00314987	0.00476498	0.00757916	0.00639372	0.00599309	0.00619743	0.0043921	0.00404359	0.00380481	0.00249062	0.0017262	0.00232577	0.00187279	0.000929195	0.000598517	0.000881725	0.000529458	0.000233668	0.000204351	2.20739e-05	0	0.000176591	0	0	6.62216e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_5	8.91738e-05	0.000341203	0.000954083	0.00161189	0.00314665	0.00348055	0.00425611	0.00311846	0.00484475	0.00404124	0.00413601	0.00399399	0.00526775	0.00347414	0.00176305	0.00268513	0.00189101	0.00120953	0.00139823	0.000416888	0.0005187	0.000244222	0	0.000215588	0	0.000103011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_6	4.46472e-05	2.03529e-05	0.000281974	0.000642779	0.00131619	0.00196886	0.00246794	0.00254468	0.00295941	0.00236677	0.00339502	0.00481912	0.00440148	0.00160829	0.00216299	0.0032801	0.00128336	0.00158237	0.00142961	0.000893597	0.000372224	0.000759332	0.000427813	2.20739e-05	0.000256057	0	0	0.000160824	0	0	4.41478e-05	0	0	0	0	0	0	0	0	0	0	0
d3_7	0	5.03642e-05	8.04923e-05	0.000442021	0.000505281	0.000502783	0.00101974	0.00133993	0.0020092	0.00237275	0.00279228	0.00141722	0.00352617	0.00275178	0.00239514	0.00303933	0.00314164	0.00212236	0.00164101	0.00101804	0.000797803	0.00120008	0.00109381	0.000523215	1.51364e-05	0.000211909	0.00042571	6.62216e-05	8.82955e-05	1.98665e-05	2.20739e-05	0	0	0	0	0	0	0	0	0	0	0
d3_8	0	1.10369e-05	8.82955e-06	0.000251958	0.000163372	0.000419808	0.000281655	0.000270094	0.000766597	0.00150146	0.00103173	0.00206511	0.00168119	0.00321394	0.00292973	0.00258495	0.00217674	0.00174426	0.00193159	0.00183224	0.00182067	0.00190077	0.000769432	0.00114784	0.000576644	0.00033731	0.000269301	0.000412466	0.000372733	9.27103e-05	4.41478e-05	0	9.46023e-05	0.000132443	0	0	0	0	0	0	0	0
d3_9	0	0	0	8.82955e-06	8.70341e-05	0.000386376	0.000148489	0.000281478	0.000409014	0.00109809	0.000673279	0.00129206	0.00186703	0.00235394	0.0018597	0.00190604	0.00211485	0.00166522	0.00320301	0.00178808	0.00125232	0.00157533	0.00158776	0.00129248	0.00085848	0.000805696	0.000927103	0.000611131	0.000182898	0.000410574	0	0.000306512	4.41478e-05	0	0	0	0	0	0	0	0	0
d3_10	0	0	0	0	0	8.31354e-06	0.000150303	3.11137e-05	0.000238766	0.000326378	0.000299574	0.000707782	0.000894552	0.000882945	0.00109723	0.001303	0.00136137	0.00187301	0.00101697	0.00234498	0.00213115	0.00307048	0.00219751	0.000927103	0.00156914	0.00115089	0.000905029	0.000821148	0.000631313	0.000375256	0.000412046	7.9466e-05	0.000189835	1.32443e-05	0	6.62216e-05	2.20739e-05	0	0	0	0	0
d3_11	0	0	0	0	0	0	0	0	3.53182e-05	2.44819e-05	0.00040163	9.71251e-05	0.000770134	0.000496347	0.000950964	0.00106501	0.00106208	0.000883165	0.00166405	0.00214632	0.00155148	0.00108624	0.000675776	0.00212613	0.00148526	0.00126746	0.000930887	0.0011964	0.00138182	0.00110369	0.000595995	0.000353182	0.000309034	4.41478e-05	0.000132443	0	0.000309034	0	0	0	0	0
d3_12	0	0	0	0	0	0	0	0	0.000231976	2.20739e-05	4.41478e-05	0	6.42149e-05	0.00058672	0.000452199	0.000401114	0.000271509	0.000713302	0.00154759	0.000595679	0.00176591	0.00172176	0.00148746	0.00108194	0.00112503	0.00152089	0.00163494	0.00168424	0.0015931	0.00105955	0.00108603	0.000167761	0.00119199	0.000211909	0	2.20739e-05	0.000353182	0	0.000132443	0	0	0
d3_13	0	0	0	0	0	0	0	0	0	0	5.51847e-05	0	2.83807e-05	0	3.53182e-05	0.000313134	0.000386608	0.000213995	0.000622483	0.000908708	0.00119555	0.000404258	0.000950244	0.000953171	0.000921216	0.00198118	0.00180754	0.000525358	0.00115415	0.00161612	0.000562568	0.000865296	0.000838807	0.000750512	0.000220739	0.000242813	0	0.000132443	0.000132443	0	0	0
d3_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000198665	0	3.53182e-05	0.000256057	8.82955e-05	0.000362012	0.000485625	0.00039733	0.000902506	0.000697534	0.000893992	0.000441478	0.00224397	0.000900614	0.0002775	0.00135975	0.00202197	0.00115667	0.000829978	0.000882955	0.000353182	0.000529773	0.000463551	0.000264887	0.000132443	0	0	0
d3_15	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20739e-05	8.82955e-06	0	0.000114784	0	0.000141273	4.41478e-05	0.000160824	0.000242813	0.000220739	0.000719608	0.000631313	0.000781415	0.00149219	0.000512429	0.00165302	0.00253597	0.00163788	0.00177915	0.000852052	0.000728438	0.000772586	0.00143039	0.00110369	0.000595995	0.000132443	0	0	0
d3_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000198665	8.82955e-05	0	7.06364e-05	3.53182e-05	0.000264887	0.000485625	0.00049887	0.000507699	0.000937824	0.00109486	0.000375256	0.000469858	0.00177915	0.00120523	0.00138182	0.00122731	0.00145688	0.00125821	0.00147895	0.00079466	0.000441478	0.000132443	0	0
d3_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000198665	7.9466e-05	0	0	2.20739e-05	0.000410574	6.62216e-05	0.000176591	0.00049887	0.000405844	0.000595995	0.00103747	0.000829978	0.000719608	0.00181636	0.00125821	0.00196457	0.00132443	0.00129353	0.00128028	0.00123614	0.00079466	0.0010154	0.00039733	0
d3_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132443	0	0.000154517	0	0	0	0.000666631	0	0.000622483	0.000595995	0.000891785	0.000772586	0.000543017	0.00153634	0.00136858	0.00151427	0.00220739	0.00192043	0.00185421	0.000882955	0.000927103
d3_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.62216e-05	0	0	0.000573921	2.20739e-05	0.000485625	0.000662216	0.0010154	0.00150102	0.00154517	0.00128028	0.00161139	0.0019425	0.0020308	0.00163347
d3_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132443	0	0	0.000132443	0.000132443	0.000132443	0.000706364	0.000529773	0.000971251	0.00114784	0.00233983	0.00185421	0.00198665
