	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d1_0	0	0.056879	0.0221287	0.00825217	0.00355629	0.000836983	0.000301629	9.88317e-05	0	0	0	0	0	0	0	0	0	0	0
d1_1	0.0591289	0.0496485	0.0285718	0.0148795	0.00768881	0.00255165	0.0011928	0.00105124	6.07612e-05	1.47987e-07	0	0	0	0	0	0	0	0	0
d1_2	0.0231684	0.0300799	0.0268172	0.017813	0.0115938	0.00500622	0.00320583	0.00103555	0.000518693	0.000197721	0.000210968	9.37813e-07	0	0	0	0	0	0	0
d1_3	0.00932986	0.018146	0.0189846	0.0172051	0.0130615	0.00784273	0.00465107	0.00266824	0.00114538	0.00049667	0.00010213	0.000188135	0	0	0	0	0	0	0
d1_4	0.00269889	0.0102303	0.0124916	0.0149356	0.0135666	0.0101326	0.00642613	0.00478307	0.00317464	0.000926979	0.000639402	0.000456527	4.97935e-05	0	0	0	0	0	0
d1_5	0.00169398	0.00439427	0.00765139	0.0108239	0.0104236	0.0102278	0.00874924	0.00326602	0.00339244	0.00227804	0.000468371	0.00129323	0.00054619	5.13094e-05	0	0	0	0	0
d1_6	0.000718774	0.00253798	0.00308687	0.00483282	0.00826631	0.00701917	0.00661481	0.00459587	0.00492301	0.00263692	0.00126441	0.000889852	0.000387253	0.000589325	0.000153928	4.10475e-05	0	0	0
d1_7	4.75809e-05	0.00110042	0.0022588	0.00404523	0.00405905	0.00616093	0.00734319	0.00529362	0.00577967	0.00409865	0.00251883	0.00116548	0.000212568	0.000782102	0.000100287	0	0	0	0
d1_8	0.0002471	0.000199953	0.00132785	0.00186524	0.0030141	0.00515906	0.00543065	0.00496067	0.00471587	0.00428837	0.00348623	0.00256291	0.00142677	0.000233091	0.000202306	0	0	0	0
d1_9	0.00020757	2.03729e-05	0.00036487	0.000657719	0.00187725	0.00291356	0.00479747	0.00466587	0.00470615	0.00512804	0.00375437	0.00202502	0.00122471	0.000502832	0.000102619	0.000384821	0.000128274	0	0
d1_10	0	0	0.000118145	0.000497568	0.000620477	0.00141702	0.00179447	0.00309107	0.00356282	0.00476591	0.00413334	0.00382335	0.00351456	0.00117755	0.00101593	0.000333511	0.000230892	5.13094e-05	0.000205238
d1_11	0	0	0	4.10475e-05	0.000524578	0.000456409	0.00142652	0.00281517	0.00447772	0.00338372	0.00355782	0.00396939	0.0036547	0.00227814	0.00130326	0.000590058	0.000743987	0	0
d1_12	0	0	6.41368e-05	0.000156494	1.73663e-05	0.000776971	0.000286111	0.000881667	0.00250487	0.00290973	0.0030782	0.00385308	0.00451963	0.00354805	0.00133404	0.00157691	0.000785034	0.000179583	0
d1_13	0	0	0	0	0.000307857	0.000685214	0.00021721	0.000805558	0.00090048	0.00232336	0.00273577	0.00242364	0.0033505	0.0024929	0.00315553	0.00150337	0.00103132	0.000846605	0.000153928
d1_14	0	0	0	0	5.13094e-05	0	0.000682415	0.000897915	0.000328014	0.0017014	0.00273186	0.0014589	0.00387606	0.00467649	0.00331972	0.00312987	0.00123143	0.00092357	0.000307857
d1_15	0	0	0	0	0	0	0	0.000205238	0.000366496	0.000194976	0.00171887	0.00278354	0.00302176	0.00316066	0.00359166	0.00446392	0.00327354	0.00242694	0.000153928
d1_16	0	0	0	0	0	0	5.13094e-05	5.13094e-05	5.13094e-05	0.000307857	0.000205238	0.00125708	0.000894983	0.00173426	0.00218749	0.00288872	0.00269374	0.00354035	0.00118012
d1_17	0	0	0	0	0	0	0	0	0	0	0.000205238	0.000153928	0.000484507	0.000856867	0.0027194	0.00183688	0.00277071	0.00310422	0.00159059
d1_18	0	0	0	0	0	0	0	0	0	0	0	0.000307857	0	0.000410475	0.000743987	0.00169321	0.00341208	0.00420737	0.00354035
d1_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000230892	0.000461785	0.000538749	0.00194976	0.00477178	0.00513094
