	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d1_0	0	0.00323568	0.00211625	0.00150189	0.00176501	0.00141557	0.00133147	0.00109502	0.000650878	0.00135382	0.000758405	0.000106916	0.00135804	0.000655866	0.000427216	0.000303336	0.000237586	0.000223864	0.00115007
d1_1	0.0905272	0.00190308	0.00355685	0.00129165	0.00176501	0.00231813	0.00187208	0.00149648	0.00160365	0.000264726	0.000793679	0.000251294	0.00175891	0.000639935	0.000603407	0.000361141	0.000912534	0.000578354	0.000924614
d1_2	0.072187	0.00315322	0.00310539	0.00276615	0.00348202	0.00202853	0.00230652	0.000818702	0.00135847	0.00140152	0.000623517	0.00199987	0.00225032	0.000621759	0.000565804	0.000536472	0.0010729	0.000526434	0.00205022
d1_3	0.0560339	0.00310064	0.00282605	0.00176687	0.00274413	0.00235575	0.00237175	0.00325854	0.00266687	0.00240192	0.00161535	0.0022985	0.00219379	0.000594875	0.00149091	0.000542083	0.0017065	0.000642979	0.00220907
d1_4	0.0386398	0.00322937	0.0020933	0.00279256	0.00313675	0.00278749	0.00166247	0.00290884	0.00207807	0.00198103	0.00147819	0.00133141	0.00219114	0.00104737	0.00184969	0.000585171	0.00135763	0.000504632	0.00274513
d1_5	0.029725	0.00294148	0.00338522	0.00367544	0.00311904	0.00183279	0.00196051	0.00383067	0.00131271	0.00210131	0.00173798	0.00169407	0.00150283	0.000774031	0.00133024	0.00151274	0.000966554	0.00023487	0.00361806
d1_6	0.0239179	0.00198193	0.00204254	0.00187228	0.00273539	0.00275835	0.00229043	0.00155064	0.00269586	0.00240834	0.00171613	0.00244134	0.00166502	0.000874765	0.00233918	0.00139833	0.000449777	0.00114384	0.00406245
d1_7	0.017987	0.00181283	0.00245131	0.00283494	0.00136821	0.00217202	0.000966227	0.00135158	0.00185148	0.00114368	0.00255844	0.00192178	0.000973201	0.000916343	0.00162498	0.000742401	0.00166985	0.000920621	0.00512295
d1_8	0.016423	0.00230908	0.00106689	0.00114895	0.00138746	0.00162409	0.00135812	0.00057278	0.00267326	0.00307744	0.00172149	0.0015386	0.00177814	0.000345159	0.00180969	0.000783985	0.00092294	0.00129324	0.00666971
d1_9	0.00994958	0.00109048	0.00247973	0.000400928	0.00195188	0.00176818	0.00243209	0.0022172	0.00173062	0.00204433	0.0013446	0.00226995	0.00156355	0.00260884	0.000876592	0.00158084	0.00142816	0.00201634	0.0078833
d1_10	0.00932747	0.00211839	0.000674829	0.00169723	0.000619616	0.0019168	0.00198384	0.00242301	0.001751	0.00198279	0.00198099	0.0019394	0.00216911	0.00170639	0.00144584	0.00121947	0.0020559	0.00147232	0.0061969
d1_11	0.00540709	0.00139855	0.000541712	0.000850793	0.00138627	0.000133725	0.00150356	0.00100269	0.000820731	0.00222439	0.00186276	0.000462029	0.00127645	0.00118573	0.00119368	0.000901354	0.000800715	0.00186461	0.00935552
d1_12	0.00367596	0.000247108	0.00114686	9.97255e-05	0.00128046	0.00121208	0.000425465	0.00154044	0.00143267	0.000672272	0.000907392	0.000702026	0.000781236	0.00126693	0.000671909	0.00229361	0.00114589	0.00100755	0.00976316
d1_13	0.00330814	0.000742321	0.000157962	0.000881637	0.00164257	0.000229007	0.00092971	0.00150308	0.000898591	0.00126826	0.00136825	0.00111101	0.00120316	0.00128868	0.00170193	0.000686226	0.00114706	0.00117656	0.0105471
d1_14	0.0021325	1.39497e-05	0.000461818	0.000920678	0.000683533	0.000174372	0.000543549	0.00103894	0.00103498	0.00133304	0.000551329	0.00229572	0.000151096	0.00105569	0.00115085	0.00244302	0.00135212	0.00135959	0.0102913
d1_15	0.000851938	0	0.000699501	6.97483e-05	0.00117177	0.000383624	0.00120316	0.000337781	8.2897e-05	0.00132522	0.000950902	0.000997401	0.000651366	0.00125547	0.00104971	0.00127639	0.000707447	0.00145922	0.0138594
d1_16	0.00117097	0.000278993	0.000707447	0.000278993	0.000209245	3.48742e-05	0.00041849	0.00041849	0.00041849	0.000627735	0.000962527	0.000770719	0.000929977	0.000753282	0.00110202	0.00083698	0.00100818	0.000662609	0.0153053
d1_17	0.000767231	0	0.000209245	0	0	6.97483e-05	0.00102131	0.000557986	0	0.000209245	0.000334792	0.000401053	0.000627735	0.000509163	0.00134913	0.000592861	0.001057	0.00118572	0.0183543
d1_18	6.97483e-05	0.000334792	0.000209245	0	0	0.00040454	0.000697483	0	6.97483e-05	0	0.000453364	0.00041849	0.000767231	0.0010811	0.000278993	0.000209245	0.00166001	0.000209245	0.0119216
d1_19	0.000557986	0	0	0	0	0.000209245	0.000697483	0	0	0.000209245	0	0.000278993	6.97483e-05	0.000209245	0.000209245	6.97483e-05	0.000209245	0.000209245	0.0485892
