	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d2_0	0	0.0420658	0.0289139	0.0231661	0.0176898	0.0130086	0.0116265	0.0075984	0.00494361	0.00376854	0.00370646	0.0013084	0.00155723	0.00109022	0.000664306	0.000416246	0.000442303	2.82484e-06	9.86451e-06	0.000134281
d2_1	0.0399118	0.00426732	0.00367823	0.00393292	0.00303463	0.00285283	0.00132051	0.00180503	0.00145224	0.000925071	0.0006847	0.00021078	0.000323252	0.000322323	0.000454152	0.000175349	1.66351e-05	0.000258943	0	0
d2_2	0.0309196	0.00307166	0.00280606	0.00261273	0.00225611	0.00228415	0.00186183	0.00171633	0.00141625	0.000682364	0.00036069	0.001042	0.000665737	0.000329145	0.000264838	0.000273625	0.000635274	0.000395813	1.29472e-05	0
d2_3	0.0280722	0.00364801	0.00336788	0.00336322	0.00241092	0.00230496	0.00135129	0.000696852	0.00136105	0.000960224	0.000778595	0.000693136	0.00100567	0.000167192	0.000344025	0.000108159	9.2622e-05	8.80407e-05	0.000280029	6.95448e-05
d2_4	0.0210373	0.00264184	0.0041788	0.00309062	0.00210597	0.00137203	0.00122351	0.000895151	0.000693954	0.00251526	0.000583151	0.000951686	0.000386296	0.000382967	0.000399501	0.000119114	0.00030469	0.000119114	0	0.000300374
d2_5	0.0181087	0.00233996	0.0028098	0.00269468	0.00260861	0.00168749	0.000798173	0.00159531	0.00118081	0.000553078	0.000634419	0.000147968	0.000502473	0.000442659	0.000622204	0.000309869	0.000146735	0.000287427	0	0.000155366
d2_6	0.0175198	0.00253468	0.00273592	0.0023478	0.00156663	0.0014482	0.00131271	0.00131393	0.00136723	0.00070538	0.000985694	0.00120824	0.000122826	0.000108756	0.000195183	5.54879e-06	0.000341065	5.17887e-05	0	0
d2_7	0.014786	0.00204515	0.00193806	0.0021854	0.00156168	0.0012933	0.00141601	0.00224502	0.00142074	0.000821949	0.000886696	0.000810646	0.000666191	0.000369426	0.000100618	0.000292236	0.000459193	0.00027189	0.000172629	0.000196797
d2_8	0.013745	0.00217914	0.00123062	0.00158554	0.0015396	0.00169183	0.00122665	0.000601261	0.00134209	0.000542094	0.000622944	0.00134463	0.000578307	0.000698179	0.00067136	0.000326269	0.000121333	0.000207155	7.7683e-05	0.000233049
d2_9	0.0131413	0.00205594	0.00303581	0.00154231	0.00167231	0.00124002	0.00206612	0.000300961	0.0012317	0.00101889	0.000733434	0.000320966	0.000647482	0.000323679	0.000491992	0.000310239	0.000276206	8.28619e-05	0.000491992	0.00045574
d2_10	0.0102429	0.00207003	0.00221188	0.00195283	0.00164252	0.00136338	0.000983592	0.00117312	0.000807174	0.00102936	0.000970298	0.000389925	0.00059261	0.000773871	0.000313321	0.000403952	2.72507e-05	0.000124293	0.000162764	0.000362521
d2_11	0.00933645	0.00150402	0.00105755	0.00132532	0.00138735	0.0017263	0.00136438	0.000891987	0.0012402	0.00107424	0.000487295	0.000637864	0.000485087	0.000541192	0.00095401	0.000406171	0.000296922	0.000258943	1.55366e-05	0
