	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.0443941	0.0350577	0.032858	0.025679	0.0225099	0.0211903	0.0174502	0.0159802	0.015761	0.0127272	0.0112417	0.00954727	0.0091843	0.00699041	0.00627589	0.00602256	0.00505643	0.00518353	0.00415593	0.00452903	0.00305217	0.00205922	0.00179859	0.00210919	0.00206915	0.0011163	0.00128891	0.000597623	0.001398	0.000248161	0.000349414	0.000779296	0.000457937	0.00024339	8.79912e-05	0.000722165	2.67799e-05	9.64077e-05	0.00016068	8.03398e-05	0
d3_1	0.0288385	0.00314702	0.00160559	0.00178623	0.0030798	0.00134618	0.00171246	0.00121016	0.00180921	0.00216124	0.00122	0.00161907	0.00211393	0.00101568	0.00129846	0.00114375	0.000829915	0.000764225	0.000593088	0.00128578	0.00135468	0.000690157	4.3984e-05	0.000227011	7.79053e-05	0.000520806	0.000157109	0.000401699	0.000283867	0.00016068	0.000214239	0.000482039	0.000337427	0	0.000551667	0.00016068	0.00016068	0	0.00016068	0	0	0
d3_2	0.0176332	0.0022133	0.00259758	0.00251782	0.00160781	0.00152132	0.00215525	0.0016046	0.00155713	0.00181771	0.00152786	0.000858616	0.000970176	0.000839078	0.00163843	0.00147808	0.000434728	0.000879677	0.000713278	0.000636574	0.00149662	0.00157949	0.000399945	0.000715024	0.00058342	0.00066682	0.000219723	0.000456279	0.000441486	0.000634684	0	0.00016068	8.03398e-05	0.000184782	0.00017407	0	0	2.67799e-05	0	0.00016068	0.000214239	0.000214239
d3_3	0.0165917	0.00222836	0.00211498	0.00176509	0.00188043	0.00175658	0.000970852	0.000898939	0.00151591	0.00163099	0.000908613	0.00140128	0.00110627	0.000636055	0.000932759	0.00107144	0.000926211	0.000522437	0.000646927	0.000847764	0.000455769	0.000797532	0.000340592	0.000315737	0.00014729	0.00054325	0.000605226	0.000241019	0.0004763	0.000415089	0.00057309	0.000179043	0.0001339	7.14131e-05	0.000401699	0.000214239	0.000283867	0.000214239	0	0	0.00016068	0.000214239
d3_4	0.0127439	0.0020757	0.0017483	0.00206492	0.000965753	0.0016595	0.00156346	0.00227622	0.000617499	0.00074553	0.00135791	0.00154789	0.00148664	0.000874736	0.000674077	0.000797277	0.000959112	0.000513305	0.000548849	0.000960758	0.000494153	0.000724971	0.000245993	0.00079752	0.000173687	0.000360254	0.00016374	0.000685566	0.000455259	0.000203527	0.000321359	0.000302613	0.000348139	0.000348139	0.000332071	0.000403484	0.000203527	0.00016068	0	0.00016068	0	0.000214239
d3_5	0.0118899	0.00271341	0.00183282	0.00284488	0.00167483	0.00131146	0.000745434	0.00120669	0.000529899	0.00140365	0.000903353	0.00179812	0.0012741	0.001693	0.000422474	0.000909752	0.000681996	0.000620529	0.000826468	0.000738361	0.00115613	0.00034189	0.000497342	0.000490177	0.000580742	0.000826735	0.000265121	0.000372241	0.000321359	0.00010712	0.000446842	0.000478978	0.00010712	0.000417767	0.000278511	0.00016068	0.00017407	0	0	0.000214239	5.35599e-05	0
d3_6	0.0101023	0.00247249	0.00145328	0.00135505	0.00102218	0.00136133	0.00142096	0.00103378	0.000848773	0.000842312	0.00106763	0.00153462	0.000679465	0.00126057	0.00080011	0.000816788	0.00167986	0.00080378	0.000429499	0.000618616	0.000753142	0.000361529	0.00037784	0.000547713	0.000372241	0.000219978	0.000321359	0.000717702	0.000427204	4.28479e-05	0.00067664	0.000203527	0.000214239	0.000283867	0.000166036	0.000478978	0	0	0.00016068	0.000257087	5.35599e-05	0.00016068
d3_7	0.00762891	0.00149399	0.00112048	0.000836323	0.00161194	0.00157097	0.000799636	0.00137311	0.000789761	0.000829158	0.00119326	0.000444037	0.0011996	0.00124335	0.000626372	0.000896235	0.000972494	0.000786565	0.000657639	0.00133886	0.00086767	0.000773557	0.00092123	0.000125483	0.000257087	0.000398638	0.000112476	0.000350562	8.03398e-05	0.000498107	0.000257087	0.00054325	0.000589158	0.000471327	0.000519531	0.000294579	0.000203527	0.000278511	0.000176748	0	0.000214239	1.6068e-05
d3_8	0.00727116	0.0012992	0.000876796	0.000820538	0.00151982	0.000952933	0.000755909	0.000824181	0.00105562	0.000397925	0.00142392	0.000866394	0.000784885	0.000497968	0.000549167	0.000415332	0.00116454	0.000915734	0.000637362	0.000669498	0.000669498	0.000816405	0.000926586	0.00106035	0.000615938	0.000535599	2.67799e-05	0.000348139	0.000990857	0	0.000184399	0.000562379	0.000642718	0.000776618	0.000321359	0.000214239	0.00010712	0	0.000321359	0.000214239	0.00016068	0.000455259
d3_9	0.0053296	0.00127032	0.00091267	0.000298155	0.00082412	0.000721652	0.00139829	0.000923768	0.000578095	0.000845814	0.00087513	0.000730176	0.000816062	0.000640284	0.0010258	0.00105742	0.0013509	0.000686351	0.00125418	0.00037849	0.000605226	0.000302996	0.000834131	0.00036867	0.000517235	0.000484334	0.000565057	0.000691305	0.000232603	0.00010712	0.000321359	0.000444547	0.000380658	0.000589158	0.000460615	0	0.00016068	0.000803398	0.000241019	0.000214239	0	0.000214239
