	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d2_0	0	0.0409039	0.0235802	0.0181046	0.00797016	0.00671841	0.00420632	0.0033908	0.0017596	0.00147308	0.000929744	0.00051148	0.000267196	8.01245e-06	0.000213665	0	0	0	1.60249e-05	0
d2_1	0.0438753	0.013795	0.0133441	0.0105942	0.0101192	0.00682165	0.0055423	0.00479787	0.00401052	0.00187504	0.00178106	0.00110299	0.000259128	0.000872392	0.000302809	0.00038231	8.01245e-05	0	0	0
d2_2	0.0221632	0.0062548	0.00491449	0.00622376	0.00412413	0.00491264	0.00385906	0.00343226	0.00276553	0.00296575	0.00141364	0.00100316	0.000671792	0.000429034	0.00100261	0.000176843	5.49599e-05	5.34163e-05	0	0
d2_3	0.0183945	0.00358608	0.00301665	0.00286142	0.00321958	0.00304151	0.00286082	0.00150155	0.00211615	0.00114626	0.00180757	0.00137061	0.000445061	0.000669458	0.000764547	0.0003519	0.000141172	6.94412e-05	5.21445e-05	0
d2_4	0.0175992	0.00373707	0.00274441	0.00297934	0.00247045	0.00166223	0.00144033	0.00142109	0.00120881	0.00154206	0.000956057	0.000907954	0.000875888	0.00046524	0.000267324	0.000447044	3.43419e-05	0.000333852	2.67082e-05	0
d2_5	0.0134258	0.0029146	0.00235215	0.00236823	0.00218887	0.00180831	0.00154879	0.00150561	0.000888223	0.00100549	0.000757214	0.000911302	0.000458324	0.000523727	0.000114464	0.000395569	0.000318209	4.01759e-05	0	0
d2_6	0.0147517	0.00211936	0.00185849	0.00218924	0.00246178	0.00195903	0.00115351	0.00110753	0.000698186	0.00087997	0.000470719	0.000276837	0.00068527	0.000768432	0.000227262	4.45136e-06	0.000525769	0.000258688	0.000352548	0.000267082
d2_7	0.0127916	0.0012887	0.00194846	0.00298661	0.00174099	0.00165616	0.00170928	0.00100854	0.00142622	0.000994168	0.00102979	0.000668976	0.000630077	0.000368191	0.00050135	0.00045938	0.000308543	0	5.34163e-05	5.34163e-05
d2_8	0.0103859	0.00162153	0.00170444	0.00150673	0.00138238	0.00160628	0.000911542	0.00115034	0.00106185	0.000515595	0.000416266	0.000699372	0.000406866	0.000915708	0.000532891	0.000525769	0.000105052	2.67082e-05	0.000480747	5.34163e-05
d2_9	0.00986693	0.00303657	0.00206551	0.0018153	0.00211374	0.00136986	0.000547899	0.00182516	0.00135983	0.000627152	0.00065842	0.000707766	0.000274585	0.00120478	0.000504784	0.000106833	0.000311595	1.60249e-05	0.000267082	0.000170932
d2_10	0.00927633	0.00110893	0.0018389	0.00135875	0.00149383	0.00141934	0.00124052	0.00128975	0.000721756	0.00100474	0.000336014	0.000405964	0.000304091	0.000764235	5.07455e-05	0.000106833	0.000283106	0.000702043	0.000560871	0.000256398
d2_11	0.00794239	0.00119488	0.00243563	0.000855941	0.000958707	0.00173745	0.00136719	0.00134684	0.00114338	0.000858199	0.000490285	0.000827953	0.00136388	0.000800736	0.000840925	0.00029379	0.000454039	9.08077e-05	0.000186957	0
d2_12	0.00729912	0.00186332	0.00216032	0.00079815	0.00161204	0.00132155	0.00146271	0.00085912	0.000854418	0.000445772	0.00147454	0.000565323	0.000267082	0.000868015	0.00045938	0.000563542	0.000213665	0.000114464	2.67082e-05	0
d2_13	0.00491417	0.00148659	0.00128555	0.000900264	0.00139948	0.00131649	0.00131657	0.000689174	0.00122744	0.00126559	0.000424532	0.00107469	0.000653968	0.000645956	0.000586435	2.67082e-05	0	0.000149566	0	0.000213665
d2_14	0.0068252	0.00128007	0.00198628	0.000987046	0.000865098	0.000865714	0.0013275	0.000981588	0.000955886	0.000608564	0.000315156	0.000647355	0.000822611	0.00115074	0.000977518	0.000621918	0.000640996	0.000160249	0.000363231	0.000213665
d2_15	0.005161	0.000923208	0.0011542	0.00131458	0.00131045	0.00135043	0.00135296	0.00159777	0.000772883	0.00157501	0.000508981	0.00069403	0.000347206	0.00039757	0.000862673	0.000646337	0.00052348	0.00042733	0	0.000138882
d2_16	0.00331255	0.00123775	0.00135384	0.00192579	0.000762983	0.000734694	0.000900146	0.000781277	0.000536961	0.000686781	0.000792851	0.000383453	0.000767923	8.01245e-05	0.00081727	0.000531111	0.000688689	0.000614288	0.00029379	0.000587579
d2_17	0.00417582	0.000802155	0.000746279	0.00087131	0.000656477	0.00138334	0.00161125	0.00105942	0.00107952	0.000858476	0.000543956	0.000743886	0.000501975	0.000787509	0.000827953	0.000741596	0.000307144	0.000192299	0.000683729	0.000320498
d2_18	0.00283507	0.000831522	0.00110978	0.00118584	0.00182022	0.00148574	0.000554767	0.00124549	0.000681979	0.00109732	0.00100779	0.00130069	0.000186957	0.000790561	0.000762963	0.000251057	0	7.00656e-05	0	0.000213665
d2_19	0.00196174	0.000530706	0.000670371	0.000933113	0.000912147	0.0011623	0.000840417	0.000341992	0.000947269	0.000998503	0.000779369	0.00110216	0.000801245	0.000550188	0.000587579	0.000363231	0.000267082	0.000160249	0.000534163	0.00154907
d2_20	0.00326591	0.000811693	0.000613906	0.00154657	0.000891278	0.000873122	0.000199802	0.000931213	0.000672907	0.000744776	0.00107062	0.000478076	0.000573844	0.00128199	0.000456709	0.000283106	0.000694412	0.000499061	0.000400622	0.000640996
d2_21	0.00238416	0.000941653	0.00104631	0.00149667	0.000952718	0.00101109	0.00147086	0.000808876	0.000603604	0.00121255	0.000632602	0.000470064	0.000734717	0.000400622	0.000734474	0.000539505	0.000801245	0.000763853	0.00016788	0.000988202
d2_22	0.003313	0.000901464	0.000482389	0.000634486	0.000420971	0.00102915	0.000801626	0.000709674	0.000945342	0.000438904	0.00102788	0.00119881	0.000149566	0.000765634	0.000621918	0.000256398	0.00029379	0.000240373	0.000267082	0.000213665
d2_23	0.00108455	0.000283997	0.000461022	0.000227019	0.000400241	0.00103132	0.000843215	0.00033843	0.000915708	0.00100423	0.000992399	0.000600552	0.000667704	0.000603604	0.000908077	0.00121789	0.000603604	0.000587579	0.00029379	0.000507455
d2_24	0.00116393	0.000525122	0.000341483	0.000511016	0.000880988	0.00117656	0.00065435	0.000459623	0.000603604	0.000411306	0.000603604	0.00072112	0.000480747	0.000800736	0.000801245	0.000106833	0.000160249	0.000363231	0.000320498	0.000480747
d2_25	0.00167716	0.000337656	0.00068729	0.00114489	0.000893451	0.000963783	0.000144224	0.000611235	0.000884283	0.000232361	0.000833294	0.000400622	0.000416647	0.000550188	0.000178563	0.000587579	0.000694412	0.000881369	0.000454039	0.000614288
