	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.101934	0.0450412	0.021803	0.0109301	0.00632283	0.00351048	0.00150232	0.00108688	0.000225124	8.11802e-05	0.000291831	0.000111481	6.07677e-05	4.17288e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_1	0.0487979	0.0425226	0.0337547	0.0232055	0.0157247	0.0119949	0.00632898	0.00460865	0.00319149	0.00134573	0.000848259	0.000419946	0.000509042	0.000283162	2.86054e-05	2.63327e-05	8.88728e-05	4.23204e-06	8.88728e-05	0	4.51417e-05	3.9499e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_2	0.0106007	0.0152301	0.0169219	0.016569	0.011555	0.0127104	0.00769081	0.00809004	0.00517765	0.00274213	0.00246745	0.00101434	0.00116167	0.000641581	0.000368494	0.000281375	6.10209e-05	5.22464e-05	3.9499e-05	3.15992e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_3	0.002485	0.00474917	0.00755378	0.00761507	0.00873799	0.00853281	0.00847027	0.00860923	0.00538366	0.00624278	0.00309813	0.00224237	0.00184196	0.00152927	0.000964861	0.00101933	0.000800787	0.000636118	0.000206233	0.000327842	0	0.000115761	1.38247e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_4	0.000579365	0.00138763	0.00246831	0.00409939	0.00507579	0.00525109	0.00645999	0.00596679	0.00551752	0.00542756	0.00416435	0.00378895	0.00303057	0.00213304	0.00232123	0.00127196	0.000642272	0.000458838	0.000732411	0.000355491	0.000284393	0.00040684	0.000179242	0	0	0	0	5.92485e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_5	6.12523e-05	0.000555334	0.000848195	0.00176849	0.00283167	0.00191262	0.00417594	0.00468275	0.00421212	0.00474944	0.00418772	0.00462702	0.00321285	0.00271473	0.00235272	0.00180054	0.00190894	0.000976122	0.00103166	0.000647579	0.000481606	0.000508221	0	5.92485e-05	3.9499e-05	0	3.9499e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_6	0	2.47779e-05	7.96109e-05	0.000781993	0.00132364	0.0010845	0.00165821	0.00320871	0.00231809	0.00417981	0.00294503	0.00315403	0.0036786	0.00205228	0.0020135	0.00235142	0.00179956	0.00135376	0.00136208	0.00113155	0.000400257	0.000305609	0.000659172	0.000252794	0.000126397	5.92485e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_7	0	0	1.05331e-05	0.000379804	0.000259408	0.000596433	0.0015172	0.0013611	0.00200102	0.00192488	0.00379388	0.00197595	0.00116248	0.00274206	0.00263612	0.00263545	0.00171755	0.00147424	0.00236399	0.00138207	0.00112958	0.000989168	0.000607618	0.000362074	0.00029455	0.000446339	1.97495e-05	0.000118497	5.92485e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_8	0	3.29158e-06	0	2.14287e-05	7.93533e-05	0.000515771	0.000410321	0.000465637	0.000769082	0.00107424	0.00148031	0.000734205	0.00275035	0.00148996	0.00276546	0.00153019	0.00230853	0.00216907	0.00140011	0.00192299	0.00153713	0.000798632	0.00110468	0.0011956	0.000484991	0.000506801	0.000898603	0.000102697	0.000157996	0.000236994	0	0.000118497	0	0	0	0	0	0	0	0	0	0
d3_9	0	0	0	0	4.23204e-06	1.11914e-05	2.21802e-05	0.000584727	0.000900016	0.000886988	0.000828752	0.00110794	0.000951157	0.00172354	0.00152823	0.00141851	0.00214793	0.00156095	0.00195331	0.00176861	0.00149936	0.00108735	0.00136798	0.00117227	0.000414355	0.0011797	0.00109779	0.00038314	9.47976e-05	0.000181695	0	0.000276493	0.000118497	0	0	0	0	0	0	0	0	0
d3_10	0	0	0	0	0	5.98702e-05	0	7.52277e-05	0.00036114	0.000526559	0.000363612	0.000438077	0.000631788	0.000509717	0.000939847	0.00122786	0.00156463	0.00169158	0.00183013	0.00104476	0.00128503	0.00120416	0.001055	0.00113099	0.0010945	0.00167476	0.00116917	0.00079393	0.000335742	0.000333485	0.000315992	0.000205395	0.000118497	0.000177746	0	0	0	0	0	0	0	0
d3_11	0	0	0	0	0	0.000142094	3.3146e-06	3.15992e-05	0	0.000225809	0.000397812	0.000206429	0.000355867	0.000175112	0.00037263	0.0015336	0.00106599	0.000817347	0.00114613	0.00156679	0.00113249	0.00139347	0.00163723	0.00139008	0.00144642	0.00119428	0.00113362	0.000940077	0.000616467	0.000616185	0.000578378	0.000352858	0.000343641	0.000699133	0.000118497	0	0	0	0	0	0	0
