	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d1_0	0	0.168694	0.0824192	0.0529949	0.0292558	0.0182006	0.0118999	0.00889282	0.00566284	0.00298195	0.00221688	0.00188742	0.000927529	0.000560454	0.000439022	0.000280227	0.000224182	0	0
d1_1	0.0202821	0.00722747	0.00691196	0.00446844	0.00457169	0.00338936	0.00302208	0.00251169	0.00224389	0.00123055	0.00051221	0.000599253	0.000443693	0.000579136	0.000294238	0	0.000140113	0	0
d1_2	0.0136745	0.00751958	0.00568815	0.00452193	0.00500154	0.00397934	0.00299414	0.00243155	0.00124478	0.000848677	0.000653863	0.000822888	0.000398784	0.000247534	0.000219511	0.000410999	0	0	0
d1_3	0.011269	0.00790306	0.00445687	0.00521142	0.00541857	0.00297681	0.00289517	0.00207527	0.00199409	0.00124723	0.000939017	0.00097301	0.000833341	0.00101816	0.00042034	0.00021017	0.000326931	0	0
d1_4	0.00973399	0.00558024	0.00566192	0.0043187	0.00374994	0.00297493	0.00354781	0.00176476	0.00218354	0.001534	0.00234968	0.00096834	0.000667207	0.000940762	0.000513749	0.000280227	0.000140113	0	0
d1_5	0.00781365	0.00555037	0.00438605	0.0035624	0.0026626	0.00219651	0.00306227	0.00341179	0.00158315	0.00169258	0.00158729	0.00117439	0.00031292	0.000924749	0.000964114	0.000303579	0.000186818	0	0.000140113
d1_6	0.00554317	0.00415209	0.00416895	0.00419514	0.0023664	0.00276934	0.00271493	0.00223833	0.00232875	0.00105919	0.00140614	0.000950547	0.00112491	0.00046938	0.00100415	0.000116761	4.67045e-05	0.000186818	0.000560454
d1_7	0.00423053	0.0038014	0.0040732	0.00287088	0.00355868	0.00213635	0.00235306	0.00261322	0.00182006	0.000928759	0.00168136	0.00223894	0.000611829	0.000829005	0.000467045	0.000737931	0.000186818	0	0
d1_8	0.00332989	0.00257983	0.00180481	0.00223369	0.00157723	0.00180058	0.00170303	0.00140246	0.0014307	0.00227517	0.00190287	0.00183549	0.000828671	0.000840681	0.000560454	0.00093409	0.000256875	0.00021017	0.000326931
d1_9	0.00301595	0.00267951	0.00231726	0.0028295	0.00179749	0.00149088	0.00187943	0.00166902	0.00173996	0.00200729	0.00174875	0.00149688	0.00150589	0.000326931	4.67045e-05	0.000186818	0.000583806	0.000607158	0
d1_10	0.00205977	0.00203601	0.00176507	0.00110394	0.00112141	0.00103771	0.00202021	0.00199283	0.00200171	0.0020541	0.000999921	0.00101782	0.00114369	0.00081466	0.000467045	0.000537102	0.000490397	0.000607158	0.000186818
d1_11	0.00222259	0.001389	0.00156994	0.00211331	0.00180931	0.00152322	0.00149432	0.00242177	0.00204007	0.00193879	0.00124881	0.000884716	0.000761283	0.000590478	0.000565124	0.000597817	0.000303579	0.000373636	0.000326931
d1_12	0.00106592	0.00118518	0.00113918	0.00183744	0.00150373	0.00144058	0.00162327	0.00253538	0.0020898	0.000830673	0.0013124	0.00143871	0.00117195	0.00166001	0.00122833	0.000691226	0.00106486	0.000186818	0
d1_13	0.00158823	0.000796588	0.000415868	0.000653533	0.00118662	0.00122569	0.00172883	0.00114215	0.00142582	0.00119563	0.00201964	0.00157161	0.00179545	0.000775294	0.000660535	0.00112091	0.00108821	0.000793976	0.000560454
d1_14	0.000859351	0.000691534	0.000631385	0.00111977	0.00205971	0.00151734	0.000846797	0.00117428	0.00120498	0.00156393	0.00134776	0.00187785	0.00135443	0.000611161	0.000880046	0.000490397	0.000644522	0.00105085	0.0010275
d1_15	0.000481145	0.000523969	0.000543948	0.000839064	0.000824091	0.00092762	0.000822888	0.00123244	0.00216709	0.000940762	0.00171761	0.000915408	0.00147586	0.00113492	0.000892056	0.00114426	0.00127503	0.0010742	0.000607158
d1_16	0.000202365	0.000191738	0.000653486	0.000378843	0.000795199	0.00150044	0.000929965	0.00133664	0.00100348	0.00106119	0.00118162	0.00129772	0.00133108	0.00153191	0.00127503	0.00144784	0.000597817	0.00121432	0.00042034
d1_17	7.88316e-05	3.60586e-05	9.80693e-05	0.000521301	0.000432107	0.000528974	0.000726042	0.000821878	0.000417671	0.000734484	0.000901063	0.00139179	0.00147586	0.00128437	0.00186818	0.000560454	0.000770624	0.00063051	0.000280227
d1_18	0.000159581	0.000152616	0.000379418	0.000311565	0.000656754	0.000664734	0.00103083	0.000777296	0.00051842	0.000887385	0.00122833	0.00125057	0.00116761	0.00120498	0.00093409	0.000537102	0.000817328	0.000364295	0.000840681
d1_19	1.59763e-05	6.24689e-05	0.000283675	0.000594138	0.000715023	0.000462374	0.000716135	0.00133363	0.00134063	0.00173962	0.00324796	0.00347481	0.00371768	0.00468446	0.00565124	0.00866368	0.00730925	0.00812658	0.00467045
