	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.129265	0.0482625	0.0198083	0.0117751	0.00488217	0.00296154	0.00168835	0.000386516	0.00071863	0.000346311	0.000224054	2.88066e-05	1.5219e-05	2.01444e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_1	0.0602975	0.0479457	0.0330222	0.0220842	0.0182955	0.00997992	0.00778639	0.00390494	0.0028001	0.00116925	0.000808103	0.000709791	0.00031166	5.68317e-05	0.000272413	3.32383e-05	0	0	1.95774e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_2	0.0111653	0.0157665	0.0171575	0.013727	0.0135188	0.0109431	0.00758444	0.00597932	0.00413464	0.00239524	0.00276139	0.00212435	0.000858546	0.000777705	0.000505293	0.000181835	0.000223808	7.7556e-05	0.000104828	0	0.000110794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_3	0.00218031	0.00453869	0.00770764	0.00763971	0.00768723	0.0086179	0.00789032	0.00575945	0.00690608	0.00271362	0.00343787	0.00292922	0.00245441	0.000592562	0.00115446	0.000511397	0.000283464	9.76045e-05	0.00032658	0	3.32383e-05	1.80643e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_4	0.000436419	0.00161492	0.00225334	0.0035323	0.00447939	0.0049753	0.00467422	0.00434376	0.00574173	0.00436861	0.0045011	0.0032214	0.00314668	0.0017964	0.00235967	0.00088797	0.00101097	0.000812941	0.000421466	0.000446379	0.000136119	7.38629e-05	2.5852e-05	0.000107365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_5	9.20839e-05	0.000289145	0.00103261	0.0016477	0.00218715	0.00318402	0.00273135	0.00428407	0.00388329	0.00419452	0.00335604	0.0049514	0.00263395	0.00334667	0.00230517	0.00139042	0.0016879	0.000789301	0.00100043	0.0003308	0.000230374	0.000249455	0.000112641	9.54942e-05	0.000265906	0	0.000110794	1.84657e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_6	0.000242419	4.03874e-05	0.00016179	0.000274631	0.000698076	0.00130561	0.0011198	0.00245161	0.00221775	0.00265166	0.00319087	0.00293998	0.00235187	0.00217133	0.00221336	0.00208146	0.00186245	0.00145263	0.000936095	0.0010608	0.000661593	0.000823571	0.000134536	0.000328426	0.000184657	0.000490661	0	0	0	0	0	3.69314e-05	0	0	0	0	0	0	0	0	0	0
d3_7	0	8.30958e-06	1.77703e-05	0.000144165	0.000377715	0.00072409	0.00073012	0.00151631	0.0015362	0.00226816	0.00176883	0.00196337	0.00246143	0.0018446	0.00194409	0.00177796	0.00175897	0.00167848	0.00147515	0.00145579	0.00157582	0.000445288	0.000807304	0.000306435	0.000276986	0.000356125	0.000276986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_8	0	1.11866e-05	1.67371e-05	7.52969e-05	6.28921e-05	0.00037491	0.000291052	0.00082835	0.000447492	0.00107782	0.00151184	0.00158792	0.00137988	0.0025752	0.00147983	0.00198071	0.00115815	0.00200015	0.00190499	0.00147514	0.00177184	0.00157988	0.00091995	0.000498662	0.000278305	0.000500157	0.000370546	0.000110794	0.000166192	0	0	0.000166192	0	0	0	0	0	0	0	0	0	0
d3_9	0	0	0	0	1.42044e-06	0.000210509	0.000172419	0.000210109	0.000386761	0.00100168	0.000888747	0.000866995	0.000972976	0.00108757	0.00137423	0.00242996	0.00177033	0.00253199	0.00234773	0.0013334	0.0018215	0.00174579	0.00113309	0.000660809	0.000586595	0.000883981	0.000361401	0.000343462	0.000224666	0.00039886	0.000336076	1.84657e-05	0	0.000110794	0	0	0	0	0	0	0	0
d3_10	0	0	0	0	0	0	6.15524e-06	3.09661e-05	3.48211e-05	0.000189771	0.000425415	0.000371249	0.000584567	0.000247249	0.000758749	0.00118254	0.000935434	0.00178414	0.00218247	0.00151674	0.00172373	0.0014493	0.0011797	0.00224465	0.00141078	0.000689563	0.00085127	0.000579472	4.45815e-05	0.00025852	0.000232141	0.000332383	0	0	0	0	0	0	0	0	0	0
d3_11	0	0	0	0	0	0	0	3.8149e-05	0.00027171	2.5852e-05	7.59366e-05	0.000435365	0.000431737	0.000245894	0.000465504	0.000596396	0.00109079	0.000658259	0.000965134	0.00125725	0.00184094	0.00158139	0.00128583	0.00184061	0.00183751	0.00170993	0.00193679	0.000901127	0.000841158	0.000749708	0.000221589	0.000214202	0.00038778	0.000147726	5.53972e-05	0	0.000110794	0	0	0	0	0
d3_12	0	0	0	0	0	0	0	0	1.10794e-05	0	0.000202244	1.84657e-05	7.38629e-05	0.000302654	6.91146e-05	0.000454257	0.000434208	7.15902e-05	0.00032104	0.0013385	0.00169885	0.00161223	0.000918978	0.000849072	0.00164511	0.00130887	0.00127044	0.0006463	0.00151208	0.000572437	0.000878968	0.00052812	0.000147726	0.000184657	0.000110794	3.69314e-05	0.000276986	0	0	0	0	0
d3_13	0	0	0	0	0	0	0	0	0	0	0	5.80351e-05	0	5.23196e-05	0	0.000435791	0.000414248	0.000493035	0.000728165	0.000709084	0.000508687	0.00123536	0.00112342	0.000830342	0.00123166	0.000943071	0.000614645	0.000642607	0.00108605	0.00129629	0.00084573	0.000572437	0.00050385	0.000688508	0.000565051	0	0.000147726	0	0	0	0	0
d3_14	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37416e-05	0	7.20163e-05	0.000369314	0.000151683	0.000110794	7.91388e-05	0.00072376	0.000310224	0.000764129	0.0003155	0.00113881	0.00107998	0.00121716	0.00135169	0.00098607	0.00101931	0.00111902	0.00127783	0.000873165	0.000572437	0.000886355	3.69314e-05	0.000620448	0.000110794	0	0	0	0.000110794
d3_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69314e-05	0.000166192	0	0.000153002	0	3.69314e-05	0.000263796	4.80109e-05	0.000252365	0.000661073	0.000474305	0.00125567	0.000757095	0.00135538	0.00144033	0.00113749	0.00221378	0.000952831	0.0014034	0.00077556	0.00107101	0.000313917	0.000498575	0.000313917	0.000110794	0.000110794	0	0
d3_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10794e-05	1.84657e-05	0	0	0.000354542	0.000295452	0.000583517	0.000461643	0.00050385	0.00119289	0.000535506	0.00169885	0.000952831	0.00077556	0.000738629	0.00138493	0.000766328	0.00065738	0.000738629	0.000590903	0.000332383	0.000110794	0.000221589	0
d3_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5852e-05	0.000177271	0	3.69314e-05	0.000110794	0.000276986	9.23286e-05	0.00078664	0.000886355	0.000768174	0.00038778	0.00173578	0.00118181	0.00118181	0.000997149	0.00108948	0.000443177	0.000627835	0.000443177	0.000110794
d3_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000166192	0	1.84657e-05	3.69314e-05	0.000147726	0	0.00025852	0.000228975	0.000121874	0.000941752	0.00077556	0.000897434	0.000627835	0.00127413	0.00090482	0.00168038	0.00158805	0.000997149	0.00131107	0.0006463	0.000664766
d3_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000110794	0	0.000147726	0.000424712	0.000147726	0.000147726	0.000794026	0.000627835	0.00144033	0.00147726	0.00162498	0.00136646	0.00162498	0.00180964	0.00132953
d3_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000110794	0.000221589	0	0.00025852	0.000443177	0.000406246	0.00103408	0.000812492	0.0018835	0.00321304	0.00155112
