	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d3_0	0	0.0558797	0.0484537	0.0393573	0.0352225	0.0266951	0.0235406	0.0195722	0.0187358	0.0132368	0.0102462	0.00992624	0.00673753	0.00626706	0.00309882	0.00253941	0.00290274	0.00119101	0.00187683	0.000936244
d3_1	0.0156152	0.00251621	0.00384698	0.00299141	0.00244854	0.00180943	0.00184894	0.000818345	0.00188443	0.00141886	0.000879193	0.000906334	0.00217409	0.000617584	6.97764e-06	0.0014567	0.000709858	0.000810336	0.000358185	0.000651246
d3_2	0.0121662	0.00319198	0.00289666	0.00266592	0.000607662	0.00137517	0.00137146	0.000946247	0.00135715	0.00146167	0.00135015	0.00112386	0.000793517	0.0011324	0.00131956	0.000781495	0.000165316	0.00042331	0	0
d3_3	0.0129902	0.00203709	0.00204779	0.00153106	0.00183682	0.001674	0.0021672	0.00105739	0.00121306	0.00205223	0.00127331	0.000758237	0.000859941	0.000280036	0.000474789	0.000172129	0.000195374	0.000149787	0.00106153	0.0011065
d3_4	0.0105819	0.0039416	0.00277682	0.00355075	0.00288597	0.00174972	0.00153579	0.00138739	0.00227474	0.0020205	0.000613863	0.00110127	0.000547669	0.00121566	9.39655e-05	0.000184489	0.000722883	0.000488435	0.000651246	0.00122434
d3_5	0.00867648	0.00243873	0.00148505	0.00352301	0.000403741	0.00104475	0.00113488	0.0022912	0.00131919	0.00259662	0.000779229	0.00138265	0.000853727	0.000907928	0.00076754	0.000540534	0.000797777	0.000651246	0.0005303	0.000260498
d3_6	0.00849027	0.00161131	0.00138308	0.00214866	0.0021901	0.00201916	0.00235325	0.00144005	0.00181114	0.00188248	0.00118824	0.0020863	0.00208363	0.00144685	0.000884905	0.00116926	0.000667527	0.00034516	0.00100943	0.000651246
d3_7	0.00763538	0.00188714	0.00237074	0.00185895	0.0018847	0.00155782	0.0012021	0.00143005	0.0017031	0.0013141	0.0013216	0.00121261	0.00151182	0.00158532	0.000868328	0.00132854	0.00056984	0.000748933	1.30249e-05	0.00117224
d3_8	0.00552347	0.00154262	0.00158907	0.00215748	0.00137998	0.00106831	0.000887842	0.0023203	0.00143634	0.000979748	0.00112963	0.00125872	0.00113487	0.000631244	0.000833595	0.000172115	0.000420054	0.00118155	0.000195374	0.00133505
d3_9	0.00549661	0.00219025	0.00177009	0.00125411	0.00108582	0.000959726	0.00123889	0.00182187	0.0010983	0.000848326	0.00082406	0.000509679	0.00112942	0.000947098	0.000781495	0.000686313	0.00123365	0.00037121	7.05517e-05	0.000432614
d3_10	0.00536102	0.00208779	0.00183366	0.00204178	0.0019672	0.00104204	0.00184601	0.00181406	0.00185222	0.00174361	0.00140509	0.00170232	0.00140026	0.000574492	0.000195374	0.00113968	0.000692492	0.000293061	0.000803824	0.000916086
d3_11	0.00393785	0.00107233	0.00101811	0.00168083	0.00119818	0.00151593	0.00159313	0.00118155	0.000632687	0.000706137	0.000718876	0.00101594	0.00128466	0.00102248	0.000500839	0.00034516	0.0013639	0.000690321	0.000983382	0.000540534
d3_12	0.00494756	0.00097728	0.00212283	0.00148	0.000703597	0.00169863	0.00131538	0.0014451	0.0017827	0.00123439	0.00050696	0.00114402	0.00167429	0.000230441	0.000785992	0.000757616	0.00124667	0.000520997	0.000638221	0.000716371
d3_13	0.00473599	0.000905848	0.00155063	0.00105307	0.00175283	0.00148851	0.00253924	0.00172931	0.00141106	0.0013318	0.0013166	0.00164531	0.000195377	0.000606591	0.000996407	0.000670784	8.4662e-05	0.000670784	0.000358185	0.00133505
d3_14	0.00384217	0.00192377	0.00101767	0.00178552	0.000883252	0.00126588	0.00214681	0.00109844	0.00186241	0.0008786	0.00210542	0.000779402	0.00108975	0.00115955	0.00107895	0.000911761	0.0011034	0.000229038	0.000269802	0.00115441
d3_15	0.0021651	0.00074114	0.00137066	0.00139935	0.000919388	0.000997281	0.00147779	0.000674044	0.00114776	0.000853753	0.00150934	0.00104525	0.000680087	0.000625196	0.000565964	0.000358185	0.00125691	0.000647525	0.000651246	0.00120481
d3_16	0.00290715	0.00173086	0.00115639	0.00121102	0.000364251	0.000682256	0.00139103	0.00100086	0.00129738	0.000312598	0.00162183	0.000936709	0.000944307	0.000587052	0.00112666	0.0013639	0.00153043	0.00104199	0.00196304	0.000976869
d3_17	0.00221781	0.00191357	0.000555226	0.000986469	0.000120778	0.000523339	0.000132754	0.000881718	0.000893138	0.000458043	0.0015174	0.000374001	0.000152578	0.000761958	0.00076847	0.000770641	0.000462385	0.000647525	0.000325623	0.00270267
d3_18	0.00180796	0.000337227	0.00143938	0.000819172	0.00101568	0.00195812	0.00117236	0.00107562	0.00113162	0.000406564	0.000729396	0.000708232	0.000227936	0.000313684	0.000534022	0.000175836	0.00119178	0.000931282	0.00104199	0.00174534
d3_19	0.00240189	0.000787555	0.00108965	0.00105425	0.00150654	0.000351208	0.00076957	0.00132888	0.000895463	0.000843743	0.000677296	0.000683808	0.000694454	0.00110929	0.000534022	0.00102897	0.00122109	0.00187776	0.00105827	0.0036079
d3_20	0.00204529	0.00191859	0.00152623	0.00283147	0.00218884	0.00359958	0.00356146	0.00333404	0.00479971	0.0033719	0.00566398	0.00645585	0.00677141	0.0055252	0.00540705	0.00818895	0.00741118	0.0079973	0.00885043	0.0379025
