	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.0788325	0.0393837	0.0278819	0.0255712	0.0212828	0.0208617	0.019501	0.0155175	0.0164299	0.0142665	0.0126423	0.0117477	0.00963829	0.0107973	0.0099523	0.00691019	0.0074648	0.00686236	0.0041416	0.0071668	0.00623895	0.00541673	0.00295956	0.00284723	0.00416042	0.00330911	0.00237538	0.00139041	0.00169233	0.00129561	0.00178304	0.00140211	0.000694776	0.0014259	0.000875153	0.000663453	0.000680465	0.000340232	0.000130422	0.000612418	0.000396938
d3_1	0.00937872	0.00469501	0.002962	0.00211857	0.00112144	0.000698076	0.000804383	0.00134055	0.000430703	0.000493987	0.000627853	0.00133836	0.000927277	0.000744359	0.000748352	0.00100329	0.000534921	0.000579561	0.00079023	0.000598782	0.000376686	0.0010801	0.000569202	6.52112e-05	0.000572319	0.000453643	0.000226822	0.000742436	0.000413949	0.000669124	0.000453643	0.000470655	0.000113411	0.000252744	0.000170116	0.000538701	0	0	0	5.67054e-05	0	0
d3_2	0.0070305	0.00506169	0.00348779	0.00132337	0.00127106	0.00110144	0.00188193	0.000569822	0.000737976	0.000578788	0.000884592	0.000889452	0.000498602	0.000427316	0.000899983	0.000828979	0.000595407	0.000531141	0.00096875	0.000430814	0.000510349	0.000501438	0.000678575	0.000359932	0.000371678	0.000623354	3.68585e-05	0.000272186	0.000606748	0.000153105	0.00011017	8.4653e-05	4.53643e-05	0.000357244	0.000226822	5.67054e-05	0	0.000170116	0.000272186	0.000226822	0	0.000170116
d3_3	0.0056096	0.00443123	0.00205164	0.00176522	0.00114411	0.000490142	0.000321183	0.000971966	0.000250175	0.00152603	0.00101611	0.000988564	0.00029461	0.000770383	0.000824916	0.000276548	0.000627569	0.000201157	0.000598242	0.00107649	0.000116504	9.31589e-05	0.000380061	0.000456073	8.50581e-05	0.000170116	0.000240998	6.80465e-05	0.000249504	0.000226822	0.000480646	0.00010396	0.000510349	0.000187128	0.000470655	0	0.000113411	0.000453643	5.67054e-05	0	0.000170116	0
d3_4	0.00493709	0.00401216	0.00188863	0.0022081	0.00110043	0.00206207	0.000771856	0.000688586	0.000841253	0.00102622	0.000330119	0.00109427	0.000788978	0.00128438	0.00108402	0.000676795	0.000619169	0.0011522	0.000621182	0.000725682	0.000647387	0.000319035	0.000376551	0.000142169	0.000772003	0.000263275	0.000541536	0.000374256	2.55174e-05	0.000151754	0.00114828	2.55174e-05	0.000669124	0.000697476	0.000368585	0.000170116	5.95407e-05	0.000272186	1.13411e-05	0.000170116	5.67054e-05	0
d3_5	0.00483967	0.00362457	0.0018636	0.00119506	0.00119008	0.000952229	0.00112279	0.000670977	0.00140198	0.00124293	0.000908084	0.000646847	0.000417325	0.00020576	0.000338342	0.000711113	0.000979518	0.000561383	0.000725019	0.000385057	0.000317955	0.000666288	0.000430421	0.000550042	0.000660213	0.000277856	0.000277856	0.00011017	0.000121512	0.000152159	0.000176192	0.00010207	0.000340232	0	0.000113411	0.000652112	0	0	0	0.000170116	5.67054e-05	0
d3_6	0.00315216	0.00377502	0.00151319	0.00152229	0.00112926	0.00100828	0.00111061	0.000483461	0.0010404	0.000938732	0.000291784	0.000619967	0.00112032	0.00105784	0.000501573	0.00034049	0.000401663	0.00117743	0.000883254	0.000561236	0.000339827	0.000336992	0.000563814	8.50581e-05	0.000153105	0.000411114	0.000850581	0.000300539	0.000357244	0.00042529	0.000283527	0.000238163	0.000170116	0.000170116	0.00041638	0.00010207	0.000170116	0	0.000612418	0.00042529	0.000396938	0.000396938
d3_7	0.00412111	0.00425031	0.00232997	0.00145431	0.00121151	0.000924675	0.000704383	0.00074879	0.000485371	0.00129587	0.000875006	0.000272186	0.00100272	0.000614971	0.00111681	0.000782534	0.000782129	0.000524783	0.00115828	8.50581e-05	0.000625793	0.00052169	0.000351573	0.000198469	0.000399773	0.000408279	0.000357244	0.000178217	8.50581e-05	0	0.000238163	0.000226822	0.000170116	5.67054e-05	0.000413949	0.000272186	0.000226822	5.67054e-05	0	0.000396938	0.000340232	0
d3_8	0.00268528	0.00286183	0.00234878	0.000971752	0.000704492	0.000607579	0.000749722	0.00110886	0.000787518	0.000499265	0.000870563	0.00114991	0.000599187	0.000771451	0.000489692	0.000232492	0.000933344	0.000885144	0.000472545	0.000375315	0.000773779	0.000362509	2.30872e-05	0.000138523	0.000413544	0.000279747	0.000340232	0.000340232	0.000717581	0.000170116	6.80465e-05	0.000830329	0.000442302	0.000170116	0.00042529	0.000340232	0.000170116	0.000348333	0.000623759	0	1.70116e-05	0
d3_9	0.00272049	0.00206486	0.00225791	0.00112968	0.00152835	0.000330845	0.000670977	0.000507948	0.00112199	0.000367648	0.000345498	0.000851244	0.00109887	0.000101125	0.00104162	0.000246803	0.000419743	0.00104054	0.000978177	0.00121877	0.000741626	0.000453643	0.000368585	0.000985864	0.000328891	0.000300539	0.000453643	0.00145166	0.000243833	0.000688025	0.000396938	2.83527e-05	0.000396938	0.000255174	2.83527e-05	8.50581e-05	0.000255174	0.000283527	0.000198469	0.000340232	0.000567054	0
d3_10	0.00187887	0.00221151	0.00181244	0.00160591	0.00146746	0.000655971	0.000259425	0.00109725	0.001197	0.000417325	0.00052126	0.000899443	0.000424345	0.000553958	0.000314715	0.000569484	0.000559211	0.00021224	0.000784155	0.000960751	0.000875693	0.00129841	0.00100936	0.000351573	7.61472e-05	0.00031188	0.000385597	0.000119081	0.00042529	0.000170116	0.000510349	0.000255174	0.000255174	0.000595407	0.000481996	0.00010207	0.000170116	0.000680465	0.000640771	0.000765523	0	0.000170116
d3_11	0.00154846	0.00217925	0.00176382	0.00125568	0.000981396	0.000848313	0.000670348	0.000503079	0.000105985	0.000801424	0.000400178	0.000641851	0.000993863	0.000432041	0.00127329	0.000893515	0.000427316	0.000385597	0.000821541	0.000282717	0.000385192	0.00052979	0.000762282	0.0007878	0.000453643	0.000566907	3.40232e-05	0.000779699	0.000147434	0.000708817	2.83527e-05	7.3717e-05	0.000153105	0.000623759	0	0.000243833	0.000340232	0.000765523	0.000328891	0.000567054	0.000255174	0.000170116
d3_12	0.00173173	0.00120092	0.000867416	0.00142617	0.000841756	0.0010208	0.000696789	0.000757422	0.000178364	0.000852729	0.00111224	0.000345093	0.000717863	0.000826414	0.000390862	0.00036575	8.61259e-05	0.000455128	0.000432446	0.00017699	0.000370475	0.00062943	0.000118136	0.000466469	0.000357244	0.000575155	8.50581e-05	0.000187128	0.000538701	9.07286e-05	0.00094131	0.000546802	0.000283527	0.000396938	0.000187128	0.000481996	0.000481996	0	0.000226822	0.000567054	0.000340232	0
d3_13	0.000696744	0.00200133	0.000772907	0.000308178	0.000744715	0.000378911	0.000536705	0.000727789	0.000183347	0.000471858	0.000486181	0.000648872	0.000362374	0.000248694	0.000460259	0.000357244	0.000384787	0.000464984	0.000323221	0.00031188	0.000640771	0.000431366	7.93875e-05	0.00113978	0.000255174	0.000459314	0.000754182	0.000952651	8.50581e-05	0.000198469	0.00011017	0.000453643	0.00111386	0.000226822	0.000170116	0	0.000170116	0.000226822	8.50581e-05	0.000340232	0.00124752	0.000567054
d3_14	0.00152684	0.00136328	0.00134253	0.00106085	0.000244063	0.000743086	0.000417465	0.000643864	0.000304037	0.000422455	0.000337397	0.00051982	0.000300539	0.000404498	0.000470655	0.00104338	0.000305399	0.000141763	0.000130422	0.000602967	0.000351573	0.000189558	0.000402608	0.000618089	0.00105715	0.000272186	0.000442302	8.50581e-05	0.000799951	0.000481996	0.000170116	6.48062e-05	0.000680465	0.000368585	5.67054e-05	0.000394102	0.000396938	0.000481996	0.000510349	0.000170116	0.000793875	0.000170116
d3_15	0.000771945	0.000732474	0.000961449	0.000833955	0.000194347	0.000491308	0.000927326	0.000144857	0.000216021	0.000396938	0.000135688	0.000258415	0.000301484	0.00052844	0.000404498	0.000354409	0.000130422	0.00073717	0.000436632	0.000255174	0.000237758	0.000223581	0.000234922	0.000187128	0.000283527	0.000510349	0.000283527	0.000439062	0	0.000446082	0.000203194	0.000595407	0.000567054	0.00073717	0.000170116	0.000555713	0.000340232	0.000340232	0.000453643	0.000396938	0.000793875	0.00073717
d3_16	0.000393006	0.000540861	0.000943464	0.000310582	0.000777534	0.000145218	0.000305264	0.000489557	0.0010994	0.000568404	0.00026368	0.000938069	0.000355354	0.000223041	0.000400976	0.000499007	0.000402608	0.00081398	2.83527e-05	0.000170116	1.70116e-05	0.000575155	0.00052925	0.000243833	0.000907286	0.000552878	5.67054e-05	0.000481996	0.000810887	0.000533031	0.000878934	0.000226822	0.000396938	0.000141763	0	0.000226822	0.000935639	0.000283527	0.000396938	0.000340232	0.000680465	0.000340232
