	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d2_0	0	0.0184435	0.016452	0.0108235	0.00666405	0.0044361	0.00322356	0.00397273	0.00148855	0.00211944	0.000847779	0.000423889	0.000147868	0.000690048	0.000591469	9.85787e-05	0	0.000295733	0	0
d2_1	0.00677357	0.00753182	0.0062691	0.0102072	0.00626968	0.00669775	0.00544156	0.00351927	0.00454448	0.00340096	0.00230674	0.00351924	0.0016364	0.000492895	0.000423887	0.000394313	0.000423885	9.85778e-05	0	0
d2_2	0.00686615	0.005215	0.00418966	0.00282925	0.00444029	0.00638862	0.00427833	0.00353898	0.00293764	0.00282922	0.00367134	0.00314465	0.0026419	0.000867491	0.00197156	0.00106465	0.00165611	0.000887201	9.85779e-05	0
d2_3	0.00542234	0.00292229	0.00376574	0.00202089	0.00291231	0.00241519	0.004022	0.00437688	0.0023856	0.0028292	0.00343052	0.00237574	0.00353895	0.00219829	0.00156739	0.000936492	0.00152796	0.000837914	7.88632e-05	0
d2_4	0.00450957	0.00284904	0.00165616	0.00203073	0.00171528	0.000975936	0.00218845	0.00180398	0.00132096	0.00134067	0.00288834	0.00130124	0.00254332	0.00200114	0.00197156	0.000443601	0.000591469	0.000295733	0	0.000177441
d2_5	0.00195207	0.00323347	0.00182373	0.00089708	0.00149276	0.00200114	0.000867496	0.00106465	0.00268555	0.00134067	0.00142938	0.00200114	0.00114351	0.00241516	0.00160682	0.00162653	0.000591468	0.000394312	0	0.000295734
d2_6	0.00181401	0.00350385	0.0025335	0.00178428	0.00133081	0.000916781	0.00277005	0.00128152	0.00128152	0.00173498	0.000404172	0.00276018	0.000837915	0.000374598	0.00172512	0.000473176	0.00131109	0.000197157	0	0
d2_7	0.00235615	0.00356157	0.00153785	0.00193707	0.00152797	0.00106465	0.00073934	0.000966069	0.00145896	0.00131109	0.000985782	0.00247431	0.000443602	0.000818198	0.000887203	0.000690048	0.000739334	0.00049289	0	0
d2_8	0.00303629	0.0033813	0.00273064	0.00165612	0.000670338	0.000778771	0.0027109	0.00264189	0.00198142	0.000719621	0.000739335	0.00104493	0.00157725	0.00111393	9.85786e-05	0.00197156	0.000443601	0.000295733	0	0
d2_9	0.00208992	0.00167025	0.00106467	0.00181384	0.0012266	0.0011928	0.000345025	0.00099564	0.00108436	0.00108436	0.000867486	0.000443602	6.33736e-05	0.00116322	0.00117308	1.94318e-10	0.00059147	0.000690045	0.000394311	0.000295733
