	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.00770176	0.00958453	0.00627235	0.00536357	0.00345936	0.00549097	0.00442952	0.00539832	0.0028899	0.00398494	0.00419524	0.0048977	0.00458362	0.00362173	0.00428914	0.0032039	0.00220839	0.00273698	0.00284633	0.00283652	0.00265003	0.00372966	0.000961868	0.00247336	0.00160965	0.00255187	0.00190409	0.00117779	0.0019139	0.00091279	0.00192371	0.0015802	0.000490743	0.00094223	0.00113852	0.00169797	0.00068704	0.001325	0.00107963	0.000392595	9.81485e-05
d3_1	0.0164741	0.00320273	0.00466213	0.00357265	0.00173726	0.00205133	0.000353367	0.00173725	0.00146243	0.00113854	0.000255203	0.000893167	0.0026991	0.00163909	0.00194335	0.000588904	0.0013839	0.000707382	0.00127594	0.0013152	0.00150168	0.00140353	0.000926811	0.0015802	0.00127593	0.00132501	0.000814641	0.00098149	0.00201205	0.000255189	0.00174704	0.000834265	0.000392594	0.00106982	0.000441668	0.000637968	0.00101093	0.00132501	0.0009913	0.00176667	4.90745e-05	0.000392593
d3_2	0.0164498	0.0069239	0.00283655	0.00109369	0.00135446	0.00165872	0.00196298	0.0011778	0.00167835	0.00218311	0.000598713	0.00169798	0.00054964	0.00231631	0.000667417	0.000520194	0.0005889	0.00084408	0.00204149	0.00204149	0.0011876	0.000687046	0.000490747	0.000667415	0.000667414	0.000883339	0.00100112	0.000539819	0.000520191	0.00101093	0.000981487	0.00150167	0.0009226	0.00122686	0.00068704	0.00122686	0.00186482	0.00132501	0.00157037	0.00117778	0.000981483	0
d3_3	0.00912259	0.00799437	0.00286599	0.0025617	0.00318984	1.96391e-05	0.000942236	0.00103057	0.00198261	0.000824456	0.000422046	0.000991305	0.00113853	0.000343524	0.00101584	0.00159983	0.000785191	0.000736115	0.000736114	0.0017176	0.000520188	0.000471116	0.000736114	0.000549635	0.000971672	0.000520188	0.000687041	0.0012563	0.000618338	0.000323893	9.81491e-05	0.00078519	0.000716484	0.00127593	0.00142315	0.000294446	0.00206111	0.002385	0.001325	0.000785186	0.000490741	0.000392593
d3_4	0.00476043	0.00551607	0.00220908	0.00252244	0.000579093	0.00152131	0.000255195	0.0018452	0.00104038	0.00135445	0.000294448	0.00127594	0.00177649	0.000323893	0.00029445	9.81507e-05	0.0011189	0.000716485	0.00147223	9.81501e-05	0.00017667	0.000863707	0.000618338	7.85214e-05	0.000863707	0.000637969	0.000932411	0.00204149	0.000176668	0.000726299	0.000765559	0.00179612	9.81493e-05	0.000441668	0.000490742	0.00137408	0.00103056	0.000147223	0.00196297	0.00103056	0.000441668	0.000294445
d3_5	0.00647653	0.00639938	0.0026108	0.0034885	0.000952053	0.00137409	0.000687046	0.000888251	0.000745934	0.000206114	0.00104038	0.00162927	0.000539819	0.000814634	0.00169797	0.000294449	0.00106001	0.0017176	0.00034352	0.000946432	0.000618337	0.00112871	0.000863707	0.00078519	0.0014526	0.00042204	0.000883335	0.000883338	0.000441668	0.000196299	0.00115815	0.000392595	0.000539816	0.000736112	0.000981484	0.00112871	0.00140352	0.000569261	0.0027776	0.00161945	0.00117778	0
d3_6	0.00560437	0.00400453	0.00355301	0.0022378	0.00144279	0.000981488	0.00269909	0.000942228	0.00240464	0.000255187	0.000618338	4.90763e-05	0.000932411	3.02319e-09	0.000834262	0.00167834	0.00127593	0.000294447	0.000618338	0.00181574	0.00176667	0.000392595	0.000471112	0.000863707	4.90744e-05	0.000294446	0.000785188	0.000323891	0.000157041	0.000795002	0.0009913	0.000196298	0.00103056	0.00093241	0.000539816	0.00166852	0.000863706	0.00147222	0.00142315	0.00181574	0.000294445	0.000294445
d3_7	0.00435785	0.00508414	0.00222801	0.000893168	0.000618344	0.000323897	0.000520192	0.00155075	0.00199241	0.000451484	0.000422039	1.70602e-09	6.54718e-10	0.000667413	0.000147223	0.00091278	0.000441667	0.000893151	0.000147223	0.000588889	0.00034352	0.000196297	0.000539816	4.90744e-05	0.000632359	0.000294446	0.000343519	0.000392593	0.000736113	0.00104037	0.000981483	0.000412223	0.000196296	0.000765558	0.000637963	0.000834261	0.00137408	0.000687038	0.000687038	0.00260093	0.00122685	9.81483e-05
d3_8	0.00145263	0.0037395	0.003023	0.00162928	0.00210038	0.000579084	0.000667412	0.00044167	0.00017667	0.000588895	0.000834265	0.000716485	0.000392595	9.81489e-05	0.0012563	0.000196297	0.000147223	4.90756e-05	2.94456e-05	0.000441668	4.90752e-05	0.000490743	0.000441667	0.000392593	0.00066741	0.000225742	0.000687039	4.90752e-05	0.000147223	9.81488e-05	0.000147223	0.000637964	0.000539816	0.00106	0.000441668	0.000392595	9.81492e-05	0.000294445	0.00058889	0.001325	0.00157037	9.81482e-05
d3_9	0.00336651	0.0028169	0.00390072	0.0027678	0.00192372	0.00221816	0.00243408	0.00143297	0.00101093	0.000539819	0.00184519	8.91835e-10	0.000785189	0.00093241	0.000441669	0.000441668	0.000147225	0.000392594	1.5166e-09	0.000392594	0.000618336	0.00112871	0.000490741	0.000392594	0.000147223	0.000127594	0.00083426	0.000785187	0	0.00091278	0.000245372	0.00083426	0.000863705	0.00101093	0.000294446	0.000441668	0.000687038	0.000618334	0.00166852	0.00107963	0.000687039	0.000981483
