	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.0721063	0.0333742	0.0186644	0.00979292	0.00472609	0.00319676	0.00123279	0.00171087	0.000377742	0.000169267	0.000154954	0.000194521	1.87305e-05	0	2.98574e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_1	0.0317746	0.0354485	0.0288514	0.0194411	0.0152436	0.0104034	0.00659385	0.00462629	0.00373652	0.00150536	0.000958299	0.000342491	0.00115091	6.47087e-05	0.000474418	0.000187912	0.000214521	4.733e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_2	0.00761109	0.0119226	0.014345	0.0133058	0.0137818	0.0123869	0.0102603	0.00773842	0.00604583	0.00575714	0.00262535	0.00190069	0.00114008	0.000883148	0.000742138	0.000442968	0.000182919	0.000371879	4.32871e-05	0	2.01716e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_3	0.00214931	0.00407794	0.00686628	0.00849689	0.0107696	0.00933284	0.0088764	0.00675139	0.00638587	0.00675174	0.00522087	0.0036886	0.00266167	0.0019531	0.00151268	0.00088861	0.000875943	0.000118991	9.67602e-05	2.31189e-05	4.733e-05	0	3.7864e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_4	0.000256271	0.00121161	0.00289285	0.00354847	0.00594176	0.00583017	0.00768076	0.00592737	0.0058915	0.00449211	0.00407575	0.00595731	0.00299299	0.00211408	0.00216213	0.00101498	0.000680876	0.000210693	0.00044244	0.000536772	0.000405675	0.000272147	0.000248482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_5	3.89406e-05	0.000503897	0.00133982	0.00205637	0.00250833	0.00395182	0.00520776	0.0046935	0.00459664	0.00447529	0.00522678	0.00414036	0.00348489	0.00365209	0.00441372	0.0020375	0.00177097	0.00182819	0.00114614	0.00125817	0.000712091	0.000503276	0.00018932	0.000463834	0.000198786	0	0	0.000113592	0	0	0.00014199	0	0	0	0	0	0	0	0	0	0	0
d3_6	7.31493e-05	0.000131496	0.000377269	0.000449183	0.00115024	0.00166481	0.00137925	0.00204941	0.00328644	0.00397074	0.00444342	0.00343238	0.00396021	0.00333625	0.00296451	0.00310722	0.00201997	0.0024347	0.000918445	0.0010052	0.000440563	0.000897671	0.000896903	0.000645716	0.00033131	0.000198786	0.00037864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_7	0	0	0.0002721	0.000269534	0.000406477	0.000387871	0.00104326	0.00186497	0.00161501	0.00157842	0.00271392	0.00302357	0.00280053	0.00194022	0.00301894	0.002463	0.00322248	0.0014009	0.00241485	0.00142587	0.00149247	0.000528969	0.000748603	0.000461129	0.000598178	0.000156189	0.00033131	0.00023665	0	4.733e-05	0	0	0	0	0	0	0	0	0	0	0	0
d3_8	0	0	2.52427e-05	3.7864e-05	7.45578e-05	0.000118374	0.00051068	0.000698775	0.00140138	0.00107163	0.00190064	0.00187566	0.00265516	0.00310965	0.00232608	0.00240445	0.00284274	0.00300747	0.00256954	0.00206527	0.00206786	0.00169116	0.000857236	0.00130631	0.000697779	0.000522658	0.000508797	0.000591625	0.00023665	0	0.00018932	0	0	0	0	0	0	0	0	0	0	0
d3_9	0	0	0	0	3.09796e-05	0.000151965	0.000121742	0.000245441	0.000442025	0.00101998	0.000837275	0.00195341	0.0021054	0.00169583	0.00306558	0.00221474	0.00189717	0.00286307	0.00142631	0.00191054	0.003003	0.00189286	0.00197624	0.00138046	0.000692596	0.000816442	0.000972969	4.733e-05	4.733e-05	0.000298179	0.00014199	0.000212985	0.00014199	0	0	0	0	0	0	0	0	0
d3_10	0	0	0	0	2.26405e-05	6.94173e-05	1.8724e-05	0.000324945	0.000300281	0.000179854	0.000348261	0.000310551	0.00129605	0.000445455	0.0011749	0.00084022	0.00193763	0.00127278	0.00295697	0.00195574	0.00197488	0.00173847	0.00203249	0.0022502	0.00113006	0.00153755	0.000478371	0.000841798	9.466e-05	0.000828275	0.000198786	4.733e-05	0	0.00023665	0.000179854	0	0	0	0	0	0	0
d3_11	0	0	0	0	0	0	0	2.3665e-05	8.77756e-05	0.00030449	0.000371756	0.000324764	0.000540802	0.000266121	0.000488108	0.00154543	0.00111192	0.000905447	0.00186564	0.00200566	0.00208814	0.00210697	0.00170533	0.000699808	0.00192633	0.00145709	0.00186987	0.00155006	0.000976575	0.00104126	0.000638955	0.000416504	0.00028398	0.000203519	4.733e-05	0	0	0	0	0	0	0
d3_12	0	0	0	0	0	0	0	0	0	2.87361e-05	5.62428e-05	0.000267076	0.000129611	0.000263289	0.000956404	0.000594329	0.000710626	0.000629506	0.00106413	0.00114278	0.00146453	0.0016481	0.00117378	0.00217684	0.00171729	0.00133944	0.00143106	0.00137223	0.00177487	0.00145033	0.000904003	0.00075728	0.000463834	0.00028398	0.000402305	0.00018932	0	0	0	0	0	0
d3_13	0	0	0	0	0	0	0	0	2.3665e-05	0	0	0	7.0995e-05	4.733e-05	0.000165655	0.000307645	0.000397526	0.000867829	0.000574721	0.00116217	0.000272147	0.00120556	0.000809343	0.001617	0.000705217	0.00252235	0.0013533	0.00217718	0.000998663	0.00119745	0.00127791	0.000977026	0.000440169	0.000487499	0.00080461	0.00018932	0.00023665	0.00014199	4.733e-05	0	0	0
d3_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000461129	0.000252877	0.000511164	0.000754125	0.000544295	0.000589258	0.000740376	0.000383373	0.000948966	0.00146723	0.00115418	0.00201558	0.00165182	0.00150509	0.00201389	0.00124951	0.00185263	0.00144356	0.000762013	0.000487499	0.00014199	0.00028398	0	0	0.00014199	0	0
d3_15	0	0	0	0	0	0	0	0	0	2.3665e-05	0	0.00018932	0	2.3665e-05	3.09796e-05	8.5194e-05	0	0	0.000369174	0.000260315	0.000233945	0.000437802	0.000918202	0.000629489	0.001332	0.000625094	0.00085194	0.00234013	0.00173431	0.00168021	0.00112645	0.00156189	0.00152403	0.00123058	0.000927668	0.00179854	0.00104126	0.00033131	0.00052063	0.00028398	0.00014199	0
d3_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018932	0.00014199	0.000456396	0.000345509	0.000269781	8.0461e-05	0.00042597	0	0.000866139	0.000394867	0.00075728	0.00241383	0.00085194	0.00100813	0.00123058	0.00118325	0.00177487	0.000591625	0.00104126	0.00018932	0.00042597	0.00018932	0
d3_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.733e-05	8.5194e-05	0	0	7.0995e-05	7.0995e-05	0.000558494	0.000260315	0.000724149	0.000544295	0.00113592	0.00125898	0.00201152	0.00184587	0.00129211	0.00161598	0.00158555	0.00156189	0.00179854	0.00070995	0.00052063	0	0.00014199
d3_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3665e-05	0	7.0995e-05	0.00014199	4.733e-05	0.00018932	0.00033131	9.466e-05	0.00018932	0.000307645	0.00056796	0.00139623	0.00108859	0.00137257	0.0018932	0.00198786	0.00186953	0.000780945	0.0009466	0.00085194	0.00056796
d3_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018932	0	0.00014199	0	0.00028398	0	9.466e-05	0.000179854	0.000828275	0.00070995	0.00056796	0.00146723	0.00170388	0.00165655	0.00269781	0.00274514	0.00085194
