	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d3_0	0	0.0902445	0.0558082	0.0433873	0.0296846	0.0234277	0.0154852	0.0102933	0.00825144	0.003937	0.00256859	0.000552895	0.00200137	0.00119483	0.000710603	0.000238381	0.000408654	0.000204327	0	0
d3_1	0.00547378	0.00473584	0.00678156	0.00553573	0.0049406	0.00514024	0.00348135	0.00272922	0.00168225	0.001928	0.00174846	0.000790581	0.000527428	0.000659276	0.000464712	0.000326923	9.14606e-05	0	0	0
d3_2	0.00355158	0.00419011	0.00423323	0.00489511	0.00532412	0.00675598	0.00200807	0.00156084	0.00280927	0.00197565	0.00193667	0.00127648	0.000666882	0.000749227	0.000119191	0.000204363	0.000374599	0	0.000408654	0
d3_3	0.00306641	0.00279251	0.00468075	0.00414135	0.00371751	0.00274101	0.00309808	0.00320663	0.00155612	0.00231379	0.000922226	0.000691785	0.000381507	0.000697354	0.000646386	0.000418384	0.000204327	0	0.000326923	0.000272436
d3_4	0.00195898	0.00303755	0.00466919	0.0049455	0.00372659	0.00328419	0.00379013	0.00232708	0.00408691	0.00275603	0.000986448	0.00222819	0.00138247	0.000874231	0.00141279	0.000238381	0.000476763	6.81089e-05	0	0
d3_5	0.00187705	0.00378817	0.0036558	0.00355829	0.00315477	0.00423228	0.00296568	0.00246948	0.000987301	0.00201771	0.00160304	0.00109673	0.0014371	0.00098985	9.14606e-05	0.000449519	0.00030649	0.000340545	0	0
d3_6	0.00151699	0.00351111	0.00166451	0.00424622	0.00311099	0.00447047	0.0022377	0.00228669	0.00236782	0.00142379	0.00263022	0.00214807	0.000597858	0.00105812	0.00164824	0.000711252	0.000204327	0	0	0
d3_7	0.00182856	0.00250524	0.00460292	0.00372982	0.00229551	0.00249142	0.00262475	0.00249234	0.00329732	0.00326995	0.00224299	0.00125108	0.00113096	0.000556547	0.00102163	0.000125515	0.000681089	0.000204327	0	0
d3_8	0.000988289	0.00138398	0.00375023	0.002439	0.00243623	0.00292515	0.00436151	0.00166207	0.00175099	0.00175378	0.00196495	0.00176559	0.00180676	0.00123281	0.000407054	0.000234976	0.00137953	0.00030649	0	0
d3_9	0.00139778	0.00187435	0.00244595	0.00301607	0.00198764	0.00315276	0.00346294	0.00299955	0.00226926	0.00253384	0.00145234	0.00290792	0.0010522	0.000713522	0.00111018	0.00103136	0.000258814	0.000289773	0.000476763	0.000272436
d3_10	0.000488661	0.00188751	0.00191229	0.00211141	0.0024543	0.00302371	0.0017832	0.0030842	0.00294275	0.00254138	0.00184872	0.00221981	0.00284822	0.00093178	0.00155288	0.000667468	0.000374599	0.000408654	0.00061298	0
d3_11	0.000517404	0.00123573	0.000596461	0.0018125	0.0029457	0.00266359	0.00187604	0.00194414	0.00370644	0.00116163	0.00187086	0.00147683	0.0016818	0.00245825	0.00136899	0.000973958	0.00106542	0.000749198	0.000476763	0.000544872
d3_12	0.000382997	0.000488154	0.00118006	0.00226427	0.00142184	0.00120287	0.00217522	0.00280184	0.00269832	0.00184782	0.00185994	0.00112647	0.00150456	0.00228738	0.00154948	0.000395032	0.000438816	0.00102163	0	0.000204327
d3_13	0.0001521	0.000568493	0.000794663	0.0013597	0.00103132	0.00180645	0.00160501	0.00146645	0.00156254	0.00238353	0.00344362	0.00162398	0.000821848	0.00176014	0.00061298	0.000861094	0.000690819	0.00158353	0.000520547	6.81089e-05
d3_14	0.000230407	0.000406771	0.000675226	0.0010553	0.00131893	0.00219761	0.00183927	0.00102626	0.00208044	0.00261333	0.00143602	0.00159954	0.000939727	0.00113693	0.00284698	0.00148477	0.00104207	0.000476763	0.000953525	0.000204327
d3_15	0.000310688	0.000320835	0.000966801	0.000711089	0.000671468	0.000202969	0.00120956	0.00225192	0.00104312	0.00160738	0.001372	0.000896048	0.0021006	0.00170959	0.00129018	0.00125612	0.000904876	0.00143029	0.000895146	0.000408654
d3_16	0.000193824	0.000473623	0.000477032	0.000678558	0.000792232	0.0019879	0.000614657	0.00112556	0.00302877	0.000667685	0.00211289	0.00246805	0.00101427	0.00177158	0.00100299	0.00152791	0.00136218	0.00138261	0.000408654	0
d3_17	0.000457468	0.000243012	8.04283e-05	0.00101984	0.000983624	0.000849148	0.00136038	0.000817458	0.000558906	0.000761038	0.00171166	0.00136899	0.00122054	0.00205379	0.00061298	0.00102845	0.000517628	0.0011238	0.000544872	0.000701522
d3_18	1.45706e-06	0.000895104	0.000192787	0.000380106	0.000369255	6.65888e-05	0.00139712	0.000913441	0.00129555	0.00159462	0.00155787	0.00138942	0.000347356	0.00124981	0.00284695	0.00253741	0.0014984	0.000963255	0.000715144	0.000408654
d3_19	6.2487e-05	0.000177725	0.000255106	0.000368014	0.000690416	0.000388322	0.00064875	0.000759496	0.00125298	0.00138087	0.0014743	0.00124622	0.00169591	0.00170175	0.00191521	0.00158921	0.00124866	0.0013145	0.000701522	0.000204327
d3_20	2.95424e-05	4.92639e-05	0.000650437	0.000832423	0.000534499	0.000769816	0.00130071	0.00212632	0.000626796	0.00213654	0.0028418	0.00534024	0.00444103	0.00759546	0.0103633	0.00978649	0.0110805	0.0127594	0.0142507	0.0371058
