	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19
d3_0	0	0.0333495	0.0238868	0.0147324	0.00898554	0.00313274	0.00396675	0.000569586	0.00025428	0.000457701	1.53638e-10	0	0	0	0	0	0	0	0	0
d3_1	0.012079	0.0176767	0.0157598	0.00969837	0.0100942	0.00386941	0.00335649	0.0010578	0.000589928	0.000152568	0.000101712	4.76547e-10	0	0	0	0	0	0	0	0
d3_2	0.00621935	0.013095	0.0129219	0.0127395	0.0103485	0.00572639	0.00470926	0.00442445	0.0016579	0.000508559	0.000508557	0	0	0	0	0	0	0	0	0
d3_3	0.00249208	0.00662087	0.00868124	0.0106798	0.00858452	0.00625529	0.00765889	0.00544156	0.00177995	0.00193252	0.000305134	0.000406845	0	0	0	0	0	0	0	0
d3_4	0.000793401	0.00374308	0.00542133	0.00490259	0.00724192	0.00657133	0.00564501	0.00433292	0.00374298	0.00241056	0.00109848	0.000966257	0.000864545	0	0	0	0	0	0	0
d3_5	0.000996793	0.00320396	0.00545616	0.00872619	0.00558836	0.00764874	0.00673331	0.00590944	0.00391009	0.00269536	0.0021156	0.0018308	0.000305133	0.000915402	0	0	0	0	0	0
d3_6	0.000305142	0.00181049	0.00246146	0.00373285	0.0065706	0.00843192	0.00932696	0.00392607	0.00538053	0.00150533	0.00249193	0.00247158	0.00188166	0.000406845	0.000457701	5.06647e-10	0.000305133	0	0	0
d3_7	0.000406849	0.000366176	0.0013368	0.00190202	0.00396678	0.004872	0.00346838	0.00530935	0.00619423	0.00309204	0.00367178	0.0025733	0.00109848	1.00544e-09	0.000305134	0	0	0.000101711	0	0
d3_8	1.05066e-09	0.000335654	0.000152576	0.00202407	0.00106799	0.00348873	0.0046584	0.00317341	0.00474994	0.00456685	0.00343785	0.000895061	0.000895061	0.000101713	0.000101712	0.000101711	0.000305133	0	0	0
d3_9	5.08562e-05	2.14102e-09	0.000722158	0.00223766	0.001841	0.00280725	0.00368197	0.00724187	0.00571619	0.00414983	0.00502891	0.00565515	0.00219697	0.00224782	0.000610268	0	0	0	0	0
d3_10	2.2696e-10	2.80807e-10	0.000386508	0.00128157	0.00125106	0.003387	0.00512626	0.00519746	0.00320391	0.00640782	0.0055331	0.00385486	0.00396674	0.00371246	0.00300048	0.000915402	0.000610267	0	0	0
d3_11	0	0.000152568	1.75539e-09	5.08598e-05	0.000711985	0.000417022	0.00311238	0.00242074	0.00734793	0.00515678	0.00354973	0.0052178	0.00557378	0.00191217	0.00208508	0.000813689	0.00147481	0.000305133	0	0
d3_12	0	1.00595e-09	6.63374e-10	0.000508559	9.59038e-05	0.000254281	0.000610272	0.000895066	0.00135277	0.00306152	0.00397691	0.00282758	0.00202842	0.00381417	0.00226816	0.000101712	0.00111882	0	0	0
d3_13	0	1.32663e-10	0.000152568	0	0.000152569	0.000457704	0.000305136	0.0015155	0.00198338	0.00447531	0.00262416	0.00582807	0.00513643	0.00132225	0.00336664	0.00223765	0.00152567	0.00101711	0	0.000305133
d3_14	0	0	0	0.000406847	0.000101712	0.000406845	0.000661126	0.0027869	0.00279706	0.00379384	0.00201389	0.00587892	0.00379383	0.00706894	0.00631627	0.0041193	0.00191217	0.00122053	0.00101711	0
d3_15	0	0	3.726e-10	0.000152568	2.03658e-11	5.08568e-05	0.00081369	0.000508557	0.00262415	0.00207492	0.00219697	0.00400744	0.00542121	0.00474991	0.00478043	0.00254278	0.00584839	0.00335647	0.00162738	0.000610267
d3_16	0	0	0	0	0	0.000101712	4.7015e-10	0.000945915	0.00114934	0.000457701	0.00208508	0.00365579	0.00396674	0.00357007	0.00442444	0.00376332	0.0022885	0.0018308	0.00191217	0.000355989
d3_17	0	0	0	0	0	0	7.83116e-10	0.000152568	0.000457702	0.000488217	0.0018308	0.00172909	0.00483129	0.00544155	0.00429222	0.00518727	0.0062349	0.00406845	0.00244107	0.00152567
d3_18	0	0	0	0	0	0	1.22303e-10	8.13701e-05	5.08566e-05	0.000305134	0.000457702	0.00107814	0.00444478	0.00345818	0.00437358	0.00659089	0.00704859	0.00600096	0.00635695	0.00193251
d3_19	0	0	0	0	0	0	0.000101712	0	0	5.81235e-10	0	0.000864547	0.000844204	0.00188166	0.003031	0.00569583	0.00528898	0.00798433	0.00793347	0.00518727
d3_20	0	0	0	0	0	0	0	0	1.28322e-10	5.53233e-10	0.000305133	0.000101712	0.000508557	0.00289877	0.00177995	0.00460752	0.00747577	0.00935743	0.0102728	0.0177791
