	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18
d3_0	0	0.0564254	0.0218294	0.00721515	0.00314595	0.000792931	0.000337552	0.000441976	0	0	0	0	0	0	0	0	0	0	0
d3_1	0.0598236	0.047928	0.0284639	0.0145829	0.00884594	0.00294445	0.00155278	0.00044138	0.000173178	1.04701e-05	3.06581e-06	2.73438e-06	0	0	0	0	0	0	0
d3_2	0.0255681	0.0315757	0.0251265	0.018203	0.0105514	0.00594231	0.00331633	0.000900073	0.00109808	0.000160877	0	1.30857e-05	0	0	0	0	0	0	0
d3_3	0.00947787	0.0173016	0.018492	0.0159715	0.0125892	0.00613783	0.00431425	0.00186384	0.00109557	0.000455577	0.000265053	1.06785e-05	0	0	0	0	0	0	0
d3_4	0.00407164	0.00969269	0.0122747	0.0146596	0.0107257	0.00815791	0.00473654	0.0030671	0.00242497	0.000553397	0.000639724	0.000290452	7.01825e-05	0	0	0	0	0	0
d3_5	0.00161654	0.00510883	0.00845226	0.00940978	0.0107641	0.00861487	0.00686049	0.00479456	0.0026886	0.00309659	0.000969795	0.000497658	1.27605e-05	0	0	0	0	0	0
d3_6	0.000619865	0.00247334	0.00441111	0.00751081	0.00741871	0.00844853	0.00593586	0.0044415	0.00401838	0.00215654	0.00159177	0.000910235	0.000173178	2.29688e-05	0.000153126	0	9.18753e-05	0	0
d3_7	0.00035869	0.00106174	0.00255577	0.00424866	0.00514358	0.00581565	0.00770579	0.00547071	0.00416212	0.00339989	0.00228229	0.00121333	0.000680315	0.000245001	0	0	0	0	0
d3_8	0.000406389	0.000577949	0.00116194	0.00225299	0.00427386	0.00548447	0.00548126	0.00618288	0.0057883	0.00349907	0.00257116	0.00128844	0.00154608	8.38545e-05	0.000229688	4.08335e-05	0	0	0
d3_9	6.18689e-06	3.53039e-05	0.000240037	0.000862046	0.00224681	0.00398552	0.00342506	0.00332686	0.00562249	0.00473196	0.00278312	0.00286943	0.00180822	0.000357293	0.000336876	5.10418e-05	5.10418e-05	0	0
d3_10	0	0.000152507	0.000146066	0.000361189	0.00139826	0.00257284	0.00413727	0.00331432	0.00326581	0.00432422	0.00247784	0.00336111	0.00366759	0.00120459	0.000849482	0.000272223	0	0	0
d3_11	0	0	4.08335e-05	0.000214376	0.000540455	0.00122036	0.00248402	0.00274241	0.00346975	0.00397884	0.0043264	0.0030602	0.00198407	0.0025849	0.00111039	0.00021948	0	2.55209e-05	0
d3_12	0	0	2.55209e-05	5.46877e-06	0.000277195	0.00024257	0.00152772	0.00138372	0.00151752	0.00240201	0.00397762	0.00359822	0.00290123	0.00376616	0.00137983	0.00116375	0.000857503	0.000178646	0.000153126
d3_13	0	0	0	0	9.35767e-05	0.000496807	0.00095108	0.00119839	0.00186925	0.00253095	0.00248694	0.0042897	0.00488398	0.0027023	0.00151084	0.00173542	0.000663544	0.000357293	0.000153126
d3_14	0	0	0	7.29169e-06	0.000204167	0	5.10418e-05	0.000701461	0.0018448	0.00125563	0.00212844	0.00179084	0.00250615	0.00291449	0.00198553	0.00198042	0.00119948	0.000969795	0
d3_15	0	0	0	0	0	1.02084e-05	7.65628e-05	0.000408335	0.000423647	0.00221777	0.00167928	0.00235813	0.00303189	0.00245985	0.00305741	0.00186303	0.00173542	0.000918753	0.00056146
d3_16	0	0	0	0	0	0	0	0.000262501	0.000663544	0.000433856	0.00123558	0.00151084	0.00152105	0.00265126	0.00211824	0.00403741	0.00160782	0.0015823	0.000459377
d3_17	0	0	0	0	0	0	0	1.02084e-05	0.000270522	0	0.000543231	0.000306251	0.000908545	0.00130157	0.00311355	0.00312886	0.00332282	0.00215907	0.000969795
d3_18	0	0	0	0	0	0	0	0	0	0.000245001	0.000689065	0.000617606	0.00104636	0.00149553	0.00211824	0.00216928	0.00375158	0.00387918	0.0021948
d3_19	0	0	0	0	0	0	0	0	0	0	0	9.18753e-05	0.00028073	0.000612502	0.00186303	0.00165886	0.00288386	0.00446616	0.00372605
d3_20	0	0	0	0	0	0	0	0	0	0	0	0.000382814	0	0.000204167	0.000459377	0.00056146	0.00199063	0.00541044	0.00398126
