	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.0819154	0.0637378	0.0503024	0.0426242	0.0376655	0.027143	0.0226053	0.0198009	0.0152961	0.0123901	0.0114857	0.00964095	0.00848299	0.00805027	0.0065365	0.00668775	0.00353362	0.00288212	0.00221022	0.00214138	0.00161549	0.00201517	0.00252685	0.00169623	0.00176506	0.00103984	0.000330616	0.000479927	0.000479927	0.000735888	5.33252e-05	0.000159976	0	0.000426602	0	0	0	0	0	0	0
d3_1	0.00257094	0.00143706	0.00158022	0.00241368	0.00301763	0.00266544	0.00159132	0.00260789	0.00161481	0.00131629	0.00168602	0.00118928	0.00150899	0.00133109	0.00131021	0.00176534	0.00047713	0.000448821	0.000734035	0.000618572	0.000724207	8.76057e-05	0.000170432	5.33252e-05	0.000388512	0.000159976	0.00054925	5.33252e-05	0.000380894	0.000399939	0	0.000319951	7.99878e-05	0.000159976	0.000159976	0	0	0	5.33252e-05	0.000213301	0	0
d3_2	0.00165673	0.0013977	0.00120755	0.00133726	0.00225035	0.00136881	0.00275494	0.000782039	0.0012784	0.00116106	0.000774716	0.00146275	0.00116898	0.00159393	0.00109714	0.00103094	0.000664776	0.000726374	0.000508558	0.000510787	0.000977248	0.00032661	2.39963e-05	0.000573246	0.00064752	5.33252e-05	0.000135737	1.66208e-05	0.000274244	5.33252e-05	0	0.000213301	2.66626e-05	0	0	0.000239963	0.000255961	0	5.33252e-05	0.000159976	0	0
d3_3	0.00113605	0.00143023	0.00149845	0.00176459	0.00192678	0.00200583	0.00136489	0.00167556	0.00182242	0.00115622	0.00112463	0.00152565	0.00168864	0.000601411	0.000904657	0.000826499	0.000448166	0.000517528	0.000694601	0.000320335	0.00025558	0.000320194	0.000138646	0.000735888	0.000175835	0.000335949	0.00050659	0.000277291	0.000186638	0.000159976	0.000213301	0.000213301	0	0.000255961	0	0	0.000239963	0	0	0	0	0.000159976
d3_4	0.00143392	0.00115394	0.0020838	0.00160687	0.00146719	0.00136398	0.00119334	0.00167877	0.00303642	0.00242313	0.00148757	0.00118388	0.00150002	0.00113064	0.00101994	0.000791764	0.000405672	0.0009684	0.00101761	0.000620858	0.000589244	0.000573488	0.000279957	0.000133313	0.000333525	0.000373276	0.000266626	0.000213301	5.33252e-05	0.000239963	0.000373276	0.000159976	0.000533252	0.000213301	0.000319951	0.000159976	0	0	0	0	0	0
d3_5	0.000730034	0.00169213	0.00125111	0.0012594	0.000949046	0.001107	0.00176369	0.000989229	0.00102907	0.00229818	0.000570349	0.000676794	0.00121094	0.00135193	0.000470355	0.00124706	0.000763312	0.000807485	0.000813821	0.000694497	0.00065463	0.000189305	0.000343567	0.000607019	0.000645235	0.000399939	0.000239963	0.000266626	0.000479927	0.000426602	0	8.26541e-05	0.000426602	0	2.66626e-05	0	0	0	0	5.33252e-05	0	0
d3_6	0.000799501	0.00102374	0.000944215	0.00100546	0.00144588	0.00150264	0.00194954	0.00148506	0.00198059	0.00077093	0.00079394	0.00129216	0.0010403	0.000795421	0.000893324	0.000541835	0.00124851	0.000807226	0.000669485	0.000737939	0.000561319	0.000829207	0.000480308	0.000546583	0.00165308	0.000159976	0.000591148	0.000536161	7.99878e-05	0.000746553	0.000308905	0	0.000533252	0.000159976	0.000639903	9.59854e-05	0.000373276	0	0.000159976	0	0	0
d3_7	0.000875572	0.000628216	0.00114711	0.000845373	0.00126463	0.00124597	0.00110682	0.00115031	0.000568155	0.00100455	0.000990837	0.00113216	0.000609749	0.00123751	0.000635061	0.00144227	0.00112398	0.000623713	0.000797485	0.000915278	0.000997181	0.00104429	0.000986516	0.000458597	0.000479927	0.000410604	0.000921257	0.000602575	0.000399939	0.000293289	0	0.000373276	0.000159976	0.000213301	0	0.000159976	0	0	0.000159976	0.000159976	0	0
d3_8	0.000419431	0.000721109	0.000845117	0.0010917	0.00094342	0.00109084	0.000449964	0.000793101	0.00110806	0.00129091	0.00122309	0.00106105	0.000878521	0.000317412	0.000665595	0.000921481	0.000802354	0.000237361	0.000585816	0.000628349	0.00057769	0.000501257	0.000178639	0.000746426	0.000818161	0.000533252	0.000159976	0.000453264	0.000282624	0.000807496	0.00050659	0	0	0	2.66626e-05	0.000213301	5.33252e-05	0	0	0.000159976	0	0.000159976
d3_9	0.000406061	0.000431759	0.000371477	0.000704189	0.000827456	0.000889157	0.00119783	0.000468358	0.000731884	0.000315686	0.000979121	0.000812055	0.000950051	0.00124	0.000568595	0.000825345	0.000468649	0.000608161	0.000514326	0.000903481	0.00059191	0.000394099	0.000416952	0.000639903	0.000253295	0.000863488	0.000709225	0.000469262	0.000373276	0.000559915	0.000266626	0.000140931	0.000213301	0	0.000159976	0	0	0	0	0	0	0
