	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.0835923	0.0624585	0.0532997	0.0399647	0.0309532	0.0266035	0.0225917	0.0183663	0.0164268	0.0141042	0.0110807	0.00893472	0.00810395	0.00923686	0.00727968	0.00634721	0.00466095	0.0030948	0.00349978	0.00344576	0.0029669	0.00208851	0.00200925	0.00169985	0.000959957	0.000818217	0.00155501	0.000363626	0.000642649	0.000593867	0.000296934	0.000548503	0.000371167	0.000148467	0	0.000197956	0.000197956	0.000148467	4.94889e-05	0	0
d3_1	0.00654451	0.00212114	0.00230606	0.00185917	0.00115608	0.00167079	0.00189302	0.00153819	0.00175738	0.00154832	0.00154567	0.00100948	0.000716646	0.00120832	0.00152063	0.00104598	0.000928441	0.0015141	0.000794887	0.000505848	0.000577625	0.000568298	0.000620733	2.74439e-05	0.00061176	0.00035632	0.000346423	0.000212802	3.95912e-05	0	0.000336525	0.000148467	0	0.000185584	0	0.000148467	0	0	0	0	0	0
d3_2	0.00689829	0.00199167	0.00132535	0.00226331	0.00200933	0.00139761	0.00132514	0.0021142	0.0020607	0.00153957	0.0019646	0.00124883	0.00140208	0.00089118	0.000754572	0.00115968	0.00071583	0.000311978	0.00066056	0.000658458	0.000275164	0.000727359	0.000521755	0.000306478	0.000326852	0.000955137	0.000197956	0.000159661	0.000603412	0.00117784	0.000346423	0.000497364	0	0.000148467	0.000148467	0.000237547	0	0.000148467	0.000197956	4.94889e-05	0	0
d3_3	0.00413271	0.00110924	0.000847133	0.00221529	0.00132672	0.00132593	0.000889543	0.00151848	0.00111507	0.00160697	0.00129229	0.000999169	0.00124997	0.000546157	0.000858498	0.000788807	0.00117051	0.00068931	0.000690371	0.000482871	0.000373749	0.000652241	0.000271843	0.000272189	4.94889e-05	0.000272189	0.0002227	0.000126197	0.000197956	0.000226	7.42334e-05	0	0	0	0.000214452	0.000148467	0	0.000197956	0.000148467	3.71167e-05	0	0
d3_4	0.00409878	0.00178506	0.000977781	0.00196123	0.00204305	0.00139394	0.000840248	0.00103501	0.00157983	0.00062769	0.00087127	0.000843556	0.000304183	0.000649131	0.00176156	0.00156643	0.00100651	0.00139322	0.000452117	0.00106357	0.000802299	0.00085226	0.000123722	0.000922615	5.19634e-05	0.000323328	7.91823e-05	0.000279259	0.000767079	8.90801e-05	0.000371167	0.000346423	0.000197956	0.000247445	0.000148467	0.000173211	0.000148467	0	0	0	0	0.000148467
d3_5	0.00382874	0.00116764	0.00122065	0.0015382	0.00117192	0.00142152	0.00124176	0.00088288	0.00212591	0.00165844	0.0010399	0.00103683	0.00114015	0.000661	0.000673988	0.000764795	0.000227296	0.000569369	0.00118237	0.000608007	0.000688946	0.00078117	0.000907297	0.000560875	0.000123722	0.000405809	0.000608714	0.000197956	0.000262291	0.00067305	0	0.000148467	7.42334e-05	0.000148467	0.000148467	0	0.000148467	0.0002227	0	0.000148467	0	0
d3_6	0.00305979	0.00145509	0.00165483	0.00177643	0.000599735	0.00134204	0.00121277	0.000997058	0.00137956	0.00110831	0.00055668	0.00144859	0.000887114	0.000565495	0.00144483	0.000863582	0.000586149	0.000778634	0.000613742	0.00047639	0.000577725	0.000444694	0.00028085	0.00141703	0.000306831	0.000690017	0.000494889	0.000289157	0.000188058	0.000395912	0.000148467	0.000188058	0.000482517	0.000163314	0.000287036	2.47445e-05	9.89779e-06	0	0	0.000296934	0.000435503	0.000296934
d3_7	0.00202596	0.000767276	0.0010104	0.000962322	0.00132567	0.00102228	0.00110872	0.00149778	0.000847424	0.00123439	0.000572723	0.00100101	0.000792393	0.00110819	0.00052854	0.000838056	0.000342382	0.000287614	0.00091637	0.000190532	0.00026062	0.000763779	0.000303532	0.000277138	0.000846261	7.42334e-05	0.0002227	0.000445401	0.000369989	0.000470145	0.000598816	0.000509736	7.42334e-05	0	0.000199859	0.0002227	0.000237547	0.000494889	0.000296934	0.0002227	0.000296934	0
d3_8	0.0026091	0.000901426	0.00113697	0.00129459	0.000378063	0.00142053	0.000722785	0.000953176	0.000986794	0.000887197	0.000617052	0.000970444	0.00100618	0.00118596	0.000749404	0.000666558	0.000400143	0.000422306	0.000819042	0.000497364	0.000516806	0.000870877	0.000643356	0.000370696	0.000151087	0.000150796	0.000477568	0.000220226	0.000430554	3.95912e-05	0.000395912	0.000386014	0.000197956	0.000197956	0.000197956	2.47445e-05	0	0.000346423	0.000148467	7.42334e-05	0.000148467	0
d3_9	0.00225479	0.000858169	0.000692933	0.000799444	0.000939	0.000773995	0.000654074	0.000812573	0.000835838	0.000419906	0.000594398	0.00104784	0.000736461	0.000633665	0.000561346	0.000917314	0.00107556	0.000528697	0.000451528	0.000775798	0.000351596	0.000624975	0.000257343	0.000417828	0.000697441	0.000130792	0.000534481	0.000346423	0.000494889	5.65588e-05	0.000460247	0.000130792	0.000148467	0.000781925	0.000197956	0.0002227	0.000445401	0.000148467	0.000148467	0.000148467	0.000346423	0.000296934
