	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.0488521	0.0280978	0.0148865	0.00972735	0.00602346	0.00360436	0.00153928	0.00126283	0.00102892	0.000422777	0.000388466	5.44019e-05	2.9051e-05	0	0	0	5.23871e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_1	0.0212151	0.0283759	0.0243102	0.0222595	0.0158427	0.0120363	0.00802735	0.00557561	0.00343791	0.00292963	0.00155199	0.000710766	0.000670465	0.000188227	9.34236e-05	1.3471e-05	0	2.35742e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_2	0.005567	0.0100132	0.0139529	0.0174701	0.0150119	0.0136768	0.00962211	0.00803581	0.00596417	0.00404504	0.00384218	0.00186508	0.00115305	0.000786429	0.000806518	0.000744832	0.000164645	0.000144064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_3	0.00169722	0.00386465	0.0061998	0.00831825	0.0101119	0.0100453	0.00745406	0.008118	0.00618744	0.00542685	0.00410693	0.0035698	0.00175979	0.00245938	0.000730229	0.000864504	0.000516122	0.000483638	0.000320173	0.000115534	0.000209548	7.85806e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_4	0.000249944	0.00100118	0.00251435	0.00463336	0.00499833	0.00601214	0.0078952	0.00649521	0.00530961	0.00694658	0.00421797	0.00301659	0.0037406	0.00309403	0.00233171	0.00155641	0.00116184	0.000808025	0.000496679	0.000235742	0.000157161	5.23871e-05	0.000123004	2.23269e-05	0	0.000104774	0	0	0.000157161	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_5	5.89044e-05	0.00057771	0.00109903	0.00162425	0.00304381	0.00313138	0.00473356	0.00653388	0.00497068	0.00586203	0.00432462	0.0046439	0.00359249	0.00318106	0.00313428	0.0021214	0.00243295	0.00161367	0.000521625	0.000438555	0.000679036	0.000449656	1.04774e-05	0.000178116	6.54838e-05	5.98709e-05	0	0	0	2.61935e-05	0	0	0	0	0	0	0	0	0	0	0	0
d3_6	2.15692e-07	0.000338916	0.000263637	0.00066876	0.000998061	0.00196681	0.0026679	0.00340789	0.00379746	0.00356884	0.004694	0.00394587	0.00373721	0.00355656	0.00348167	0.00249912	0.00258734	0.00136513	0.00158545	0.00135847	0.000417838	0.00132836	0.00103726	0.000356232	0.000408619	0	0.000209548	0	0.000157161	0	0	0	0	2.61935e-05	0	0	0	0	0	0	0	0
d3_7	0	0.000328024	6.21085e-05	0.000651632	0.000265888	0.000939332	0.00159135	0.0014595	0.00235887	0.00385146	0.00287573	0.00380686	0.00332077	0.00353712	0.00386838	0.00335968	0.0027238	0.00278575	0.00252041	0.00219663	0.00185346	0.00160365	0.00111795	0.00058898	0.00044529	0.000591974	0.000164645	0.000157161	0.000157161	0	0.000209548	0	0	0	0	0	0	0	0	0	0	0
d3_8	0	5.44578e-05	0.000551323	0.00031034	0.000102659	0.000206089	0.000274868	0.00150145	0.00117067	0.00189285	0.00130165	0.00309552	0.00271234	0.0015573	0.00241967	0.00168292	0.00325007	0.00292734	0.00233197	0.00217892	0.00188674	0.00200256	0.0013461	0.00121501	0.00110537	0.000906296	0.000733419	0.000424335	0.000191451	9.42967e-05	0.000157161	0	0	0	0	0	0	0	0	0	0	0
d3_9	0	0	4.36253e-09	3.92114e-05	6.55125e-05	8.7476e-06	0.000206439	0.000186586	0.000660259	0.00152673	0.000627289	0.00154216	0.000918744	0.00207233	0.00155939	0.00208642	0.00272562	0.00340578	0.00235526	0.00272824	0.00168885	0.00134248	0.00195688	0.00158009	0.00131404	0.00068889	0.00102591	0.00093249	0.000639122	0.000251458	0.000172877	5.23871e-05	0	0.000157161	0	0	0	0	5.23871e-05	0	0	0
