	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.125622	0.0794851	0.0549923	0.0421773	0.032157	0.0246155	0.0200207	0.0189206	0.0134726	0.0102516	0.00923317	0.00776886	0.00557067	0.00378796	0.00439904	0.00221859	0.00323234	0.00312373	0.0032567	0.00316651	0.00219425	0.00132404	0.000957563	0.00119757	0.000615368	0.000232173	0.00163217	0.000232173	0.000525042	0.000345937	0.000208955	0.000232173	0	0	2.32173e-05	0	0	0	0	0	0
d3_1	0.00647203	0.00240848	0.00291165	0.00186042	0.00181234	0.00204089	0.00248071	0.00184682	0.0020472	0.00118574	0.000989552	0.00117617	0.00134414	0.00148465	0.00114809	0.000585783	0.000326966	0.00112934	0.000768739	0.000817341	0.000220564	0.000808624	0.000998791	0.000550249	0.000431841	0.000299171	8.35821e-05	0.000456606	0.000285241	0.000501493	0	0.000185738	0.000185738	0.000139304	0	0.000139304	0	0.000139304	0	0	0	0
d3_2	0.00332442	0.00194106	0.00276395	0.00221587	0.00268381	0.0013188	0.00205839	0.00112573	0.00174318	0.00148725	0.00156892	0.00125667	0.000801269	0.000975096	0.00113994	0.00113253	0.000926282	0.00057811	0.000819569	0.000640354	0.000358872	0.000650083	0.000127363	0.00038078	0.000234163	0.000691874	0.000266998	0.000208955	0.000246103	4.64345e-05	0.000185738	0	2.32173e-05	0	0	0	0	0	0	0	0	0
d3_3	0.0021043	0.00207205	0.00128292	0.00289925	0.00134093	0.00150352	0.00131285	0.00147535	0.001226	0.00138438	0.000958157	0.00157043	0.000736547	0.00130178	0.00101449	0.00175703	0.000648324	0.000899513	0.000546379	0.00102542	0.000360486	0.000740299	0.000687231	0.000559536	0.000452948	0.000286788	0.00052471	0.00051078	0.000185738	4.64345e-05	0.000385406	0.000145937	0.000201658	0.000139304	0	0.000139304	0.000185738	0	0	0	0	0
d3_4	0.00239476	0.00198909	0.00135912	0.00198263	0.00238856	0.00130119	0.000942933	0.00120429	0.00125139	0.00057047	0.00130697	0.00143279	0.000818814	0.000696809	0.00117998	0.00146269	0.000486457	0.000830846	0.00035046	0.000294085	0.00052254	0.000624213	0.00115357	0.000626866	2.08955e-05	0.000364953	0.000417911	0.000199668	0.000547927	0.000224433	0.00065937	4.64345e-05	0.000501493	4.64345e-05	0	0.000325042	0	0	0	0.000139304	0	0
d3_5	0.00141565	0.00146539	0.00171163	0.00158755	0.00182305	0.00105514	0.00148942	0.002461	0.00141804	0.00160681	0.00135089	0.000664706	0.000951001	0.000783005	0.000689698	0.000728027	0.000569921	0.000918177	0.00046535	0.000405196	0.000606302	0.000218242	0.000447761	0.000222886	0.000162521	0.000424544	0	2.32173e-05	0.00037811	0.000139304	0.000162521	0	0.000139304	0.000292537	6.96518e-05	0	2.32173e-05	0.000278607	0	4.64345e-05	0.000139304	0
d3_6	0.0010717	0.000956617	0.00153132	0.000986553	0.000878947	0.000886001	0.000886915	0.00069773	0.000553288	0.000954964	0.00160133	0.000838914	0.00084364	0.000642031	0.000595236	0.000643982	0.000819057	0.000406651	0.000660586	0.000408292	0.000714529	0.000747596	0.000470979	0.000599005	5.1078e-05	0.00026932	0.000208955	0.000652737	0.000246103	0.000195025	0.000199668	0.000162521	0.000371476	0.000371476	0.000153234	0	0	0	0	0	0	0
d3_7	0.00128673	0.000629656	0.00136844	0.000918287	0.00131629	0.000783175	0.000867289	0.00156378	0.00139191	0.00101339	0.0012289	0.00151517	0.000524236	0.00110969	0.000623419	0.000894987	0.000773366	0.00079999	0.000988281	0.000646988	0.000819117	0.000243781	0.00060597	0.000882256	0.000603649	0.000348259	0.000208955	0.000325042	0.000278607	0.000301824	0.000557214	0.000139304	0.000325042	0.000417911	0.000232173	0.000348259	0	0	0	0	0	0
d3_8	0.00117398	0.000586031	0.000942308	0.000652703	0.00108056	0.000923657	0.00155833	0.00074225	0.00114411	0.00192256	0.00147179	0.000628235	0.00075152	0.000251498	0.000387433	0.00091103	0.000511969	0.000482715	0.000695357	0.000494196	0.000182974	0.000753814	0.000440022	0.000392583	9.78442e-05	0.000946932	0.000882256	6.96518e-05	0.000139304	0	7.62853e-05	0	9.95025e-05	0.000139304	0.000315755	2.32173e-05	0.000139304	0.000394693	0.000139304	0.000325042	0	0.000139304
d3_9	0.00088348	0.000480126	0.000583408	0.00110007	0.000939249	0.00104604	0.000609937	0.000491763	0.00117449	0.00063837	0.00120496	0.00126631	0.00126343	0.00101988	0.000947437	0.000582422	0.0010357	0.00039204	0.000315755	0.000664788	0.000212935	0.00055445	0.000909453	0.000849088	0.00014859	0.000325042	0.000329685	0.000640796	0.000278607	0.000153234	0.000139304	0.000232173	0.000153234	2.32173e-05	0.000394693	0.000185738	0	0	0	0	0.000139304	0
