	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.0925039	0.0439535	0.0213486	0.0108301	0.00650561	0.00364831	0.00193522	0.000810366	0.000555237	0.000304961	6.49842e-05	0.000156727	7.60492e-05	0.000162188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_1	0.0468359	0.045004	0.0333366	0.0269781	0.0144111	0.0109622	0.00635045	0.00427126	0.00294566	0.00170432	0.00144196	0.000769751	0.000312329	0.000193012	8.26534e-05	0.000147877	6.08205e-05	0	0	0	6.08205e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_2	0.0104566	0.0162933	0.0170269	0.0180778	0.0128296	0.0101601	0.00834422	0.00661521	0.00443911	0.00333638	0.00203296	0.00242648	0.00124415	0.000398056	0.000324454	0.000419647	0.000242211	4.0547e-05	1.09165e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_3	0.00241143	0.0049328	0.00671337	0.0102332	0.00822365	0.00966333	0.00799387	0.00794198	0.00556768	0.00471164	0.00427311	0.00390193	0.00193413	0.00110585	0.00136348	0.00120247	0.000433563	0.00043201	0.000100981	0.000164031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_4	0.000589568	0.00153715	0.00227313	0.00410351	0.00433556	0.0048532	0.00627224	0.00655994	0.00459322	0.00459364	0.0046049	0.0034561	0.00211857	0.0028897	0.0014497	0.000917479	0.000694322	0.000693235	0.000315283	0.000388961	0.000233145	2.85672e-05	9.70231e-05	1.39018e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_5	0.000340584	0.000444072	0.000889469	0.00168018	0.00220477	0.00213521	0.00467264	0.0042193	0.00390069	0.00346064	0.00497797	0.00428969	0.00240971	0.00307627	0.00276608	0.00217408	0.00139851	0.00117808	0.0010347	0.00039765	0.000539275	0.000620369	0.000178407	0.000295993	4.0547e-05	0.000121641	0.000121641	0	0.000194625	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_6	1.08078e-05	0.000150243	0.000439824	0.000431723	0.00142606	0.00248882	0.00230136	0.00216658	0.00326553	0.00310476	0.00249073	0.00252602	0.00270637	0.00360658	0.00178532	0.0027812	0.00106329	0.00167689	0.00119004	0.000962233	0.000720279	0.00039736	0.000540995	0.000190571	3.47545e-05	0.000121641	0	0	4.0547e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_7	0	1.74192e-05	0.000217223	8.40483e-05	0.000285544	0.000268519	0.00158012	0.00149464	0.00104485	0.00265648	0.00279647	0.00230704	0.0027425	0.00217241	0.00292494	0.00210171	0.00251785	0.00157325	0.00198083	0.00161134	0.0017385	0.000648269	0.000995718	0.000783908	0.000328817	0.000660336	0.00046629	0	0.000121641	2.02735e-05	0	0	0	0	0	0	0	0	0	0	0	0
d3_8	0	0	4.0547e-06	6.89299e-05	3.33128e-05	0.000449404	0.000125845	0.000578135	0.00132731	0.00140858	0.000873021	0.00164506	0.00212257	0.00191736	0.002244	0.00242088	0.00176247	0.00249841	0.00221724	0.00177577	0.00145129	0.00161714	0.0013	0.000946868	0.00101078	0.00026259	0.000243282	0.000283829	0.000271375	0.000121641	0.000121641	0	0	4.0547e-05	0	0	0	0	0	0	0	0
d3_9	0	0	0	0	4.69491e-06	4.0547e-05	9.86328e-05	0.000329484	0.000689188	0.000162951	0.000356182	0.00079994	0.00194282	0.00156539	0.00122375	0.000734486	0.00127154	0.00170336	0.00213781	0.00154436	0.00181226	0.00161918	0.00100151	0.000850907	0.000823104	0.000696829	0.000733611	0.000358551	0.000105422	0	0.000121641	0	0	4.0547e-05	0	0	0	0	0	0	0	0
