	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.0722356	0.0368141	0.0203793	0.0117631	0.00591973	0.00350984	0.00210769	0.000975918	0.000686503	0.00066062	9.4709e-05	0.000153783	1.6595e-05	0.000133292	0	0	1.12829e-05	2.25658e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_1	0.0320249	0.0366598	0.0277651	0.0220185	0.0148932	0.0128807	0.00714058	0.00553295	0.00305141	0.00188631	0.00139474	0.00139961	0.000255593	0.000334362	0.00026402	6.10604e-05	5.1579e-05	0	1.31634e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_2	0.0105355	0.014775	0.0171437	0.0158776	0.0144122	0.0116988	0.00929221	0.00796	0.00469404	0.00381309	0.0022132	0.00222761	0.000749528	0.000837411	0.000488187	0.000189099	0.000292748	3.41332e-06	0.000126798	4.51316e-05	5.64145e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_3	0.00218191	0.00531967	0.00782576	0.00749396	0.0100271	0.00906527	0.00804919	0.00724041	0.00545721	0.00436841	0.00415776	0.00290661	0.00127258	0.00283367	0.00142421	0.0011423	0.000455614	0.000313144	0.000219211	0.000180526	9.99343e-05	3.61053e-05	8.12369e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_4	0.000584962	0.00140992	0.00348451	0.0058291	0.00544504	0.00554825	0.00658519	0.00632848	0.00661311	0.00574608	0.00366039	0.00439533	0.0036452	0.00263303	0.00278722	0.00156743	0.000483088	0.000675675	0.00058643	0.000236118	0.000275303	0.00020911	0	6.5646e-05	4.51316e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_5	6.58046e-05	0.000458893	0.00104458	0.00140646	0.00222099	0.00406735	0.00495643	0.00461344	0.0055629	0.00639701	0.00369615	0.00352837	0.00365299	0.00396747	0.00235663	0.00171741	0.00271715	0.00125671	0.00096946	0.00118644	0.000552862	0.000403606	0.000297116	0	0.000135395	0.000135395	0.000203092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_6	2.54013e-05	0.000104352	0.00039322	0.000817547	0.000879137	0.00107324	0.0018052	0.00426724	0.00316337	0.00337091	0.00355611	0.00370458	0.00238403	0.00314059	0.00326072	0.00291534	0.0020557	0.00160196	0.000916198	0.000932378	0.000470121	0.00140026	0.000338809	0.000584132	0.000321724	0	4.51316e-05	9.67106e-05	6.76974e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_7	3.66116e-08	1.87241e-05	0.000352984	0.0011449	0.000485336	0.000465895	0.000956449	0.00134426	0.00194462	0.00267531	0.001574	0.00342301	0.00203502	0.0026352	0.00321312	0.00316959	0.00201964	0.00161919	0.00247348	0.000616261	0.00150459	0.00194302	0.000175789	0.000463029	0.000446158	0.000189553	9.02632e-06	1.54737e-05	0.000315921	1.35395e-05	0	2.25658e-05	0	0	0	0	0	0	0	0	0	0
d3_8	0	0	4.4343e-05	5.68101e-05	0.000456893	0.000576991	0.000558039	0.00113559	0.00129308	0.00126278	0.00132548	0.00179187	0.00166741	0.00223038	0.00200226	0.0031183	0.0022349	0.00211868	0.00252212	0.00204749	0.00316059	0.00152157	0.00069954	0.00073124	0.000239198	0.000889093	0.00033623	0.000446481	0.000135395	0.000248224	0.000180526	0	0.000180526	0	0	0	0	0	0	0	0	0
d3_9	0	0	0	1.33343e-05	2.46172e-06	0.000374393	0.000231409	0.000185336	0.00031249	0.000635041	0.000516112	0.00237105	0.00114081	0.0014588	0.001573	0.00172322	0.00189734	0.00284258	0.00168551	0.00192748	0.00230234	0.00125369	0.00192454	0.00154952	0.000880066	0.000888018	0.00106059	0.000532553	0.000263698	0	8.12369e-05	0.000135395	0	0	0	0	0	0	0	0	0	0
d3_10	0	0	0	0	0	0	8.36547e-05	8.97425e-05	0.000370614	0.000180526	0.000430685	0.000445934	0.000811187	0.00127164	0.00152856	0.00135524	0.0011056	0.00151723	0.00191337	0.00209604	0.00250985	0.00200199	0.00209636	0.00167438	0.0011532	0.000784968	0.000911047	0.000997409	0.000793564	0.00042875	0.000239198	0.000248224	0.000180526	0.000180526	1.35395e-05	0	0	0	0	0	0	0
d3_11	0	0	0	0	0	0	2.05144e-05	0	5.86125e-07	0.000145388	0.000221012	0.000234362	0.00017509	0.000552325	0.000721996	0.0012726	0.00101439	0.000513533	0.00152275	0.00237994	0.00130107	0.00133909	0.0014441	0.0015319	0.00209778	0.00119792	0.00154544	0.00088458	0.000800441	0.00105801	0.000983869	0.000186974	0.000135395	2.25658e-05	0	0	0	0	0	0	0	0
d3_12	0	0	0	0	5.1579e-05	0	0	9.02632e-06	0	0.000148934	2.25658e-05	0.000146678	0.000292281	0.000386403	0.000361053	0.000499134	0.000730497	0.000744232	0.000385677	0.000444224	0.00138522	0.00248761	0.00170082	0.00257281	0.00138006	0.00131559	0.00154092	0.000726619	0.00111217	0.000681487	0.000821395	0.000749185	0.000564145	0.000496448	0.000383619	0.000135395	0.000135395	0.000248224	0	0	0	0
d3_13	0	0	0	0	0	0	0	0	0	3.61053e-05	4.51316e-05	0	2.25658e-05	0.000460342	7.97325e-05	4.51316e-05	0.00018923	0.000339239	0.000266276	0.000241454	0.00121855	0.00141436	0.000539323	0.00161088	0.000997409	0.00126163	0.00174401	0.00162818	0.00151384	0.000771751	0.00157058	0.000713079	0.00111926	0.000735645	0.000609277	0.00027079	2.25658e-05	0.000135395	0.000451316	0.000135395	0	0
d3_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96448e-05	3.38487e-05	2.25658e-05	0.000157961	0.000476138	0.00046679	0.000931216	0.000570592	0.000842887	0.000700722	0.00113667	0.000789803	0.000907145	0.00129979	0.00150933	0.00097033	0.00165859	0.00128625	0.0010967	0.00112829	0.00165375	0.000406184	0	4.51316e-05	0.000180526	0	0	0
