	d2_0	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d2_7	d2_8	d2_9	d2_10	d2_11	d2_12	d2_13	d2_14	d2_15	d2_16	d2_17	d2_18	d2_19	d2_20	d2_21	d2_22	d2_23	d2_24	d2_25	d2_26	d2_27	d2_28	d2_29	d2_30	d2_31	d2_32	d2_33	d2_34	d2_35	d2_36	d2_37	d2_38	d2_39	d2_40	d2_41
d3_0	0	0.128398	0.0465962	0.0220746	0.0118258	0.006087	0.00355132	0.00154905	0.000619289	0.000428129	0.000359374	3.88954e-05	6.55708e-07	9.15942e-05	0	7.20906e-06	1.10651e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_1	0.0615785	0.0493911	0.0315107	0.0230109	0.0153035	0.0089715	0.00597927	0.00440634	0.00249588	0.00170615	0.00126407	0.000998152	0.000481389	0.000304377	0.000406853	2.91421e-05	0	0.000165976	5.36488e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_2	0.0111977	0.015775	0.0165659	0.0151541	0.0132994	0.00996953	0.00808363	0.00555586	0.0047213	0.00305406	0.00209692	0.000939378	0.000898408	0.000542698	0.000548884	0.000452266	0.000294297	0.000307657	0.000184418	8.29881e-05	0	7.37672e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_3	0.00267822	0.00517891	0.00667009	0.00859438	0.00834115	0.0084687	0.00642134	0.00565796	0.00522549	0.00403026	0.0036502	0.00325778	0.00157651	0.00135116	0.00117755	0.000603637	0.000292083	0.000300338	2.18188e-05	0	0.000248964	0.000147534	0	0	7.56586e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_4	0.000390085	0.0015664	0.00328838	0.00351605	0.00413074	0.0052067	0.00477244	0.00478245	0.00449796	0.0046764	0.00357554	0.00288717	0.00305579	0.00279532	0.00151334	0.000909888	0.000887289	0.000900466	0.000388106	0.000249592	0.0001795	0	2.58185e-05	0	7.02544e-06	5.26908e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_5	0.000395113	0.000259591	0.000805708	0.00225311	0.00226605	0.0020949	0.00347769	0.00314139	0.00323498	0.00486954	0.00361622	0.00357834	0.00335916	0.00267921	0.00122767	0.00184212	0.0011456	0.00112531	0.000833495	0.000400807	0.000438651	0.000308241	0.000132166	0.000165976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_6	0.000200683	0.000109845	0.000437892	0.000429211	0.00105984	0.00115453	0.00168473	0.0026763	0.00242817	0.00324181	0.00326579	0.00332324	0.00387561	0.00281421	0.00247284	0.00238503	0.00259536	0.00120914	0.00141448	0.00117992	0.00064757	0.000548871	0.000331952	0.000147534	0	6.05945e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d3_7	7.82379e-06	2.25869e-05	0.000108477	9.03321e-05	0.000468807	0.000399881	0.000917911	0.001068	0.000933005	0.00184545	0.00173542	0.00283911	0.00181538	0.0020143	0.00262485	0.00259799	0.00218843	0.00106434	0.00103553	0.00123876	0.00125316	0.00104319	0.000813546	0.000489761	0.000384292	0.000245012	1.84418e-05	6.27021e-05	0	5.53254e-05	0	0	0	0	0	0	0	0	0	0	0	0
d3_8	0	0	2.67272e-06	4.31107e-06	0.000139226	0.00013278	0.000592175	0.000757018	0.000439268	0.00149246	0.00123861	0.00255294	0.00192094	0.00200205	0.00236419	0.00198884	0.00203913	0.00185091	0.00168294	0.00177713	0.0015535	0.0011895	0.00138998	0.000809682	0.00049424	0.000580916	0.000442603	4.79487e-05	0.000147534	0	0.000165976	0	0	0	0	0	0	0	0	0	0	0
d3_9	0	0	0	0	3.95181e-06	1.75789e-05	9.51738e-05	0.00030429	0.000506252	0.000659928	0.000657397	0.00123104	0.00124255	0.000908478	0.0017517	0.00177816	0.00177452	0.001174	0.00195019	0.00139691	0.0012495	0.00100288	0.0009488	0.000308848	0.000669341	0.000643355	0.000354082	0.000324575	6.63904e-05	0.000405719	5.53254e-05	3.68836e-05	0	0	0	0	0	0	0	0	0	0
